ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1979,1979-09-01,1,24.212,DET,@,TAM,L 16-31,0,0,,0,0,0,,0,0,0,,0,0,,,8,346,43.25,0
2,1979,1979-09-09,2,24.220,DET,,WAS,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,,,2,86,43.00,0
3,1979,1979-09-16,3,24.227,DET,@,NYJ,L 10-31,0,0,,0,0,0,,0,0,0,,0,0,,,6,226,37.67,0
4,1979,1979-09-23,4,24.234,DET,,ATL,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,,,8,307,38.38,0
5,1979,1979-09-30,5,24.241,DET,,MIN,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,,,7,318,45.43,0
6,1979,1979-10-07,6,24.248,DET,@,NWE,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,,,8,272,34.00,0
7,1979,1979-10-14,7,24.255,DET,@,GNB,L 16-24,1,0,0.00,0,0,0,,0,0,0,,0,0,,,5,204,40.80,0
8,1979,1979-10-21,8,24.262,DET,@,NOR,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,,,6,248,41.33,0
9,1979,1979-10-28,9,24.269,DET,,BUF,L 17-20,0,0,,0,1,1,100.00,36,0,0,118.7,0,0,36.00,36.00,5,228,45.60,0
10,1979,1979-11-04,10,24.276,DET,@,CHI,L 7-35,0,0,,0,0,0,,0,0,0,,0,0,,,7,270,38.57,0
11,1979,1979-11-11,11,24.283,DET,,TAM,L 14-16,0,0,,0,0,0,,0,0,0,,0,0,,,6,189,31.50,0
12,1979,1979-11-18,12,24.290,DET,@,MIN,L 7-14,0,0,,0,0,0,,0,0,0,,0,0,,,7,315,45.00,0
13,1979,1979-11-22,13,24.294,DET,,CHI,W 20-0,0,0,,0,0,0,,0,0,0,,0,0,,,5,231,46.20,0
14,1979,1979-12-02,14,24.304,DET,@,PHI,L 7-44,0,0,,0,0,0,,0,0,0,,0,0,,,8,283,35.38,0
15,1980,1980-09-07,1,25.219,STL,,NYG,L 35-41,0,0,,0,0,0,,0,0,0,,0,0,,,4,167,41.75,0
16,1980,1980-09-14,2,25.226,STL,@,SFO,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,,,7,253,36.14,0
17,1980,1980-09-21,3,25.233,STL,@,DET,L 7-20,0,0,,0,0,0,,0,0,0,,0,0,,,6,275,45.83,0
18,1980,1980-09-28,4,25.240,STL,,PHI,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,205,41.00,0
19,1980,1980-10-05,5,25.247,STL,@,NOR,W 40-7,0,0,,0,0,0,,0,0,0,,0,0,,,1,31,31.00,1
20,1980,1980-10-12,6,25.254,STL,,RAM,L 13-21,0,0,,0,0,0,,0,0,0,,0,0,,,6,216,36.00,0
21,1980,1980-10-19,7,25.261,STL,@,WAS,L 0-23,0,0,,0,0,0,,0,0,0,,0,0,,,7,289,41.29,0
22,1980,1980-10-26,8,25.268,STL,@,BAL,W 17-10,0,0,,0,0,0,,0,0,0,,0,0,,,7,297,42.43,0
23,1980,1980-11-02,9,25.275,STL,,DAL,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,,,8,351,43.88,0
24,1980,1980-11-09,10,25.282,STL,,ATL,L 27-33,0,0,,0,0,0,,0,0,0,,0,0,,,4,173,43.25,0
25,1980,1980-11-16,11,25.289,STL,@,DAL,L 21-31,0,0,,0,0,0,,0,0,0,,0,0,,,6,264,44.00,0
26,1980,1980-11-23,12,25.296,STL,,KAN,L 13-21,0,0,,0,0,0,,0,0,0,,0,0,,,7,305,43.57,0
27,1980,1980-11-30,13,25.303,STL,@,NYG,W 23-7,0,0,,0,0,0,,0,0,0,,0,0,,,4,145,36.25,0
28,1980,1980-12-07,14,25.310,STL,,DET,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,,,8,349,43.63,0
29,1980,1980-12-14,15,25.317,STL,@,PHI,L 3-17,0,0,,0,0,0,,0,0,0,,0,0,,,8,347,43.38,0
30,1980,1980-12-21,16,25.324,STL,,WAS,L 7-31,0,0,,0,0,0,,0,0,0,,0,0,,,11,444,40.36,0
31,1981,1981-09-27,4,26.238,TAM,,STL,W 20-10,0,0,,0,0,0,,0,0,0,,,,,,5,231,46.20,0
32,1981,1981-10-04,5,26.245,TAM,,DET,W 28-10,1,-9,-9.00,0,0,0,,0,0,0,,,,,,8,368,46.00,0
33,1981,1981-10-11,6,26.252,TAM,@,GNB,W 21-10,0,0,,0,0,0,,0,0,0,,,,,,4,161,40.25,0
34,1981,1981-10-18,7,26.259,TAM,@,OAK,L 16-18,0,0,,0,0,0,,0,0,0,,,,,,6,256,42.67,1
35,1981,1981-10-25,8,26.266,TAM,@,PHI,L 10-20,0,0,,0,0,0,,0,0,0,,,,,,3,100,33.33,0
36,1981,1981-11-01,9,26.273,TAM,,CHI,W 20-10,0,0,,0,0,0,,0,0,0,,,,,,4,175,43.75,0
37,1981,1981-11-08,10,26.280,TAM,@,MIN,L 10-25,0,0,,0,0,0,,0,0,0,,,,,,6,250,41.67,0
38,1981,1981-11-15,11,26.287,TAM,,DEN,L 7-24,0,0,,0,0,0,,0,0,0,,,,,,6,262,43.67,1
39,1981,1981-11-22,12,26.294,TAM,,GNB,W 37-3,0,0,,0,,,,,,,,,,,,0,0,,
40,1981,1981-11-29,13,26.301,TAM,@,NOR,W 31-14,0,0,,0,0,0,,0,0,0,,,,,,3,140,46.67,0
41,1981,1981-12-06,14,26.308,TAM,,ATL,W 24-23,0,0,,0,0,0,,0,0,0,,,,,,3,117,39.00,0
42,1981,1981-12-13,15,26.315,TAM,,SDG,L 23-24,0,0,,0,0,0,,0,0,0,,,,,,5,205,41.00,0
43,1981,1981-12-20,16,26.322,TAM,@,DET,W 20-17,0,0,,0,0,0,,0,0,0,,,,,,5,211,42.20,0
44,1982,1982-09-12,1,27.223,TAM,@,MIN,L 10-17,0,0,,0,0,0,,0,0,0,,,,,,3,140,46.67,0
45,1982,1982-09-19,2,27.230,TAM,,WAS,L 13-21,0,0,,0,0,0,,0,0,0,,,,,,5,190,38.00,1
46,1982,1982-11-21,3,27.293,TAM,@,DAL,L 9-14,0,0,,0,0,0,,0,0,0,,,,,,3,123,41.00,0
47,1982,1982-11-29,4,27.301,TAM,,MIA,W 23-17,0,0,,0,0,0,,0,0,0,,,,,,6,264,44.00,0
48,1982,1982-12-05,5,27.307,TAM,@,NOR,W 13-10,0,0,,0,0,0,,0,0,0,,,,,,6,238,39.67,0
49,1982,1982-12-12,6,27.314,TAM,@,NYJ,L 17-32,0,0,,0,0,0,,0,0,0,,,,,,5,187,37.40,0
50,1982,1982-12-19,7,27.321,TAM,,BUF,W 24-23,0,0,,0,0,0,,0,0,0,,,,,,3,136,45.33,0
51,1982,1982-12-26,8,27.328,TAM,,DET,W 23-21,0,0,,0,0,0,,0,0,0,,,,,,4,168,42.00,0
52,1982,1983-01-02,9,27.335,TAM,,CHI,W 26-23,0,0,,0,0,0,,0,0,0,,,,,,4,174,43.50,0
