ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,29.143,SFO,,NYY,L 17-21,1,16,16.00,0
2,1950,1950-09-24,2,29.150,SFO,,CHI,L 20-32,1,8,8.00,0
3,1950,1950-10-01,3,29.157,SFO,,RAM,L 14-35,7,106,15.14,0
4,1950,1950-10-12,5,29.168,SFO,@,NYY,L 24-29,1,8,8.00,0
5,1950,1950-10-22,6,29.178,SFO,,DET,W 28-27,2,16,8.00,1
6,1950,1950-11-05,8,29.192,SFO,@,RAM,L 21-28,2,49,24.50,1
7,1950,1950-11-12,9,29.199,SFO,@,CLE,L 14-34,1,28,28.00,1
8,1950,1950-11-19,10,29.206,SFO,@,CHI,L 0-17,3,49,16.33,0
9,1950,1950-12-10,12,29.227,SFO,,GNB,W 30-14,4,35,8.75,0
10,1951,1951-09-30,1,30.156,SFO,,CLE,W 24-10,2,24,12.00,0
11,1951,1951-10-06,2,30.162,SFO,@,PHI,L 14-21,2,14,7.00,0
12,1951,1951-10-14,3,30.170,SFO,@,PIT,W 28-24,3,36,12.00,0
13,1951,1951-12-09,11,30.226,SFO,,GNB,W 31-19,3,30,10.00,0
14,1951,1951-12-16,12,30.233,SFO,,DET,W 21-17,2,22,11.00,0
