ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-12-18,14,22.281,SDG,,KAN,L 17-27,0,0,,0,0,0,,0,1,0,0
2,1967,1967-10-08,4,23.210,SDG,,BOS,T 31-31,1,27,27.00,0,0,0,,0,0,0,0
3,1967,1967-10-15,5,23.217,SDG,,KAN,W 45-31,3,80,26.67,0,0,0,,0,0,0,0
4,1967,1967-10-22,6,23.224,SDG,@,DEN,W 38-21,2,57,28.50,0,0,0,,0,0,0,0
5,1967,1967-10-29,7,23.231,SDG,@,OAK,L 10-51,3,64,21.33,0,0,0,,0,1,9,0
6,1967,1967-11-19,9,23.252,SDG,@,KAN,W 17-16,2,54,27.00,0,0,0,,0,0,0,0
7,1967,1967-11-23,10,23.256,SDG,,DEN,W 24-20,2,56,28.00,0,0,0,,0,0,0,0
8,1967,1967-12-03,11,23.266,SDG,,OAK,L 21-41,2,28,14.00,0,0,0,,0,0,0,0
9,1967,1967-12-24,14,23.287,SDG,,NYJ,L 31-42,3,75,25.00,0,0,0,,0,0,0,0
10,1968,1968-09-21,2,24.193,SDG,,HOU,W 30-14,0,0,,0,0,0,,0,1,20,0
11,1968,1968-11-10,9,24.243,SDG,@,BOS,W 27-17,0,0,,0,0,0,,0,1,22,0
12,1970,1970-09-20,1,26.192,SDG,,BAL,L 14-16,,,,,,,,,,,
13,1970,1970-09-27,2,26.199,SDG,,OAK,T 27-27,,,,,,,,,,,
14,1970,1970-10-04,3,26.206,SDG,@,RAM,L 10-37,,,,,,,,,,,
15,1970,1970-10-12,4,26.214,SDG,,GNB,L 20-22,,,,,,,,,,,
16,1970,1970-10-18,5,26.220,SDG,@,CHI,W 20-7,,,,,,,,,,,
17,1970,1970-10-25,6,26.227,SDG,,HOU,T 31-31,,,,,,,,,,,
18,1970,1970-11-01,7,26.234,SDG,@,CLE,W 27-10,0,0,,0,0,0,,0,1,19,0
19,1970,1970-11-08,8,26.241,SDG,,DEN,W 24-21,,,,,,,,,,,
20,1970,1970-11-15,9,26.248,SDG,@,BOS,W 16-14,,,,,,,,,,,
21,1970,1970-11-22,10,26.255,SDG,@,OAK,L 17-20,,,,,,,,,,,
22,1970,1970-11-29,11,26.262,SDG,@,KAN,L 14-26,,,,,,,,,,,
23,1970,1970-12-06,12,26.269,SDG,,CIN,L 14-17,,,,,,,,,,,
24,1970,1970-12-13,13,26.276,SDG,@,DEN,T 17-17,0,0,,0,0,0,,0,1,0,0
25,1970,1970-12-20,14,26.283,SDG,,KAN,W 31-13,,,,,,,,,,,
26,1971,1971-09-19,1,27.191,SDG,,KAN,W 21-14,,,,,,,,,,,
27,1971,1971-09-26,2,27.198,SDG,,OAK,L 0-34,,,,,,,,,,,
28,1971,1971-10-03,3,27.205,SDG,@,PIT,L 17-21,,,,,,,,,,,
29,1971,1971-10-10,4,27.212,SDG,@,KAN,L 10-31,,,,,,,,,,,
30,1971,1971-10-17,5,27.219,SDG,@,DEN,L 16-20,,,,,,,,,,,
31,1971,1971-10-31,7,27.233,SDG,,NYJ,W 49-21,,,,,,,,,,,
32,1971,1971-11-07,8,27.240,SDG,@,NYG,L 17-35,,,,,,,,,,,
33,1971,1971-11-15,9,27.248,SDG,,STL,W 20-17,,,,,,,,,,,
34,1971,1971-11-28,11,27.261,SDG,@,CIN,L 0-31,,,,,,,,,,,
