ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-08,1,24.188,DEN,@,OAK,W 41-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2008,2008-09-14,2,24.194,DEN,,SDG,W 39-38,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
3,2008,2008-09-21,3,24.201,DEN,,NOR,W 34-32,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
4,2008,2008-09-28,4,24.208,DEN,@,KAN,L 19-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2008,2008-10-05,5,24.215,DEN,,TAM,W 16-13,,,,,,0,,,,,0.0%,,,,,,,,,,
6,2008,2008-10-12,6,24.222,DEN,,JAX,L 17-24,,,,,,,,,,,0.0%,,,,,,,,,,
7,2008,2008-10-20,7,24.230,DEN,@,NWE,L 7-41,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
8,2008,2008-11-02,8,24.243,DEN,,MIA,L 17-26,,,,,,,,,,,0.0%,,,,,,,,,,
9,2008,2008-11-06,9,24.247,DEN,@,CLE,W 34-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
10,2008,2008-11-16,10,24.257,DEN,@,ATL,W 24-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,6,1
11,2008,2008-11-23,11,24.264,DEN,,OAK,L 10-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,5,0
12,2008,2008-11-30,12,24.271,DEN,@,NYJ,W 34-17,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
13,2008,2008-12-07,13,24.278,DEN,,KAN,W 24-17,,,,,,,,,,,0.0%,,,,,,,,,,
14,2008,2008-12-28,16,24.299,DEN,@,SDG,L 21-52,,,,,,,,,,,0.0%,,,,,,,,,,
15,2009,2009-11-01,7,25.242,DEN,@,BAL,L 7-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
16,2009,2009-11-09,8,25.250,DEN,,PIT,L 10-28,,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,0,0,0.0,0,0
17,2009,2009-11-15,9,25.256,DEN,@,WAS,L 17-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
18,2009,2009-11-22,10,25.263,DEN,,SDG,L 3-32,,,,,,,,,,,0.0%,,,,,,,,,,
19,2009,2009-11-26,11,25.267,DEN,,NYG,W 26-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
