ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-09-17,1,22.086,MIA,,DEN,W 35-21,0,0,,0,0,0,,0,0,0,,0,1,7,0
2,1967,1967-12-10,12,22.170,MIA,,SDG,W 41-24,1,19,19.00,0,0,0,,0,0,0,,0,0,0,0
3,1969,1969-10-04,4,24.103,MIA,,OAK,T 20-20,0,0,,0,0,0,,0,0,0,,0,1,7,0
4,1969,1969-10-19,6,24.118,MIA,@,KAN,L 10-17,0,0,,0,1,17,17.00,0,0,0,,0,0,0,0
5,1969,1969-11-02,8,24.132,MIA,@,NYJ,L 31-34,0,0,,0,1,17,17.00,0,0,0,,0,0,0,0
6,1969,1969-11-16,10,24.146,MIA,@,BUF,L 3-28,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0
7,1969,1969-11-30,12,24.160,MIA,,BOS,L 23-38,0,0,,0,1,8,8.00,0,1,0,0.00,0,0,0,0
8,1969,1969-12-07,13,24.167,MIA,,DEN,W 27-24,0,0,,0,0,0,,0,2,15,7.50,0,0,0,0
9,1969,1969-12-14,14,24.174,MIA,,NYJ,L 9-27,0,0,,0,1,16,16.00,0,1,-7,-7.00,0,0,0,0
