ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-11,2,22.152,HOU,,RAI,W 38-35,4,28,7.00,0,,0,0,,0,,,0,0,,0,0,0
2,1988,1988-09-18,3,22.159,HOU,@,NYJ,L 3-45,3,10,3.33,0,,0,0,,0,,,1,18,18.00,0,0,0
3,1988,1988-09-25,4,22.166,HOU,,NWE,W 31-6,4,23,5.75,0,,0,0,,0,,,0,0,,0,0,0
4,1988,1988-10-16,7,22.187,HOU,@,PIT,W 34-14,9,27,3.00,0,,0,0,,0,,,0,0,,0,0,0
5,1988,1988-10-30,9,22.201,HOU,,WAS,W 41-17,2,3,1.50,0,,0,0,,0,,,0,0,,0,0,0
6,1988,1988-11-13,11,22.215,HOU,@,SEA,L 24-27,0,0,,0,,0,0,,0,,,1,16,16.00,0,0,0
7,1988,1988-11-20,12,22.222,HOU,,PHO,W 38-20,8,24,3.00,0,,0,0,,0,,,1,12,12.00,0,0,0
8,1988,1988-11-24,13,22.226,HOU,@,DAL,W 25-17,0,0,,0,,0,0,,0,,,1,14,14.00,0,0,0
9,1988,1988-12-04,14,22.236,HOU,,PIT,L 34-37,0,0,,0,,0,0,,0,,,2,102,51.00,1,1,6
10,1988,1988-12-11,15,22.243,HOU,,CIN,W 41-6,0,0,,0,,0,0,,0,,,1,20,20.00,0,0,0
11,1988,1988-12-18,16,22.250,HOU,@,CLE,L 23-28,1,0,0.00,0,,0,0,,0,,,1,14,14.00,0,0,0
12,1989,1989-09-10,1,23.151,HOU,@,MIN,L 7-38,10,10,1.00,0,,0,0,,0,,,0,0,,0,0,0
13,1989,1989-09-17,2,23.158,HOU,@,SDG,W 34-27,8,16,2.00,0,,0,0,,0,,,0,0,,0,0,0
14,1989,1989-09-24,3,23.165,HOU,,BUF,L 41-47,8,11,1.38,1,,1,11,11.00,0,,,0,0,,0,1,6
15,1989,1989-10-01,4,23.172,HOU,,MIA,W 39-7,17,97,5.71,0,,0,0,,0,,,0,0,,0,0,0
16,1989,1989-10-08,5,23.179,HOU,@,NWE,L 13-23,7,22,3.14,0,,0,0,,0,,,4,60,15.00,0,0,0
17,1989,1989-10-15,6,23.186,HOU,@,CHI,W 33-28,4,19,4.75,1,,0,0,,0,,,2,38,19.00,0,1,6
18,1989,1989-10-22,7,23.193,HOU,,PIT,W 27-0,8,13,1.63,0,,2,5,2.50,0,,,0,0,,0,0,0
19,1989,1989-10-29,8,23.200,HOU,@,CLE,L 17-28,0,0,,0,,0,0,,0,,,3,59,19.67,0,0,0
20,1989,1989-11-05,9,23.207,HOU,,DET,W 35-31,3,2,0.67,1,,1,7,7.00,0,,,0,0,,0,1,6
21,1989,1989-11-13,10,23.215,HOU,,CIN,W 26-24,0,0,,0,,1,8,8.00,0,,,1,18,18.00,0,0,0
22,1989,1989-11-19,11,23.221,HOU,,RAI,W 23-7,6,20,3.33,0,,0,0,,0,,,1,11,11.00,0,0,0
23,1989,1989-11-26,12,23.228,HOU,@,KAN,L 0-34,5,15,3.00,0,,1,6,6.00,0,,,1,22,22.00,0,0,0
24,1989,1989-12-03,13,23.235,HOU,@,PIT,W 23-16,23,115,5.00,1,,0,0,,0,,,0,0,,0,1,6
25,1989,1989-12-10,14,23.242,HOU,,TAM,W 20-17,1,0,0.00,0,,0,0,,0,,,3,50,16.67,0,0,0
26,1989,1989-12-17,15,23.249,HOU,@,CIN,L 7-61,4,9,2.25,1,,0,0,,0,,,1,16,16.00,0,1,6
27,1989,1989-12-23,16,23.255,HOU,,CLE,L 20-24,0,0,,0,,0,0,,0,,,1,29,29.00,0,0,0
28,1990,1990-09-09,1,24.150,HOU,@,ATL,L 27-47,7,15,2.14,0,,3,24,8.00,0,,,0,0,,0,0,0
29,1990,1990-09-16,2,24.157,HOU,@,PIT,L 9-20,9,15,1.67,1,,4,47,11.75,0,,,0,0,,0,1,6
30,1990,1990-09-23,3,24.164,HOU,,IND,W 24-10,12,35,2.92,0,,3,26,8.67,2,,,0,0,,0,2,12
31,1990,1990-09-30,4,24.171,HOU,@,SDG,W 17-7,6,15,2.50,0,,1,10,10.00,0,,,0,0,,0,0,0
32,1990,1990-10-07,5,24.178,HOU,,SFO,L 21-24,11,43,3.91,0,,2,23,11.50,0,,,0,0,,0,0,0
33,1990,1990-10-14,6,24.185,HOU,,CIN,W 48-17,6,32,5.33,0,,0,0,,0,,,0,0,,0,0,0
34,1990,1990-10-21,7,24.192,HOU,,NOR,W 23-10,12,48,4.00,1,,2,11,5.50,1,,,0,0,,0,2,12
35,1990,1990-10-28,8,24.199,HOU,,NYJ,L 12-17,13,45,3.46,0,,4,35,8.75,0,,,0,0,,0,0,0
36,1990,1990-11-04,9,24.206,HOU,@,RAM,L 13-17,9,29,3.22,0,,3,14,4.67,0,,,0,0,,0,0,0
37,1990,1990-11-18,10,24.220,HOU,@,CLE,W 35-23,8,35,4.38,0,,2,11,5.50,1,,,0,0,,0,1,6
38,1990,1990-11-26,11,24.228,HOU,,BUF,W 27-24,18,125,6.94,1,,5,89,17.80,0,,,0,0,,0,1,6
39,1990,1990-12-02,12,24.234,HOU,@,SEA,L 10-13,6,16,2.67,0,,1,9,9.00,0,,,0,0,,0,0,0
40,1990,1990-12-09,13,24.241,HOU,,CLE,W 58-14,18,116,6.44,4,,0,0,,0,,,0,0,,0,4,24
41,1990,1990-12-16,14,24.248,HOU,@,KAN,W 27-10,8,32,4.00,0,,6,58,9.67,0,,,0,0,,0,0,0
42,1990,1990-12-23,15,24.255,HOU,@,CIN,L 20-40,7,11,1.57,0,,3,11,3.67,0,,,0,0,,0,0,0
43,1990,1990-12-30,16,24.262,HOU,,PIT,W 34-14,18,90,5.00,1,,0,0,,0,,,0,0,,0,1,6
44,1991,1991-09-22,4,25.163,HOU,@,NWE,L 20-24,8,53,6.63,0,,3,32,10.67,0,,,0,0,,0,0,0
45,1991,1991-10-06,5,25.177,HOU,,DEN,W 42-14,9,34,3.78,1,,1,1,1.00,0,,,0,0,,0,1,6
46,1991,1991-10-13,6,25.184,HOU,@,NYJ,W 23-20,11,24,2.18,1,,3,38,12.67,0,,,0,0,,0,1,6
47,1991,1991-10-20,7,25.191,HOU,@,MIA,W 17-13,17,74,4.35,0,,2,6,3.00,0,,,0,0,,0,0,0
48,1991,1991-10-27,8,25.198,HOU,,CIN,W 35-3,3,1,0.33,0,,0,0,,0,,,0,0,,0,0,0
49,1991,1991-11-03,9,25.205,HOU,@,WAS,L 13-16,11,14,1.27,1,,5,46,9.20,0,,,0,0,,0,1,6
50,1991,1991-11-10,10,25.212,HOU,,DAL,W 26-23,15,81,5.40,1,,6,28,4.67,0,,,0,0,,0,1,6
51,1991,1991-11-17,11,25.219,HOU,,CLE,W 28-24,7,20,2.86,0,,1,6,6.00,0,,,0,0,,0,0,0
52,1991,1991-11-24,12,25.226,HOU,@,PIT,L 14-26,6,9,1.50,0,,4,39,9.75,0,,,0,0,,0,0,0
53,1991,1991-12-02,13,25.234,HOU,,PHI,L 6-13,2,5,2.50,0,,0,0,,0,,,0,0,,0,0,0
54,1991,1991-12-08,14,25.240,HOU,,PIT,W 31-6,2,21,10.50,0,,0,0,,0,,,0,0,,0,0,0
55,1991,1991-12-15,15,25.247,HOU,@,CLE,W 17-14,9,47,5.22,0,,1,8,8.00,0,,,0,0,,0,0,0
56,1991,1991-12-21,16,25.253,HOU,@,NYG,L 20-24,10,82,8.20,0,,1,7,7.00,0,,,0,0,,0,0,0
57,1992,1992-09-06,1,26.147,HOU,,PIT,L 24-29,13,100,7.69,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0
58,1992,1992-09-13,2,26.154,HOU,@,IND,W 20-10,17,69,4.06,0,5,4,106,26.50,1,80.0%,21.20,0,0,,0,1,6
59,1992,1992-09-20,3,26.161,HOU,,KAN,W 23-20,17,72,4.24,0,2,2,39,19.50,0,100.0%,19.50,0,0,,0,0,0
60,1992,1992-09-27,4,26.168,HOU,,SDG,W 27-0,15,63,4.20,1,2,1,18,18.00,0,50.0%,9.00,0,0,,0,1,6
61,1992,1992-10-11,5,26.182,HOU,@,CIN,W 38-24,25,149,5.96,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0
62,1992,1992-10-18,6,26.189,HOU,@,DEN,L 21-27,15,70,4.67,1,2,1,1,1.00,0,50.0%,0.50,0,0,,0,1,6
63,1992,1992-10-25,7,26.196,HOU,,CIN,W 26-10,17,59,3.47,1,,0,0,,0,0.0%,,0,0,,0,1,6
64,1992,1992-11-01,8,26.203,HOU,@,PIT,L 20-21,12,44,3.67,0,9,6,32,5.33,0,66.7%,3.56,0,0,,0,0,0
65,1992,1992-11-08,9,26.210,HOU,,CLE,L 14-24,14,76,5.43,0,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0
66,1992,1992-11-15,10,26.217,HOU,@,MIN,W 17-13,18,81,4.50,1,10,9,58,6.44,0,90.0%,5.80,0,0,,0,1,6
67,1992,1992-11-22,11,26.224,HOU,@,MIA,L 16-19,18,69,3.83,0,6,5,64,12.80,0,83.3%,10.67,0,0,,0,0,0
68,1992,1992-11-26,12,26.228,HOU,@,DET,W 24-21,15,68,4.53,1,7,6,69,11.50,0,85.7%,9.86,0,0,,0,1,6
69,1992,1992-12-07,13,26.239,HOU,,CHI,W 24-7,21,116,5.52,1,2,2,4,2.00,0,100.0%,2.00,0,0,,0,1,6
70,1992,1992-12-13,14,26.245,HOU,,GNB,L 14-16,15,54,3.60,1,7,6,78,13.00,0,85.7%,11.14,0,0,,0,1,6
71,1992,1992-12-20,15,26.252,HOU,@,CLE,W 17-14,16,70,4.38,0,10,6,105,17.50,0,60.0%,10.50,0,0,,0,0,0
72,1992,1992-12-27,16,26.259,HOU,,BUF,W 27-3,17,66,3.88,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
73,1993,1993-09-05,1,27.146,HOU,@,NOR,L 21-33,15,59,3.93,0,7,5,31,6.20,0,71.4%,4.43,0,0,,0,0,0
74,1993,1993-09-12,2,27.153,HOU,,KAN,W 30-0,24,48,2.00,1,7,4,10,2.50,0,57.1%,1.43,0,0,,0,1,6
75,1993,1993-09-19,3,27.160,HOU,@,SDG,L 17-18,13,47,3.62,0,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0
76,1993,1993-09-26,4,27.167,HOU,,RAM,L 13-28,19,74,3.89,0,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0
77,1993,1993-10-11,5,27.182,HOU,@,BUF,L 7-35,12,38,3.17,0,8,8,65,8.13,0,100.0%,8.13,0,0,,0,0,0
78,1993,1993-10-17,6,27.188,HOU,@,NWE,W 28-14,20,94,4.70,0,6,6,41,6.83,0,100.0%,6.83,0,0,,0,0,0
79,1993,1993-10-24,7,27.195,HOU,,CIN,W 28-12,17,63,3.71,1,2,1,11,11.00,0,50.0%,5.50,0,0,,0,1,6
80,1993,1993-11-07,8,27.209,HOU,,SEA,W 24-14,11,42,3.82,0,2,2,-3,-1.50,0,100.0%,-1.50,0,0,,0,0,0
81,1994,1994-09-11,2,28.152,HOU,@,DAL,L 17-20,1,7,7.00,0,1,0,0,,0,0.0%,0.00,2,47,23.50,0,0,0
82,1994,1994-09-18,3,28.159,HOU,,BUF,L 7-15,0,0,,0,0,0,0,,0,0.0%,,5,102,20.40,0,0,0
83,1994,1994-09-25,4,28.166,HOU,,CIN,W 20-13,15,42,2.80,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0
84,1994,1994-10-03,5,28.174,HOU,@,PIT,L 14-30,14,39,2.79,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0
85,1994,1994-10-13,6,28.184,HOU,,CLE,L 8-11,19,58,3.05,0,12,7,86,12.29,1,58.3%,7.17,0,0,,0,1,6
86,1994,1994-10-24,7,28.195,HOU,@,PHI,L 6-21,0,0,,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
87,1994,1994-10-30,8,28.201,HOU,@,RAI,L 14-17,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
88,1994,1994-11-06,9,28.208,HOU,,PIT,L 9-12,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,
89,1994,1994-11-13,10,28.215,HOU,@,CIN,L 31-34,16,95,5.94,1,7,3,8,2.67,0,42.9%,1.14,0,0,,0,1,6
90,1994,1994-11-21,11,28.223,HOU,,NYG,L 10-13,27,156,5.78,0,2,2,49,24.50,0,100.0%,24.50,0,0,,0,0,0
91,1994,1994-11-27,12,28.229,HOU,@,CLE,L 10-34,19,80,4.21,1,6,4,19,4.75,0,66.7%,3.17,0,0,,0,1,6
92,1994,1994-12-04,13,28.236,HOU,,ARI,L 12-30,13,40,3.08,0,0,0,0,,0,0.0%,,0,0,,0,0,0
93,1994,1994-12-11,14,28.243,HOU,,SEA,L 14-16,17,53,3.12,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
94,1994,1994-12-18,15,28.250,HOU,@,KAN,L 9-31,21,88,4.19,0,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0
95,1994,1994-12-24,16,28.256,HOU,,NYJ,W 24-10,27,97,3.59,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
96,1995,1995-09-03,1,29.144,CLE,@,NWE,L 14-17,4,6,1.50,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
97,1995,1995-09-10,2,29.151,CLE,,TAM,W 22-6,6,2,0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
98,1995,1995-09-17,3,29.158,CLE,@,HOU,W 14-7,4,18,4.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
99,1995,1995-09-24,4,29.165,CLE,,KAN,W 35-17,5,7,1.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0
100,1995,1995-10-02,5,29.173,CLE,,BUF,L 19-22,5,24,4.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
101,1995,1995-10-08,6,29.179,CLE,@,DET,L 20-38,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
102,1995,1995-11-05,9,29.207,CLE,,HOU,L 10-37,13,42,3.23,0,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0
103,1995,1995-11-13,10,29.215,CLE,@,PIT,L 3-20,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
104,1995,1995-11-19,11,29.221,CLE,,GNB,L 20-31,2,6,3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
105,1995,1995-12-03,13,29.235,CLE,@,SDG,L 13-31,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
106,1995,1995-12-09,14,29.241,CLE,@,MIN,L 11-27,8,9,1.13,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
107,1995,1995-12-24,16,29.256,CLE,@,JAX,L 21-24,7,34,4.86,1,0,0,0,,0,0.0%,,0,0,,0,1,6
