ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,22.243,CLE,,MIN,L 21-27,,,,,
2,1983,1983-09-11,2,22.250,CLE,@,DET,W 31-26,,,,,
3,1983,1983-09-15,3,22.254,CLE,,CIN,W 17-7,,,,,
4,1983,1983-09-25,4,22.264,CLE,@,SDG,W 30-24,,,,,
5,1983,1983-10-02,5,22.271,CLE,,SEA,L 9-24,,,,,
6,1983,1983-10-09,6,22.278,CLE,,NYJ,W 10-7,,,,,
7,1983,1983-10-16,7,22.285,CLE,@,PIT,L 17-44,,,,,
8,1983,1983-10-23,8,22.292,CLE,@,CIN,L 21-28,,,,,
9,1983,1983-10-30,9,22.299,CLE,,HOU,W 25-19,,,,,
10,1983,1983-11-06,10,22.306,CLE,@,GNB,L 21-35,,,,,
11,1983,1983-11-13,11,22.313,CLE,,TAM,W 20-0,,,,,
12,1983,1983-11-20,12,22.320,CLE,@,NWE,W 30-0,,,,,
13,1983,1983-11-27,13,22.327,CLE,,BAL,W 41-23,,,,,
14,1983,1983-12-04,14,22.334,CLE,@,DEN,L 6-27,,,,,
15,1983,1983-12-11,15,22.341,CLE,@,HOU,L 27-34,,,,,
16,1983,1983-12-18,16,22.348,CLE,,PIT,W 30-17,0,0,1,18,0
17,1984,1984-09-03,1,23.243,CLE,@,SEA,L 0-33,,,,,
18,1984,1984-09-09,2,23.249,CLE,@,RAM,L 17-20,,,,,
19,1984,1984-09-16,3,23.256,CLE,,DEN,L 14-24,,,,,
20,1984,1984-09-23,4,23.263,CLE,,PIT,W 20-10,0,0,1,2,0
21,1984,1984-09-30,5,23.270,CLE,@,KAN,L 6-10,,,,,
22,1984,1984-10-07,6,23.277,CLE,,NWE,L 16-17,,,,,
23,1984,1984-10-14,7,23.284,CLE,,NYJ,L 20-24,,,,,
24,1984,1984-10-21,8,23.291,CLE,@,CIN,L 9-12,0,0,1,32,0
25,1984,1984-10-28,9,23.298,CLE,,NOR,L 14-16,,,,,
26,1984,1984-11-04,10,23.305,CLE,@,BUF,W 13-10,0,0,1,16,0
27,1984,1984-11-11,11,23.312,CLE,,SFO,L 7-41,,,,,
28,1984,1984-11-18,12,23.319,CLE,@,ATL,W 23-7,,,,,
29,1984,1984-11-25,13,23.326,CLE,,HOU,W 27-10,0,0,1,47,0
30,1984,1984-12-02,14,23.333,CLE,,CIN,L 17-20,0,0,1,6,0
31,1984,1984-12-09,15,23.340,CLE,@,PIT,L 20-23,,,,,
32,1984,1984-12-16,16,23.347,CLE,@,HOU,W 27-20,,,,,
33,1985,1985-09-08,1,24.247,CLE,,STL,L 24-27,,,,,
34,1985,1985-09-16,2,24.255,CLE,,PIT,W 17-7,0,0,1,20,0
35,1985,1985-09-22,3,24.261,CLE,@,DAL,L 7-20,,,,,
36,1985,1985-09-29,4,24.268,CLE,@,SDG,W 21-7,,,,,
37,1985,1985-10-06,5,24.275,CLE,,NWE,W 24-20,,,,,
38,1985,1985-10-13,6,24.282,CLE,@,HOU,W 21-6,,,,,
39,1985,1985-10-20,7,24.289,CLE,,RAI,L 20-21,0,0,1,26,0
40,1985,1985-10-27,8,24.296,CLE,,WAS,L 7-14,0,0,1,4,0
41,1985,1985-11-03,9,24.303,CLE,@,PIT,L 9-10,,,,,
42,1985,1985-11-10,10,24.310,CLE,@,CIN,L 10-27,,,,,
43,1985,1985-11-17,11,24.317,CLE,,BUF,W 17-7,,,,,
44,1985,1985-11-24,12,24.324,CLE,,CIN,W 24-6,,,,,
45,1985,1985-12-01,13,24.331,CLE,@,NYG,W 35-33,1,6,1,37,1
46,1985,1985-12-08,14,24.338,CLE,@,SEA,L 13-31,,,,,
47,1985,1985-12-15,15,24.345,CLE,,HOU,W 28-21,0,0,1,22,0
48,1985,1985-12-22,16,24.352,CLE,@,NYJ,L 10-37,,,,,
49,1986,1986-09-07,1,25.246,CLE,@,CHI,L 31-41,,,,,
50,1986,1986-11-23,12,25.323,CLE,,PIT,W 37-31,,,,,
51,1986,1986-12-07,14,25.337,CLE,@,BUF,W 21-17,,,,,
52,1986,1986-12-21,16,25.351,CLE,,SDG,W 47-17,,,,,
53,1987,1987-09-13,1,26.252,CLE,@,NOR,L 21-28,,,,,
54,1987,1987-09-20,2,26.259,CLE,,PIT,W 34-10,,,,,
55,1987,1987-10-26,6,26.295,CLE,,RAM,W 30-17,,,,,
56,1987,1987-11-01,7,26.301,CLE,@,SDG,L 24-27,,,,,
57,1987,1987-11-22,10,26.322,CLE,@,HOU,W 40-7,,,,,
58,1987,1987-11-29,11,26.329,CLE,@,SFO,L 24-38,,,,,
