ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1987,1987-09-13,1,23.246,MIA,@,NWE,L 21-28,
2,1987,1987-09-20,2,23.253,MIA,@,IND,W 23-10,
3,1987,1987-10-25,6,23.288,MIA,,BUF,L 31-34,
4,1987,1987-11-01,7,23.295,MIA,,PIT,W 35-24,
5,1987,1987-11-08,8,23.302,MIA,@,CIN,W 20-14,
6,1987,1987-11-15,9,23.309,MIA,,IND,L 21-40,
7,1987,1987-11-22,10,23.316,MIA,@,DAL,W 20-14,
8,1987,1987-11-29,11,23.323,MIA,@,BUF,L 0-27,
9,1987,1987-12-07,12,23.331,MIA,,NYJ,W 37-28,2.0
10,1987,1987-12-13,13,23.337,MIA,@,PHI,W 28-10,1.0
11,1987,1987-12-20,14,23.344,MIA,,WAS,W 23-21,
12,1987,1987-12-28,15,23.352,MIA,,NWE,L 10-24,
13,1988,1988-09-04,1,24.238,MIA,@,CHI,L 7-34,
14,1988,1988-09-11,2,24.245,MIA,@,BUF,L 6-9,
15,1988,1988-09-18,3,24.252,MIA,,GNB,W 24-17,2.0
16,1988,1988-09-25,4,24.259,MIA,@,IND,L 13-15,
17,1988,1988-10-02,5,24.266,MIA,,MIN,W 24-7,
18,1988,1988-10-16,7,24.280,MIA,,SDG,W 31-28,
19,1989,1989-09-24,3,25.257,MIA,,NYJ,L 33-40,
20,1989,1989-10-01,4,25.264,MIA,@,HOU,L 7-39,
21,1989,1989-10-08,5,25.271,MIA,,CLE,W 13-10,
22,1989,1989-10-22,7,25.285,MIA,,GNB,W 23-20,1.0
23,1989,1989-10-29,8,25.292,MIA,@,BUF,L 17-31,
24,1989,1989-11-05,9,25.299,MIA,,IND,W 19-13,
25,1989,1989-11-12,10,25.306,MIA,@,NYJ,W 31-23,
26,1989,1989-11-19,11,25.313,MIA,@,DAL,W 17-14,
27,1989,1989-11-26,12,25.320,MIA,,PIT,L 14-34,
28,1989,1989-12-03,13,25.327,MIA,@,KAN,L 21-26,
29,1989,1989-12-10,14,25.334,MIA,,NWE,W 31-10,1.0
30,1989,1989-12-17,15,25.341,MIA,@,IND,L 13-42,
31,1989,1989-12-24,16,25.348,MIA,,KAN,L 24-27,
