ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-09-16,1,24.244,PHI,,STL,L 23-34,,,,,,,,,,,,
2,1973,1973-09-23,2,24.251,PHI,@,NYG,T 23-23,,,,,,,,,,,,
3,1973,1973-09-30,3,24.258,PHI,,WAS,L 7-28,1,6,6.00,0,1,9,9.00,0,0,0,,0
4,1973,1973-10-28,7,24.286,PHI,,DAL,W 30-16,,,,,,,,,,,,
5,1973,1973-11-04,8,24.293,PHI,,NWE,W 24-23,,,,,,,,,,,,
6,1973,1973-11-11,9,24.300,PHI,,ATL,L 27-44,,,,,,,,,,,,
7,1973,1973-11-18,10,24.307,PHI,@,DAL,L 10-31,,,,,,,,,,,,
8,1973,1973-11-25,11,24.314,PHI,,NYG,W 20-16,,,,,,,,,,,,
9,1973,1973-12-02,12,24.321,PHI,@,SFO,L 28-38,,,,,,,,,,,,
10,1973,1973-12-09,13,24.328,PHI,,NYJ,W 24-23,0,0,,0,0,0,,0,1,17,17.00,0
11,1973,1973-12-16,14,24.335,PHI,@,WAS,L 20-38,,,,,,,,,,,,
12,1974,1974-09-15,1,25.243,PHI,@,STL,L 3-7,,,,,,,,,,,,
13,1974,1974-09-23,2,25.251,PHI,,DAL,W 13-10,,,,,,,,,,,,
14,1974,1974-09-29,3,25.257,PHI,,BAL,W 30-10,,,,,,,,,,,,
15,1974,1974-10-06,4,25.264,PHI,@,SDG,W 13-7,,,,,,,,,,,,
16,1974,1974-10-13,5,25.271,PHI,,NYG,W 35-7,,,,,,,,,,,,
17,1974,1974-10-20,6,25.278,PHI,@,DAL,L 24-31,,,,,,,,,,,,
18,1974,1974-10-27,7,25.285,PHI,@,NOR,L 10-14,1,4,4.00,0,0,0,,0,0,0,,0
19,1974,1974-11-03,8,25.292,PHI,@,PIT,L 0-27,,,,,,,,,,,,
20,1974,1974-11-10,9,25.299,PHI,,WAS,L 20-27,,,,,,,,,,,,
21,1974,1974-11-17,10,25.306,PHI,,STL,L 3-13,,,,,,,,,,,,
22,1974,1974-11-24,11,25.313,PHI,@,WAS,L 7-26,,,,,,,,,,,,
23,1974,1974-12-01,12,25.320,PHI,,GNB,W 36-14,2,3,1.50,0,0,0,,0,0,0,,0
24,1974,1974-12-08,13,25.327,PHI,@,NYG,W 20-7,,,,,,,,,,,,
25,1974,1974-12-15,14,25.334,PHI,,DET,W 28-17,4,12,3.00,0,0,0,,0,0,0,,0
