ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2017,2017-09-14,2,22.291,CIN,,HOU,L 9-13,*,0,0,0,,0,0.0%,,1,12,12.00,0,0,0
2,2017,2017-10-29,7,22.336,CIN,,IND,W 24-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,2017,2017-11-12,9,22.350,CIN,@,TEN,L 20-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
4,2018,2018-09-09,1,23.286,CIN,@,IND,W 34-23,*,2,1,3,3.00,1,50.0%,1.50,0,0,,0,1,6
5,2018,2018-09-13,2,23.290,CIN,,BAL,W 34-23,,4,1,8,8.00,0,25.0%,2.00,1,-3,-3.00,0,0,0
6,2018,2018-09-23,3,23.300,CIN,@,CAR,L 21-31,*,1,3,16,5.33,0,300.0%,16.00,0,0,,0,0,0
