ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2003,2003-09-28,4,22.121,WAS,,NWE,W 20-17,,,,,,,0.0%,,,,,,,,,,,
2,2003,2003-10-05,5,22.128,WAS,@,PHI,L 25-27,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
3,2003,2003-11-02,8,22.156,WAS,@,DAL,L 14-21,,2,1,19,19.00,1,50.0%,9.50,0,0,,0,0,0,,0,1,6
4,2003,2003-11-09,9,22.163,WAS,,SEA,W 27-20,,0,,,,,0.0%,,,,,,,,,,,
5,2003,2003-11-16,10,22.170,WAS,@,CAR,L 17-20,,0,,,,,0.0%,,,,,,,,,,,
6,2003,2003-11-23,11,22.177,WAS,@,MIA,L 23-24,,1,,,,,0.0%,,,,,,,,,,,
7,2003,2003-11-30,12,22.184,WAS,,NOR,L 20-24,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0
8,2003,2003-12-07,13,22.191,WAS,@,NYG,W 20-7,,,,,,,0.0%,,,,,,,,,,,
9,2004,2004-09-19,2,23.112,WAS,@,NYG,L 14-20,,,,,,,0.0%,,,,,,,,,,,
10,2004,2004-09-27,3,23.120,WAS,,DAL,L 18-21,,,,,,,0.0%,,,,,,,,,,,
11,2004,2004-10-03,4,23.126,WAS,@,CLE,L 13-17,,,,,,,0.0%,,,,,,,,,,,
12,2004,2004-10-10,5,23.133,WAS,,BAL,L 10-17,*,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0
13,2004,2004-10-17,6,23.140,WAS,@,CHI,W 13-10,,1,,,,,0.0%,,,,,,,,,,,
14,2004,2004-10-31,7,23.154,WAS,,GNB,L 14-28,*,7,5,30,6.00,0,71.4%,4.29,0,0,,0,0,0,,0,0,0
15,2004,2004-11-07,8,23.161,WAS,@,DET,W 17-10,,,,,,,0.0%,,,,,,,,,,,
16,2004,2004-11-14,9,23.168,WAS,,CIN,L 10-17,*,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0,,0,0,0
17,2004,2004-11-21,10,23.175,WAS,@,PHI,L 6-28,,1,,,,,0.0%,,,,,,,,,,,
18,2004,2004-11-28,11,23.182,WAS,@,PIT,L 7-16,,,,,,,0.0%,,,,,,,,,,,
19,2004,2004-12-05,12,23.189,WAS,,NYG,W 31-7,,,,,,,0.0%,,,,,,,,,,,
20,2004,2004-12-12,13,23.196,WAS,,PHI,L 14-17,,,,,,,0.0%,,,,,,,,,,,
21,2004,2004-12-18,14,23.202,WAS,@,SFO,W 26-16,,1,,,,,0.0%,,,,,,,,,,,
22,2004,2004-12-26,15,23.210,WAS,@,DAL,L 10-13,,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,0,0
23,2004,2005-01-02,16,23.217,WAS,,MIN,W 21-18,*,4,3,56,18.67,0,75.0%,14.00,1,-6,-6.00,0,0,0,,0,0,0
24,2005,2005-09-19,2,24.112,WAS,@,DAL,W 14-13,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0
25,2005,2005-10-02,3,24.125,WAS,,SEA,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
26,2005,2005-10-09,4,24.132,WAS,@,DEN,L 19-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
27,2005,2005-10-16,5,24.139,WAS,@,KAN,L 21-28,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
28,2005,2005-10-23,6,24.146,WAS,,SFO,W 52-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
29,2005,2005-10-30,7,24.153,WAS,@,NYG,L 0-36,,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0
30,2005,2005-11-06,8,24.160,WAS,,PHI,W 17-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
31,2005,2005-11-13,9,24.167,WAS,@,TAM,L 35-36,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
32,2005,2005-11-20,10,24.174,WAS,,OAK,L 13-16,*,9,3,17,5.67,0,33.3%,1.89,0,0,,0,0,0,,0,0,0
33,2005,2005-11-27,11,24.181,WAS,,SDG,L 17-23,*,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,0
34,2005,2005-12-04,12,24.188,WAS,@,STL,W 24-9,*,4,1,-1,-1.00,0,25.0%,-0.25,0,0,,0,0,0,,0,0,0
35,2005,2005-12-11,13,24.195,WAS,@,ARI,W 17-13,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
36,2005,2005-12-18,14,24.202,WAS,,DAL,W 35-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
37,2005,2005-12-24,15,24.208,WAS,,NYG,W 35-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
38,2005,2006-01-01,16,24.216,WAS,@,PHI,W 31-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
39,2006,2006-09-10,1,25.103,SFO,@,ARI,L 27-34,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
40,2006,2006-09-17,2,25.110,SFO,,STL,W 20-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
41,2006,2006-11-19,10,25.173,SFO,,SEA,W 20-14,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
42,2006,2006-11-26,11,25.180,SFO,@,STL,L 17-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
43,2006,2006-12-03,12,25.187,SFO,@,NOR,L 10-34,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
44,2006,2006-12-10,13,25.194,SFO,,GNB,L 19-30,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
45,2006,2006-12-24,15,25.208,SFO,,ARI,L 20-26,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0
46,2006,2006-12-31,16,25.215,SFO,@,DEN,W 26-23,,7,2,15,7.50,0,28.6%,2.14,0,0,,0,0,0,,0,0,0
47,2007,2007-09-10,1,26.103,SFO,,ARI,W 20-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
48,2007,2007-09-16,2,26.109,SFO,@,STL,W 17-16,,0,0,0,,0,0.0%,,1,-8,-8.00,0,0,0,,0,0,0
49,2007,2007-09-23,3,26.116,SFO,@,PIT,L 16-37,,3,2,26,13.00,1,66.7%,8.67,0,0,,0,0,0,,0,1,6
50,2007,2007-09-30,4,26.123,SFO,,SEA,L 3-23,,5,1,14,14.00,0,20.0%,2.80,0,0,,0,0,0,,0,0,0
51,2007,2007-11-11,9,26.165,DEN,@,KAN,W 27-11,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
52,2007,2007-11-19,10,26.173,DEN,,TEN,W 34-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
53,2007,2007-12-02,12,26.186,DEN,@,OAK,L 20-34,,0,0,0,,0,0.0%,,0,0,,0,3,35,11.67,0,0,0
