ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-13,1,22.347,NYJ,,CLE,W 31-10,,0.0,0,0,0,0,0
2,2015,2015-09-27,3,22.361,NYJ,,PHI,L 17-24,,0.0,1,0,0,0,0
3,2015,2015-10-04,4,23.003,NYJ,@,MIA,W 27-14,,0.0,0,0,0,0,0
4,2015,2015-10-18,5,23.017,NYJ,,WAS,W 34-20,,0.0,0,0,0,0,0
5,2015,2015-10-25,6,23.024,NYJ,@,NWE,L 23-30,,0.0,0,0,0,0,0
6,2015,2015-11-01,7,23.031,NYJ,@,OAK,L 20-34,,0.0,0,0,0,0,0
7,2015,2015-11-08,8,23.038,NYJ,,JAX,W 28-23,,2.0,2,2,0,0,0
8,2015,2015-11-12,9,23.042,NYJ,,BUF,L 17-22,,0.0,1,0,0,0,0
9,2015,2015-11-22,10,23.052,NYJ,@,HOU,L 17-24,,0.0,0,0,0,0,0
10,2015,2015-11-29,11,23.059,NYJ,,MIA,W 38-20,*,1.0,1,0,0,0,0
11,2015,2015-12-06,12,23.066,NYJ,@,NYG,W 23-20,,0.0,0,0,0,0,0
12,2015,2015-12-13,13,23.073,NYJ,,TEN,W 30-8,,0.0,0,0,0,0,0
13,2015,2015-12-19,14,23.079,NYJ,@,DAL,W 19-16,,0.0,0,0,0,0,0
14,2015,2015-12-27,15,23.087,NYJ,,NWE,W 26-20,,1.0,1,1,0,0,0
15,2015,2016-01-03,16,23.094,NYJ,@,BUF,L 17-22,,0.0,1,0,0,0,0
16,2016,2016-09-11,1,23.346,NYJ,,CIN,L 22-23,,1.0,1,2,0,0,0
17,2016,2016-09-15,2,23.350,NYJ,@,BUF,W 37-31,,0.0,0,1,0,0,0
18,2016,2016-09-25,3,23.360,NYJ,@,KAN,L 3-24,,0.5,1,1,0,0,0
19,2016,2016-10-02,4,24.001,NYJ,,SEA,L 17-27,,0.0,0,0,0,0,0
20,2016,2016-10-09,5,24.008,NYJ,@,PIT,L 13-31,,0.0,0,0,0,0,0
21,2016,2016-10-17,6,24.016,NYJ,@,ARI,L 3-28,,0.0,0,0,0,0,0
22,2016,2016-10-23,7,24.022,NYJ,,BAL,W 24-16,,0.0,0,1,0,0,0
23,2016,2016-10-30,8,24.029,NYJ,@,CLE,W 31-28,,0.0,0,2,1,0,0
24,2016,2016-11-06,9,24.036,NYJ,@,MIA,L 23-27,*,0.5,2,1,0,0,0
25,2016,2016-11-13,10,24.043,NYJ,,LAR,L 6-9,*,0.5,2,1,0,0,0
26,2016,2016-11-27,11,24.057,NYJ,,NWE,L 17-22,*,0.0,1,0,0,0,0
