ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
50,2015,2015-09-20,2,26.008,CAR,,HOU,W 24-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,377,53.86,0
51,2015,2015-09-27,3,26.015,CAR,,NOR,W 27-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,173,43.25,0
52,2015,2015-10-04,4,26.022,CAR,@,TAM,W 37-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,154,38.50,0
53,2015,2015-10-18,5,26.036,CAR,@,SEA,W 27-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,243,48.60,0
54,2015,2015-10-25,6,26.043,CAR,,PHI,W 27-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,157,39.25,0
55,2015,2015-11-02,7,26.051,CAR,,IND,W 29-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,293,41.86,0
56,2015,2015-11-08,8,26.057,CAR,,GNB,W 37-29,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,289,48.17,0
57,2015,2015-11-15,9,26.064,CAR,@,TEN,W 27-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,189,47.25,0
58,2015,2015-11-22,10,26.071,CAR,,WAS,W 44-16,,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,207,51.75,0
59,2015,2015-11-26,11,26.075,CAR,@,DAL,W 33-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,80,40.00,0
60,2015,2015-12-06,12,26.085,CAR,@,NOR,W 41-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,114,38.00,0
61,2015,2015-12-13,13,26.092,CAR,,ATL,W 38-0,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,196,49.00,0
62,2015,2015-12-20,14,26.099,CAR,@,NYG,W 38-35,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,318,45.43,0
63,2015,2015-12-27,15,26.106,CAR,@,ATL,L 13-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,130,43.33,0
64,2015,2016-01-03,16,26.113,CAR,,TAM,W 38-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,76,38.00,0
65,2016,2016-09-11,1,26.365,JAX,,GNB,L 23-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,125,62.50,0
66,2016,2016-09-18,2,27.006,JAX,@,SDG,L 14-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,179,44.75,0
67,2016,2016-09-25,3,27.013,JAX,,BAL,L 17-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,249,41.50,0
68,2016,2016-10-02,4,27.020,JAX,,IND,W 30-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,269,53.80,0
69,2016,2016-10-16,5,27.034,JAX,@,CHI,W 17-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,275,55.00,0
70,2016,2016-10-23,6,27.041,JAX,,OAK,L 16-33,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,239,47.80,0
71,2016,2016-10-27,7,27.045,JAX,@,TEN,L 22-36,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,275,45.83,0
72,2016,2016-11-06,8,27.055,JAX,@,KAN,L 14-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,167,41.75,0
73,2016,2016-11-13,9,27.062,JAX,,HOU,L 21-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,115,38.33,0
74,2016,2016-11-20,10,27.069,JAX,@,DET,L 19-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,245,40.83,0
75,2016,2016-11-27,11,27.076,JAX,@,BUF,L 21-28,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,273,45.50,0
76,2016,2016-12-04,12,27.083,JAX,,DEN,L 10-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,369,46.13,0
77,2016,2016-12-11,13,27.090,JAX,,MIN,L 16-25,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,163,40.75,0
78,2016,2016-12-18,14,27.097,JAX,@,HOU,L 20-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,315,52.50,0
79,2016,2016-12-24,15,27.103,JAX,,TEN,W 38-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,143,47.67,0
80,2016,2017-01-01,16,27.111,JAX,@,IND,L 20-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,188,47.00,0
81,2017,2017-09-10,1,27.363,JAX,@,HOU,W 29-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,187,46.75,0
82,2017,2017-09-17,2,28.005,JAX,,TEN,L 16-37,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,246,49.20,0
83,2017,2017-09-24,3,28.012,JAX,,BAL,W 44-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,150,50.00,0
84,2017,2017-10-01,4,28.019,JAX,@,NYJ,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,361,45.13,0
85,2017,2017-10-08,5,28.026,JAX,@,PIT,W 30-9,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,190,38.00,0
86,2017,2017-10-15,6,28.033,JAX,,LAR,L 17-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,274,39.14,1
87,2017,2017-10-22,7,28.040,JAX,@,IND,W 27-0,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,107,53.50,0
88,2017,2017-11-05,8,28.054,JAX,,CIN,W 23-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,94,47.00,0
89,2017,2017-11-12,9,28.061,JAX,,LAC,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,431,47.89,0
90,2017,2017-11-19,10,28.068,JAX,@,CLE,W 19-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,354,39.33,0
91,2017,2017-11-26,11,28.075,JAX,@,ARI,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,396,49.50,0
92,2017,2017-12-03,12,28.082,JAX,,IND,W 30-10,,0,0,,0,1,1,100.00,29,0,0,118.7,0,0,29.00,29.00,0.0,0,0,2,76,38.00,0
93,2017,2017-12-10,13,28.089,JAX,,SEA,W 30-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,194,38.80,0
94,2017,2017-12-17,14,28.096,JAX,,HOU,W 45-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,283,47.17,0
95,2017,2017-12-24,15,28.103,JAX,@,SFO,L 33-44,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,156,39.00,0
96,2017,2017-12-31,16,28.110,JAX,@,TEN,L 10-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,336,42.00,0
