ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2012,2012-09-09,1,22.363,CAR,@,TAM,L 10-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,199,39.80,1
2,2012,2012-09-16,2,23.004,CAR,,NOR,W 35-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,229,45.80,0
3,2012,2012-09-20,3,23.008,CAR,,NYG,L 7-36,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,125,41.67,0
4,2012,2012-09-30,4,23.018,CAR,@,ATL,L 28-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,271,45.17,0
5,2012,2012-10-07,5,23.025,CAR,,SEA,L 12-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,318,45.43,0
6,2012,2012-10-21,6,23.039,CAR,,DAL,L 14-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,248,41.33,0
7,2012,2012-10-28,7,23.046,CAR,@,CHI,L 22-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,77,25.67,0
8,2012,2012-11-04,8,23.053,CAR,@,WAS,W 21-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,161,32.20,0
9,2012,2012-11-11,9,23.060,CAR,,DEN,L 14-36,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,451,50.11,0
10,2012,2012-11-18,10,23.067,CAR,,TAM,L 21-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,274,45.67,0
11,2012,2012-11-26,11,23.075,CAR,@,PHI,W 30-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,188,37.60,0
12,2012,2012-12-02,12,23.081,CAR,@,KAN,L 21-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,184,46.00,0
13,2012,2012-12-09,13,23.088,CAR,,ATL,W 30-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,88,44.00,0
14,2012,2012-12-16,14,23.095,CAR,@,SDG,W 31-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,158,39.50,0
15,2012,2012-12-23,15,23.102,CAR,,OAK,W 17-6,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,195,48.75,0
16,2012,2012-12-30,16,23.109,CAR,@,NOR,W 44-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,101,50.50,0
17,2013,2013-09-08,1,23.361,CAR,,SEA,L 7-12,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,239,47.80,0
18,2013,2013-09-15,2,24.003,CAR,@,BUF,L 23-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,257,51.40,0
19,2013,2013-09-22,3,24.010,CAR,,NYG,W 38-0,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,97,48.50,0
20,2013,2013-10-06,4,24.024,CAR,@,ARI,L 6-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,195,48.75,0
21,2013,2013-10-13,5,24.031,CAR,@,MIN,W 35-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,99,33.00,0
22,2013,2013-10-20,6,24.038,CAR,,STL,W 30-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,3,154,51.33,0
23,2013,2013-10-24,7,24.042,CAR,@,TAM,W 31-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,216,43.20,0
24,2013,2013-11-03,8,24.052,CAR,,ATL,W 34-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,128,42.67,0
25,2013,2013-11-10,9,24.059,CAR,@,SFO,W 10-9,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,320,45.71,0
26,2013,2013-11-18,10,24.067,CAR,,NWE,W 24-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,87,43.50,0
27,2013,2013-11-24,11,24.073,CAR,@,MIA,W 20-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,397,56.71,0
28,2013,2013-12-01,12,24.080,CAR,,TAM,W 27-6,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,138,46.00,0
29,2013,2013-12-08,13,24.087,CAR,@,NOR,L 13-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,227,45.40,0
30,2013,2013-12-15,14,24.094,CAR,,NYJ,W 30-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,92,46.00,0
31,2013,2013-12-22,15,24.101,CAR,,NOR,W 17-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,8,406,50.75,0
32,2013,2013-12-29,16,24.108,CAR,@,ATL,W 21-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,292,48.67,0
33,2014,2014-09-07,1,24.360,CAR,@,TAM,W 20-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,282,47.00,0
34,2014,2014-09-14,2,25.002,CAR,,DET,W 24-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,269,44.83,0
35,2014,2014-09-21,3,25.009,CAR,,PIT,L 19-37,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,210,52.50,0
36,2014,2014-09-28,4,25.016,CAR,@,BAL,L 10-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,194,48.50,0
37,2014,2014-10-05,5,25.023,CAR,,CHI,W 31-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,241,48.20,0
38,2014,2014-10-12,6,25.030,CAR,@,CIN,T 37-37,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,1,38,38.00,0
39,2014,2014-10-19,7,25.037,CAR,@,GNB,L 17-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,377,53.86,0
40,2014,2014-10-26,8,25.044,CAR,,SEA,L 9-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,78,39.00,0
41,2014,2014-10-30,9,25.048,CAR,,NOR,L 10-28,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,253,42.17,0
42,2014,2014-11-10,10,25.059,CAR,@,PHI,L 21-45,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,333,47.57,0
43,2014,2014-11-16,11,25.065,CAR,,ATL,L 17-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,214,35.67,0
44,2014,2014-11-30,12,25.079,CAR,@,MIN,L 13-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,146,36.50,2
45,2014,2014-12-07,13,25.086,CAR,@,NOR,W 41-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,158,39.50,0
46,2014,2014-12-14,14,25.093,CAR,,TAM,W 19-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,99,33.00,0
47,2014,2014-12-21,15,25.100,CAR,,CLE,W 17-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,199,49.75,0
48,2014,2014-12-28,16,25.107,CAR,@,ATL,W 34-3,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,145,48.33,0
49,2015,2015-09-13,1,26.001,CAR,@,JAX,W 20-9,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,179,44.75,0
