ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,23.104,CLE,@,CIN,W 28-20,,,
2,1994,1994-09-11,2,23.111,CLE,,PIT,L 10-17,,,
3,1994,1994-09-18,3,23.118,CLE,,ARI,W 32-0,,,
4,1994,1994-09-25,4,23.125,CLE,@,IND,W 21-14,,,
5,1994,1994-10-02,5,23.132,CLE,,NYJ,W 27-7,,,
6,1994,1994-10-13,6,23.143,CLE,@,HOU,W 11-8,1,4,0
7,1994,1994-10-23,7,23.153,CLE,,CIN,W 37-13,,,
8,1994,1994-10-30,8,23.160,CLE,@,DEN,L 14-26,,,
9,1994,1994-11-06,9,23.167,CLE,,NWE,W 13-6,,,
10,1994,1994-11-13,10,23.174,CLE,@,PHI,W 26-7,,,
11,1994,1994-11-20,11,23.181,CLE,@,KAN,L 13-20,,,
12,1994,1994-11-27,12,23.188,CLE,,HOU,W 34-10,,,
13,1994,1994-12-04,13,23.195,CLE,,NYG,L 13-16,,,
14,1994,1994-12-10,14,23.201,CLE,@,DAL,W 19-14,,,
15,1994,1994-12-18,15,23.209,CLE,@,PIT,L 7-17,,,
16,1994,1994-12-24,16,23.215,CLE,,SEA,W 35-9,,,
17,1995,1995-09-17,3,24.117,CLE,@,HOU,W 14-7,,,
18,1995,1995-09-24,4,24.124,CLE,,KAN,W 35-17,,,
19,1995,1995-10-02,5,24.132,CLE,,BUF,L 19-22,,,
20,1995,1995-10-08,6,24.138,CLE,@,DET,L 20-38,1,11,0
21,1995,1995-10-22,7,24.152,CLE,,JAX,L 15-23,,,
22,1995,1995-10-29,8,24.159,CLE,@,CIN,W 29-26,,,
23,1995,1995-11-05,9,24.166,CLE,,HOU,L 10-37,,,
24,1995,1995-11-13,10,24.174,CLE,@,PIT,L 3-20,,,
25,1996,1996-09-01,1,25.101,BAL,,OAK,W 19-14,,,
26,1996,1996-09-08,2,25.108,BAL,@,PIT,L 17-31,,,
27,1996,1996-09-15,3,25.115,BAL,@,HOU,L 13-29,,,
28,1996,1996-09-29,4,25.129,BAL,,NOR,W 17-10,,,
29,1996,1996-10-06,5,25.136,BAL,,NWE,L 38-46,,,
30,1996,1996-10-13,6,25.143,BAL,@,IND,L 21-26,,,
31,1996,1996-10-20,7,25.150,BAL,@,DEN,L 34-45,,,
32,1996,1996-10-27,8,25.157,BAL,,STL,W 37-31,,,
33,1996,1996-11-03,9,25.164,BAL,,CIN,L 21-24,,,
34,1996,1996-11-10,10,25.171,BAL,@,JAX,L 27-30,,,
35,1996,1996-11-17,11,25.178,BAL,@,SFO,L 20-38,,,
