ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2011,2011-12-11,13,24.271,DEN,,CHI,W 13-10,*,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2011,2011-12-18,14,24.278,DEN,,NWE,L 23-41,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2011,2011-12-24,15,24.284,DEN,@,BUF,L 14-40,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2011,2012-01-01,16,24.292,DEN,,KAN,L 3-7,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2012,2012-09-09,1,25.178,DEN,,PIT,W 31-19,*,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2012,2012-09-17,2,25.186,DEN,@,ATL,L 21-27,*,8,4,53,13.25,0,50.0%,6.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0,0.0,0,0
33,2012,2012-09-23,3,25.192,DEN,,HOU,L 25-31,*,11,8,136,17.00,0,72.7%,12.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,13,13.00,0,0,0,0.0,0,0
34,2012,2012-09-30,4,25.199,DEN,,OAK,W 37-6,*,9,7,79,11.29,1,77.8%,8.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
35,2012,2012-10-07,5,25.206,DEN,@,NWE,L 21-31,*,8,4,21,5.25,1,50.0%,2.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
36,2012,2012-10-15,6,25.214,DEN,@,SDG,W 35-24,,9,6,98,16.33,1,66.7%,10.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
37,2012,2012-10-28,7,25.227,DEN,,NOR,W 34-14,*,6,4,43,10.75,2,66.7%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
38,2012,2012-11-04,8,25.234,DEN,@,CIN,W 31-23,*,11,8,99,12.38,2,72.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
39,2012,2012-11-11,9,25.241,DEN,@,CAR,W 36-14,*,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2012,2012-11-18,10,25.248,DEN,,SDG,W 30-23,*,5,2,23,11.50,1,40.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
41,2012,2012-11-25,11,25.255,DEN,@,KAN,W 17-9,*,8,4,64,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2012,2012-12-02,12,25.262,DEN,,TAM,W 31-23,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2012,2012-12-06,13,25.266,DEN,@,OAK,W 26-13,*,9,8,88,11.00,0,88.9%,9.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2012,2012-12-16,14,25.276,DEN,@,BAL,W 34-17,*,11,8,133,16.63,1,72.7%,12.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
45,2012,2012-12-23,15,25.283,DEN,,CLE,W 34-12,*,6,6,65,10.83,2,100.0%,10.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
46,2012,2012-12-30,16,25.290,DEN,,KAN,W 38-3,*,8,7,76,10.86,2,87.5%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
47,2013,2013-09-05,1,26.174,DEN,,BAL,W 49-27,*,7,2,32,16.00,0,28.6%,4.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2013,2013-09-15,2,26.184,DEN,@,NYG,W 41-23,*,13,9,87,9.67,0,69.2%,6.69,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2013,2013-09-23,3,26.192,DEN,,OAK,W 37-21,*,8,8,133,16.63,1,100.0%,16.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
50,2013,2013-09-29,4,26.198,DEN,,PHI,W 52-20,*,7,5,88,17.60,0,71.4%,12.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2013,2013-10-06,5,26.205,DEN,@,DAL,W 51-48,*,8,5,87,17.40,1,62.5%,10.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,1,0
52,2013,2013-10-13,6,26.212,DEN,,JAX,W 35-19,*,7,5,50,10.00,0,71.4%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2013,2013-10-20,7,26.219,DEN,@,IND,L 33-39,*,13,8,150,18.75,1,61.5%,11.54,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
54,2013,2013-10-27,8,26.226,DEN,,WAS,W 45-21,*,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
55,2013,2013-11-10,9,26.240,DEN,@,SDG,W 28-20,*,5,3,52,17.33,0,60.0%,10.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2013,2013-11-17,10,26.247,DEN,,KAN,W 27-17,*,6,5,71,14.20,0,83.3%,11.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2013,2013-11-24,11,26.254,DEN,@,NWE,L 31-34,*,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
58,2013,2013-12-01,12,26.261,DEN,@,KAN,W 35-28,*,12,8,174,21.75,4,66.7%,14.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,4,24,0.0,1,0
59,2013,2013-12-08,13,26.268,DEN,,TEN,W 51-28,*,12,8,117,14.63,1,66.7%,9.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,1,6,0.0,0,0
60,2013,2013-12-12,14,26.272,DEN,,SDG,L 20-27,*,5,2,42,21.00,0,40.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2013,2013-12-22,15,26.282,DEN,@,HOU,W 37-13,*,17,10,131,13.10,2,58.8%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0
62,2013,2013-12-29,16,26.289,DEN,@,OAK,W 34-14,*,5,4,27,6.75,1,80.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
63,2014,2014-09-07,1,27.176,NYJ,,OAK,W 19-14,*,7,5,74,14.80,0,71.4%,10.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
64,2014,2014-09-14,2,27.183,NYJ,@,GNB,L 24-31,*,7,4,63,15.75,1,57.1%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
65,2014,2014-09-22,3,27.191,NYJ,,CHI,L 19-27,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
66,2014,2014-09-28,4,27.197,NYJ,,DET,L 17-24,*,10,4,48,12.00,1,40.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
67,2014,2014-10-12,6,27.211,NYJ,,DEN,L 17-31,*,10,6,54,9.00,1,60.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
68,2014,2014-10-16,7,27.215,NYJ,@,NWE,L 25-27,*,7,4,65,16.25,0,57.1%,9.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
69,2014,2014-10-26,8,27.225,NYJ,,BUF,L 23-43,*,11,7,40,5.71,0,63.6%,3.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
70,2014,2014-11-02,9,27.232,NYJ,@,KAN,L 10-24,*,12,9,63,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
71,2014,2014-11-09,10,27.239,NYJ,,PIT,W 20-13,*,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
72,2014,2014-11-24,11,27.254,NYJ,@,BUF,L 3-38,*,8,4,63,15.75,0,50.0%,7.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
73,2014,2014-12-01,12,27.261,NYJ,,MIA,L 13-16,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
74,2014,2014-12-07,13,27.267,NYJ,@,MIN,L 24-30,*,8,6,89,14.83,0,75.0%,11.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
75,2014,2014-12-14,14,27.274,NYJ,@,TEN,W 16-11,*,11,7,100,14.29,0,63.6%,9.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
76,2014,2014-12-21,15,27.281,NYJ,,NWE,L 16-17,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
77,2014,2014-12-28,16,27.288,NYJ,@,MIA,W 37-24,*,11,10,221,22.10,1,90.9%,20.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
78,2015,2015-09-13,1,28.182,NYJ,,CLE,W 31-10,*,3,2,37,18.50,1,66.7%,12.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
79,2015,2015-09-21,2,28.190,NYJ,@,IND,W 20-7,*,11,8,97,12.13,1,72.7%,8.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
80,2015,2015-10-04,4,28.203,NYJ,@,MIA,W 27-14,,5,4,46,11.50,1,80.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
81,2015,2015-10-18,5,28.217,NYJ,,WAS,W 34-20,*,7,4,59,14.75,1,57.1%,8.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
82,2015,2015-10-25,6,28.224,NYJ,@,NWE,L 23-30,*,12,6,94,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
83,2015,2015-11-01,7,28.231,NYJ,@,OAK,L 20-34,*,7,6,60,10.00,1,85.7%,8.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
84,2015,2015-11-08,8,28.238,NYJ,,JAX,W 28-23,,9,6,79,13.17,1,66.7%,8.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
85,2015,2015-11-12,9,28.242,NYJ,,BUF,L 17-22,*,11,6,85,14.17,1,54.5%,7.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
86,2015,2015-11-22,10,28.252,NYJ,@,HOU,L 17-24,*,11,4,81,20.25,0,36.4%,7.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
87,2015,2015-11-29,11,28.259,NYJ,,MIA,W 38-20,*,9,5,62,12.40,1,55.6%,6.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
88,2015,2015-12-06,12,28.266,NYJ,@,NYG,W 23-20,*,12,8,101,12.63,0,66.7%,8.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
89,2015,2015-12-13,13,28.273,NYJ,,TEN,W 30-8,*,10,7,74,10.57,1,70.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,1,6,0.0,0,0
90,2015,2015-12-19,14,28.279,NYJ,@,DAL,W 19-16,*,10,6,55,9.17,1,60.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
91,2015,2015-12-27,15,28.287,NYJ,,NWE,W 26-20,*,6,3,47,15.67,1,50.0%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
92,2015,2016-01-03,16,28.294,NYJ,@,BUF,L 17-22,*,9,5,50,10.00,1,55.6%,5.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
93,2016,2016-09-11,1,29.180,NYJ,,CIN,L 22-23,*,7,2,37,18.50,1,28.6%,5.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
94,2016,2016-09-15,2,29.184,NYJ,@,BUF,W 37-31,*,8,6,126,21.00,1,75.0%,15.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
95,2016,2016-09-25,3,29.194,NYJ,@,KAN,L 3-24,*,6,1,31,31.00,0,16.7%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
96,2017,2017-09-10,1,30.179,TEN,,OAK,L 16-26,*,8,3,10,3.33,0,37.5%,1.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
97,2017,2017-09-17,2,30.186,TEN,@,JAX,W 37-16,,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0,0.0,0,0
98,2017,2017-09-24,3,30.193,TEN,,SEA,W 33-27,,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
99,2017,2017-10-01,4,30.200,TEN,@,HOU,L 14-57,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
100,2017,2017-10-08,5,30.207,TEN,@,MIA,L 10-16,,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
101,2017,2017-10-16,6,30.215,TEN,,IND,W 36-22,*,9,7,88,12.57,0,77.8%,9.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
102,2017,2017-10-22,7,30.221,TEN,@,CLE,W 12-9,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
103,2017,2017-11-05,8,30.235,TEN,,BAL,W 23-20,,4,3,21,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
104,2017,2017-11-12,9,30.242,TEN,,CIN,W 24-20,,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
105,2017,2017-11-16,10,30.246,TEN,@,PIT,L 17-40,,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
106,2017,2017-11-26,11,30.256,TEN,@,IND,W 20-16,*,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
107,2017,2017-12-03,12,30.263,TEN,,HOU,W 24-13,*,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2017,2017-12-10,13,30.270,TEN,@,ARI,L 7-12,*,5,3,56,18.67,0,60.0%,11.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
109,2017,2017-12-17,14,30.277,TEN,@,SFO,L 23-25,*,5,5,63,12.60,0,100.0%,12.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
110,2017,2017-12-24,15,30.284,TEN,,LAR,L 23-27,,10,6,73,12.17,0,60.0%,7.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
111,2017,2017-12-31,16,30.291,TEN,,JAX,W 15-10,,6,3,18,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
