ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-11-09,9,22.300,MIA,@,BOS,W 17-16,1,6,1,15,1
2,1969,1969-11-23,11,22.314,MIA,,HOU,L 7-32,1,6,1,17,1
3,1970,1970-09-20,1,23.250,MIA,@,BOS,L 14-27,,,,,
4,1970,1970-09-27,2,23.257,MIA,@,HOU,W 20-10,,,,,
5,1970,1970-10-03,3,23.263,MIA,,OAK,W 20-13,,,,,
6,1970,1970-10-10,4,23.270,MIA,@,NYJ,W 20-6,,,,,
7,1970,1970-10-18,5,23.278,MIA,@,BUF,W 33-14,,,,,
8,1970,1970-10-25,6,23.285,MIA,,CLE,L 0-28,,,,,
9,1970,1970-11-01,7,23.292,MIA,@,BAL,L 0-35,,,,,
10,1970,1970-11-08,8,23.299,MIA,@,PHI,L 17-24,,,,,
11,1970,1970-11-15,9,23.306,MIA,,NOR,W 21-10,,,,,
12,1970,1970-11-22,10,23.313,MIA,,BAL,W 34-17,,,,,
13,1970,1970-11-30,11,23.321,MIA,@,ATL,W 20-7,,,,,
14,1970,1970-12-06,12,23.327,MIA,,BOS,W 37-20,,,,,
15,1970,1970-12-13,13,23.334,MIA,,NYJ,W 16-10,,,,,
16,1970,1970-12-20,14,23.341,MIA,,BUF,W 45-7,,,,,
17,1971,1971-09-19,1,24.249,MIA,@,DEN,T 10-10,,,,,
18,1971,1971-09-26,2,24.256,MIA,@,BUF,W 29-14,,,,,
19,1971,1971-10-03,3,24.263,MIA,,NYJ,L 10-14,,,,,
20,1971,1971-10-10,4,24.270,MIA,@,CIN,W 23-13,,,,,
21,1971,1971-10-17,5,24.277,MIA,,NWE,W 41-3,,,,,
22,1971,1971-10-24,6,24.284,MIA,@,NYJ,W 30-14,,,,,
23,1971,1971-11-07,8,24.298,MIA,,BUF,W 34-0,,,,,
24,1971,1971-11-14,9,24.305,MIA,,PIT,W 24-21,,,,,
25,1971,1971-11-21,10,24.312,MIA,,BAL,W 17-14,,,,,
26,1971,1971-11-29,11,24.320,MIA,,CHI,W 34-3,,,,,
27,1971,1971-12-05,12,24.326,MIA,@,NWE,L 13-34,,,,,
28,1971,1971-12-11,13,24.332,MIA,@,BAL,L 3-14,,,,,
29,1971,1971-12-19,14,24.340,MIA,,GNB,W 27-6,,,,,
30,1972,1972-09-17,1,25.248,MIA,@,KAN,W 20-10,,,,,
31,1972,1972-09-24,2,25.255,MIA,,HOU,W 34-13,,,,,
32,1972,1972-10-01,3,25.262,MIA,@,MIN,W 16-14,,,,,
33,1972,1972-10-08,4,25.269,MIA,@,NYJ,W 27-17,,,,,
34,1972,1972-10-15,5,25.276,MIA,,SDG,W 24-10,,,,,
35,1972,1972-10-22,6,25.283,MIA,,BUF,W 24-23,,,,,
36,1972,1972-10-29,7,25.290,MIA,@,BAL,W 23-0,,,,,
37,1972,1972-11-05,8,25.297,MIA,@,BUF,W 30-16,,,,,
38,1972,1972-11-12,9,25.304,MIA,,NWE,W 52-0,,,,,
39,1972,1972-11-19,10,25.311,MIA,,NYJ,W 28-24,,,,,
40,1972,1972-11-27,11,25.319,MIA,,STL,W 31-10,,,,,
41,1972,1972-12-03,12,25.325,MIA,@,NWE,W 37-21,,,,,
