ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-09-20,1,24.082,SDG,,BAL,L 14-16
2,1970,1970-09-27,2,24.089,SDG,,OAK,T 27-27
3,1970,1970-10-18,5,24.110,SDG,@,CHI,W 20-7
4,1970,1970-10-25,6,24.117,SDG,,HOU,T 31-31
5,1970,1970-11-01,7,24.124,SDG,@,CLE,W 27-10
6,1970,1970-11-29,11,24.152,SDG,@,KAN,L 14-26
7,1970,1970-12-06,12,24.159,SDG,,CIN,L 14-17
8,1970,1970-12-13,13,24.166,SDG,@,DEN,T 17-17
9,1970,1970-12-20,14,24.173,SDG,,KAN,W 31-13
10,1971,1971-09-19,1,25.081,NWE,,OAK,W 20-6
11,1971,1971-09-26,2,25.088,NWE,,DET,L 7-34
12,1971,1971-10-03,3,25.095,NWE,,BAL,L 3-23
13,1971,1971-10-10,4,25.102,NWE,,NYJ,W 20-0
14,1971,1971-10-17,5,25.109,NWE,@,MIA,L 3-41
15,1971,1971-10-24,6,25.116,NWE,@,DAL,L 21-44
16,1971,1971-10-31,7,25.123,NWE,@,SFO,L 10-27
17,1971,1971-11-07,8,25.130,NWE,,HOU,W 28-20
18,1971,1971-11-14,9,25.137,NWE,,BUF,W 38-33
19,1971,1971-11-21,10,25.144,NWE,@,CLE,L 7-27
20,1971,1971-11-28,11,25.151,NWE,@,BUF,L 20-27
21,1971,1971-12-05,12,25.158,NWE,,MIA,W 34-13
22,1971,1971-12-12,13,25.165,NWE,@,NYJ,L 6-13
23,1971,1971-12-19,14,25.172,NWE,@,BAL,W 21-17
24,1972,1972-09-17,1,26.079,NWE,,CIN,L 7-31
25,1972,1972-09-24,2,26.086,NWE,,ATL,W 21-20
26,1972,1972-10-01,3,26.093,NWE,,WAS,W 24-23
27,1972,1972-10-08,4,26.100,NWE,@,BUF,L 14-38
28,1972,1972-10-15,5,26.107,NWE,,NYJ,L 13-41
29,1972,1972-10-22,6,26.114,NWE,@,PIT,L 3-33
30,1972,1972-10-29,7,26.121,NWE,@,NYJ,L 10-34
