ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,21.358,SFO,@,NOR,W 17-13,1,9,9.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
2,1974,1974-09-22,2,22.000,SFO,@,ATL,W 16-10,5,15,3.00,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1974,1974-09-29,3,22.007,SFO,,CIN,L 3-21,2,12,6.00,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1974,1974-10-06,4,22.014,SFO,,STL,L 9-34,2,37,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1974,1974-10-14,5,22.022,SFO,@,DET,L 13-17,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1974,1974-10-20,6,22.028,SFO,@,RAM,L 14-37,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1974,1974-10-27,7,22.035,SFO,,OAK,L 24-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,0,0
8,1974,1974-11-04,8,22.043,SFO,,RAM,L 13-15,,,,,,,,,,,,,,,,,,,,,,,,,
9,1974,1974-11-10,9,22.049,SFO,@,DAL,L 14-20,,,,,,,,,,,,,,,,,,,,,,,,,
10,1974,1974-11-17,10,22.056,SFO,@,CHI,W 34-0,10,44,4.40,1,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
11,1974,1974-11-24,11,22.063,SFO,,ATL,W 27-0,7,54,7.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1974,1974-12-01,12,22.070,SFO,@,CLE,L 0-7,2,4,2.00,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1974,1974-12-08,13,22.077,SFO,,GNB,W 7-6,9,17,1.89,0,2,36,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1974,1974-12-15,14,22.084,SFO,,NOR,W 35-21,5,40,8.00,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1975,1975-09-21,1,22.364,SFO,@,MIN,L 17-27,,,,,,,,,,,,,,,,,,,,,,,,,
16,1975,1975-09-28,2,23.006,SFO,,RAM,L 14-23,,,,,,,,,,,,,,,,,,,,,,,,,
17,1975,1975-10-05,3,23.013,SFO,@,KAN,W 20-3,,,,,,,,,,,,,,,,,,,,,,,,,
18,1975,1975-10-12,4,23.020,SFO,,ATL,L 3-17,1,1,1.00,0,1,20,20.00,0,0,0,,0,0,0,,0,0,,,4,97,24.25,0,0,0
19,1975,1975-10-19,5,23.027,SFO,,NOR,W 35-21,9,29,3.22,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,64,21.33,0,0,0
20,1975,1975-10-26,6,23.034,SFO,@,NWE,L 16-24,1,-1,-1.00,0,5,22,4.40,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,11,11.00,0,0,0
21,1975,1975-11-02,7,23.041,SFO,,DET,L 17-28,4,5,1.25,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,3,73,24.33,0,0,0
22,1975,1975-11-09,8,23.048,SFO,@,RAM,W 24-23,5,21,4.20,0,4,35,8.75,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0
23,1975,1975-11-16,9,23.055,SFO,,CHI,W 31-3,6,27,4.50,1,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,1,34,34.00,0,1,6
24,1975,1975-11-23,10,23.062,SFO,@,NOR,W 16-6,7,36,5.14,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,2,66,33.00,0,0,0
25,1975,1975-11-30,11,23.069,SFO,@,PHI,L 17-27,5,3,0.60,1,4,27,6.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1975,1975-12-07,12,23.076,SFO,,HOU,L 13-27,5,-10,-2.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1975,1975-12-14,13,23.083,SFO,@,ATL,L 9-31,2,4,2.00,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1975,1975-12-21,14,23.090,SFO,,NYG,L 23-26,10,70,7.00,1,1,13,13.00,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,1,6
29,1976,1976-09-12,1,23.356,SFO,@,GNB,W 26-14,6,10,1.67,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1976,1976-09-19,2,23.363,SFO,,CHI,L 12-19,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1976,1976-09-26,3,24.004,SFO,@,SEA,W 37-21,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1976,1976-10-03,4,24.011,SFO,,NYJ,W 17-6,5,9,1.80,1,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
33,1976,1976-10-11,5,24.019,SFO,@,RAM,W 16-0,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1976,1976-10-17,6,24.025,SFO,,NOR,W 33-3,8,13,1.63,1,3,36,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
35,1976,1976-10-24,7,24.032,MIN,@,PHI,W 31-12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0
36,1976,1976-10-31,8,24.039,MIN,@,CHI,L 13-14,,,,,,,,,,,,,,,,,,,,,,,,,
37,1976,1976-11-07,9,24.046,MIN,,DET,W 31-23,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1976,1976-11-14,10,24.053,MIN,,SEA,W 27-21,,,,,,,,,,,,,,,,,,,,,,,,,
39,1976,1976-11-21,11,24.060,MIN,@,GNB,W 17-10,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0
40,1976,1976-11-29,12,24.068,MIN,@,SFO,L 16-20,,,,,,,,,,,,,,,,,,,,,,,,,
41,1976,1976-12-05,13,24.074,MIN,,GNB,W 20-9,6,43,7.17,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1976,1976-12-11,14,24.080,MIN,@,MIA,W 29-7,8,45,5.63,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1977,1977-09-18,1,24.361,MIN,,DAL,L 10-16,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1977,1977-09-24,2,25.002,MIN,@,TAM,W 9-3,4,11,2.75,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1977,1977-10-02,3,25.010,MIN,,GNB,W 19-7,12,65,5.42,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
46,1977,1977-10-09,4,25.017,MIN,,DET,W 14-7,,,,,,,,,,,,,,,,,,,,,,,,,
47,1977,1977-10-16,5,25.024,MIN,,CHI,W 22-16,4,7,1.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
48,1977,1977-10-24,6,25.032,MIN,@,RAM,L 3-35,8,29,3.63,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
49,1977,1977-10-30,7,25.038,MIN,@,ATL,W 14-7,,,,,,,,,,,,,,,,,,,,,,,,,
50,1977,1977-11-06,8,25.045,MIN,,STL,L 7-27,5,14,2.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1977,1977-11-13,9,25.052,MIN,,CIN,W 42-10,4,8,2.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
52,1977,1977-11-20,10,25.059,MIN,@,CHI,L 7-10,1,8,8.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
53,1977,1977-11-27,11,25.066,MIN,@,GNB,W 13-6,6,18,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
54,1977,1977-12-04,12,25.073,MIN,,SFO,W 28-27,,,,,,,,,,,,,,,,,,,,,,,,,
55,1977,1977-12-11,13,25.080,MIN,@,OAK,L 13-35,1,5,5.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
56,1977,1977-12-17,14,25.086,MIN,@,DET,W 30-21,8,23,2.88,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1978,1978-10-22,8,26.030,MIN,,GNB,W 21-7,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
58,1978,1978-10-26,9,26.034,MIN,@,DAL,W 21-10,5,22,4.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
59,1978,1978-11-05,10,26.044,MIN,,DET,W 17-7,5,18,3.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
60,1979,1979-10-21,8,27.029,GNB,@,TAM,L 3-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,0,0
61,1979,1979-11-04,10,27.043,GNB,,NYJ,L 22-27,,,,,,,,,,,,,,,,,,,,,,,,,
62,1979,1979-11-11,11,27.050,GNB,,MIN,W 19-7,,,,,,,,,,,,,,,,,,,,,,,,,
