ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1971,1971-09-19,1,21.335,HOU,@,CLE,L 0-31,1,0,0.00,0
2,1971,1971-12-19,14,22.061,HOU,,SDG,W 49-33,1,2,2.00,0
