ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,22.110,NYG,@,PIT,W 18-7,11,25,2.27,0,0,0,,0
2,1950,1950-10-01,2,22.124,NYG,@,CLE,W 6-0,11,35,3.18,0,1,3,3.00,0
3,1950,1950-10-08,3,22.131,NYG,@,WAS,W 21-17,10,38,3.80,0,1,16,16.00,0
4,1950,1950-10-15,4,22.138,NYG,,PIT,L 6-17,4,-6,-1.50,0,0,0,,0
5,1950,1950-10-22,5,22.145,NYG,,CLE,W 17-13,8,9,1.13,0,0,0,,0
6,1950,1950-11-05,7,22.159,NYG,,WAS,W 24-21,8,25,3.13,0,2,22,11.00,0
7,1950,1950-11-12,8,22.166,NYG,,CRD,W 51-21,0,0,,0,1,9,9.00,0
8,1950,1950-11-19,9,22.173,NYG,@,BAL,W 55-20,3,7,2.33,1,0,0,,0
9,1950,1950-11-26,10,22.180,NYG,,PHI,W 7-3,14,101,7.21,1,0,0,,0
10,1950,1950-12-03,11,22.187,NYG,,NYY,W 51-7,3,7,2.33,0,0,0,,0
11,1953,1953-10-03,2,25.126,NYG,@,PIT,L 14-24,0,0,,0,2,7,3.50,1
12,1953,1953-10-11,3,25.134,NYG,@,WAS,L 9-13,3,12,4.00,0,1,12,12.00,0
13,1953,1953-10-18,4,25.141,NYG,,CRD,W 21-7,10,13,1.30,0,1,33,33.00,0
14,1953,1953-10-25,5,25.148,NYG,,CLE,L 0-7,2,1,0.50,0,1,-1,-1.00,0
15,1953,1953-11-01,6,25.155,NYG,@,CRD,W 23-20,1,0,0.00,0,0,0,,0
