ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2012,2012-10-14,6,23.134,ARI,,BUF,L 16-19,,,,,,,,,,,,,,,,
2,2012,2012-11-18,10,23.169,ARI,@,ATL,L 19-23,,9,20,45.00,64,0,0,52.9,3,29,3.20,3.20,0,0,,0
3,2012,2012-11-25,11,23.176,ARI,,STL,L 17-31,*,31,52,59.62,312,0,4,44.7,2,11,6.00,2.54,1,1,1.00,0
4,2012,2012-12-02,12,23.183,ARI,@,NYJ,L 6-7,*,10,31,32.26,72,0,1,28.0,2,16,2.32,0.87,0,0,,0
5,2012,2012-12-09,13,23.190,ARI,@,SEA,L 0-58,,8,17,47.06,59,0,0,55.8,2,13,3.47,3.47,1,-2,-2.00,0
6,2012,2012-12-16,14,23.197,ARI,,DET,W 38-10,*,14,21,66.67,104,0,1,58.4,1,7,4.95,2.81,2,8,4.00,0
7,2012,2012-12-23,15,23.204,ARI,,CHI,L 13-28,*,17,30,56.67,141,0,1,55.0,2,15,4.70,3.20,0,0,,0
8,2014,2014-12-11,14,25.192,ARI,@,STL,W 12-6,,4,10,40.00,30,0,0,47.9,0,0,3.00,3.00,0,0,,0
9,2014,2014-12-21,15,25.202,ARI,,SEA,L 6-35,*,18,44,40.91,216,0,1,47.2,4,29,4.91,3.89,0,0,,0
10,2014,2014-12-28,16,25.209,ARI,@,SFO,L 17-20,*,23,39,58.97,316,2,3,70.0,2,17,8.10,5.67,0,0,,0
11,2015,2016-01-03,16,26.215,IND,,TEN,W 30-24,,6,10,60.00,58,1,0,109.6,0,0,5.80,7.80,0,0,,0
