ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1986,1986-09-08,1,24.189,DAL,,NYG,W 31-28,10,64,6.40,2,,6,32,5.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
2,1986,1986-09-14,2,24.195,DAL,@,DET,W 31-7,6,51,8.50,1,,5,35,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
3,1986,1986-09-21,3,24.202,DAL,,ATL,L 35-37,6,55,9.17,0,,1,3,3.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1986,1986-09-29,4,24.210,DAL,@,STL,W 31-7,19,82,4.32,0,,5,57,11.40,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
5,1986,1986-10-05,5,24.216,DAL,@,DEN,L 14-29,15,33,2.20,1,,5,34,6.80,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
6,1986,1986-10-12,6,24.223,DAL,,WAS,W 30-6,13,45,3.46,2,,6,155,25.83,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
7,1986,1986-10-19,7,24.230,DAL,@,PHI,W 17-14,6,33,5.50,0,,8,62,7.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1986,1986-10-26,8,24.237,DAL,,STL,W 37-6,26,120,4.62,2,,4,37,9.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
9,1986,1986-11-02,9,24.244,DAL,@,NYG,L 14-17,10,34,3.40,0,,9,148,16.44,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1986,1986-11-09,10,24.251,DAL,,RAI,L 13-17,3,5,1.67,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1986,1986-11-16,11,24.258,DAL,@,SDG,W 24-21,8,15,1.88,1,,4,21,5.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
12,1986,1986-11-23,12,24.265,DAL,@,WAS,L 14-41,3,5,1.67,1,,1,13,13.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
13,1986,1986-11-27,13,24.269,DAL,,SEA,L 14-31,8,37,4.63,1,,8,36,4.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
14,1986,1986-12-07,14,24.279,DAL,@,RAM,L 10-29,7,33,4.71,0,,1,4,4.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1986,1986-12-14,15,24.286,DAL,,PHI,L 21-23,6,122,20.33,1,,9,170,18.89,1,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
16,1986,1986-12-21,16,24.293,DAL,,CHI,L 10-24,5,3,0.60,0,,4,30,7.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1987,1987-09-13,1,25.194,DAL,@,STL,L 13-24,13,62,4.77,0,,7,90,12.86,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
18,1987,1987-09-20,2,25.201,DAL,@,NYG,W 16-14,17,27,1.59,0,,3,50,16.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1987,1987-10-25,6,25.236,DAL,@,PHI,L 20-37,12,54,4.50,1,,2,14,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
20,1987,1987-11-02,7,25.244,DAL,,NYG,W 33-24,9,28,3.11,1,,6,62,10.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
21,1987,1987-11-08,8,25.250,DAL,@,DET,L 17-27,13,65,5.00,0,,5,55,11.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,1987,1987-11-15,9,25.257,DAL,@,NWE,W 23-17,28,173,6.18,1,,5,59,11.80,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
23,1987,1987-11-22,10,25.264,DAL,,MIA,L 14-20,19,82,4.32,0,,4,74,18.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
24,1987,1987-11-26,11,25.268,DAL,,MIN,L 38-44,21,76,3.62,0,,7,91,13.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
25,1987,1987-12-06,12,25.278,DAL,,ATL,L 10-21,15,35,2.33,1,,7,62,8.86,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
26,1987,1987-12-13,13,25.285,DAL,@,WAS,L 20-24,14,44,3.14,0,,5,54,10.80,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,1987,1987-12-21,14,25.293,DAL,@,RAM,W 29-21,23,108,4.70,1,,6,54,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
28,1987,1987-12-27,15,25.299,DAL,,STL,W 21-16,25,137,5.48,2,,3,50,16.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
29,1988,1988-09-04,1,26.185,DAL,@,PIT,L 21-24,19,79,4.16,0,,6,56,9.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,1988,1988-09-12,2,26.193,DAL,@,PHO,W 17-14,29,149,5.14,1,,3,22,7.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
31,1988,1988-09-18,3,26.199,DAL,,NYG,L 10-12,19,78,4.11,0,,5,80,16.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
32,1988,1988-09-25,4,26.206,DAL,,ATL,W 26-20,25,96,3.84,0,,5,27,5.40,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
33,1988,1988-10-03,5,26.214,DAL,@,NOR,L 17-20,26,124,4.77,0,,4,23,5.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1988,1988-10-09,6,26.220,DAL,,WAS,L 17-35,15,51,3.40,0,,5,92,18.40,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1988,1988-10-16,7,26.227,DAL,@,CHI,L 7-17,21,88,4.19,0,,4,47,11.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1988,1988-10-23,8,26.234,DAL,@,PHI,L 23-24,25,85,3.40,0,,4,42,10.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1988,1988-10-30,9,26.241,DAL,,PHO,L 10-16,17,87,5.12,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1988,1988-11-06,10,26.248,DAL,@,NYG,L 21-29,20,96,4.80,0,,6,40,6.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1988,1988-11-13,11,26.255,DAL,,MIN,L 3-43,21,86,4.10,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1988,1988-11-20,12,26.262,DAL,,CIN,L 24-38,27,131,4.85,1,,2,16,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
41,1988,1988-11-24,13,26.266,DAL,,HOU,L 17-25,22,69,3.14,1,,4,20,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
42,1988,1988-12-04,14,26.276,DAL,@,CLE,L 21-24,25,134,5.36,1,,3,7,2.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
43,1988,1988-12-11,15,26.283,DAL,@,WAS,W 24-17,27,98,3.63,0,,2,33,16.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
44,1988,1988-12-18,16,26.290,DAL,,PHI,L 7-23,23,63,2.74,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
45,1989,1989-09-10,1,27.191,DAL,@,NOR,L 0-28,8,10,1.25,0,,4,36,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,1989,1989-09-17,2,27.198,DAL,@,ATL,L 21-27,23,85,3.70,2,,2,60,30.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
47,1989,1989-09-24,3,27.205,DAL,,WAS,L 7-30,11,33,3.00,0,,3,35,11.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
48,1989,1989-10-01,4,27.212,DAL,,NYG,L 13-30,27,74,2.74,0,,9,85,9.44,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
49,1989,1989-10-08,5,27.219,DAL,@,GNB,L 13-31,12,44,3.67,0,,4,45,11.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
50,1989,1989-10-15,6,27.226,MIN,,GNB,W 26-14,18,148,8.22,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,2,40,20.00,0,0,0
51,1989,1989-10-22,7,27.233,MIN,@,DET,W 20-7,20,89,4.45,1,,3,7,2.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
52,1989,1989-10-30,8,27.241,MIN,@,NYG,L 14-24,12,68,5.67,0,,4,26,6.50,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
53,1989,1989-11-05,9,27.247,MIN,,RAM,W 23-21,24,76,3.17,0,,4,52,13.00,0,,,0,0,,0,0,0,,,,,,2,78,39.00,0,0,0
54,1989,1989-11-12,10,27.254,MIN,@,TAM,W 24-10,18,48,2.67,1,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
55,1989,1989-11-19,11,27.261,MIN,@,PHI,L 9-10,13,48,3.69,0,,1,24,24.00,0,,,0,0,,0,0,0,,,,,,1,93,93.00,1,1,6
56,1989,1989-11-26,12,27.268,MIN,@,GNB,L 19-20,14,42,3.00,1,,1,11,11.00,0,,,0,0,,0,0,0,,,,,,2,21,10.50,0,1,6
57,1989,1989-12-03,13,27.275,MIN,,CHI,W 27-16,18,36,2.00,1,,2,22,11.00,0,,,0,0,,0,0,0,,,,,,4,87,21.75,0,1,6
58,1989,1989-12-10,14,27.282,MIN,,ATL,W 43-17,4,14,3.50,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1989,1989-12-17,15,27.289,MIN,@,CLE,L 17-23,16,57,3.56,1,,0,0,,0,,,0,0,,0,0,0,,,,,,1,16,16.00,0,1,6
60,1989,1989-12-25,16,27.297,MIN,,CIN,W 29-21,12,43,3.58,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,39,39.00,0,0,0
61,1990,1990-09-09,1,28.190,MIN,@,KAN,L 21-24,14,68,4.86,0,,5,70,14.00,2,,,0,0,,0,0,0,,0,,,,3,62,20.67,0,2,12
62,1990,1990-09-16,2,28.197,MIN,,NOR,W 32-3,10,39,3.90,0,,5,23,4.60,1,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
63,1990,1990-09-23,3,28.204,MIN,@,CHI,L 16-19,18,72,4.00,0,,2,2,1.00,0,,,0,0,,0,0,0,,0,,,,1,40,40.00,0,0,0
64,1990,1990-09-30,4,28.211,MIN,,TAM,L 20-23,11,8,0.73,0,,1,16,16.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,48,24.00,0,0,0
65,1990,1990-10-07,5,28.218,MIN,,DET,L 27-34,13,53,4.08,1,,3,17,5.67,0,,,0,0,,0,0,0,,0,,,,2,39,19.50,0,1,6
66,1990,1990-10-15,6,28.226,MIN,@,PHI,L 24-32,3,3,1.00,0,,2,25,12.50,0,,,0,0,,0,0,0,,0,,,,7,122,17.43,0,0,0
67,1990,1990-10-28,7,28.239,MIN,@,GNB,L 10-24,3,6,2.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,4,130,32.50,0,0,0
68,1990,1990-11-04,8,28.246,MIN,,DEN,W 27-22,10,58,5.80,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,4,105,26.25,0,0,0
69,1990,1990-11-11,9,28.253,MIN,@,DET,W 17-7,12,45,3.75,0,,1,20,20.00,0,,,0,0,,0,0,0,,0,,,,1,22,22.00,0,0,0
70,1990,1990-11-18,10,28.260,MIN,@,SEA,W 24-21,16,99,6.19,1,,4,29,7.25,0,,,0,0,,0,0,0,,0,,,,3,53,17.67,0,1,6
71,1990,1990-11-25,11,28.267,MIN,,CHI,W 41-13,16,58,3.63,1,,1,17,17.00,1,,,0,0,,0,0,0,,0,,,,3,101,33.67,0,2,12
72,1990,1990-12-02,12,28.274,MIN,,GNB,W 23-7,12,35,2.92,0,,3,26,8.67,0,,,0,0,,0,0,0,,0,,,,1,24,24.00,0,0,0
73,1990,1990-12-09,13,28.281,MIN,@,NYG,L 15-23,15,78,5.20,0,,2,19,9.50,0,,,0,0,,0,0,0,,0,,,,4,50,12.50,0,0,0
74,1990,1990-12-16,14,28.288,MIN,@,TAM,L 13-26,7,32,4.57,1,,2,9,4.50,0,,,0,0,,0,0,0,,0,,,,3,64,21.33,0,1,6
75,1990,1990-12-22,15,28.294,MIN,,RAI,L 24-28,11,53,4.82,0,,1,11,11.00,0,,,0,0,,0,0,0,,0,,,,2,35,17.50,0,0,0
76,1990,1990-12-30,16,28.302,MIN,,SFO,L 17-20,13,63,4.85,1,,3,31,10.33,0,,,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,4,71,17.75,0,1,6
77,1991,1991-09-01,1,29.182,MIN,@,CHI,L 6-10,20,86,4.30,0,,3,11,3.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
78,1991,1991-09-08,2,29.189,MIN,@,ATL,W 20-19,25,125,5.00,0,,2,2,1.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,1991,1991-09-15,3,29.196,MIN,,SFO,W 17-14,25,72,2.88,1,,3,26,8.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
80,1991,1991-09-22,4,29.203,MIN,@,NOR,L 0-26,10,15,1.50,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1991,1991-09-29,5,29.210,MIN,,DEN,L 6-13,12,103,8.58,0,,3,17,5.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1991,1991-10-13,7,29.224,MIN,,PHO,W 34-7,12,30,2.50,1,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
83,1991,1991-10-20,8,29.231,MIN,@,NWE,L 23-26,6,7,1.17,1,,5,37,7.40,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
84,1991,1991-10-27,9,29.238,MIN,@,PHO,W 28-0,17,79,4.65,3,,1,4,4.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,3,18
85,1991,1991-11-03,10,29.245,MIN,,TAM,W 28-13,7,13,1.86,0,,5,30,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,1991,1991-11-11,11,29.253,MIN,,CHI,L 17-34,4,14,3.50,0,,4,33,8.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,1991,1991-11-17,12,29.259,MIN,@,GNB,W 35-21,20,95,4.75,1,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
88,1991,1991-11-24,13,29.266,MIN,,DET,L 14-34,9,28,3.11,1,,1,13,13.00,0,,,0,0,,0,0,0,,,,,,5,83,16.60,0,1,6
89,1991,1991-12-08,14,29.280,MIN,@,TAM,W 26-24,16,126,7.88,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
90,1991,1991-12-15,15,29.287,MIN,,RAM,W 20-14,8,14,1.75,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
91,1991,1991-12-21,16,29.293,MIN,,GNB,L 7-27,7,18,2.57,0,,1,2,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
92,1992,1992-09-06,1,30.187,PHI,,NOR,W 15-13,26,112,4.31,0,4,4,30,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,,,,2,35,17.50,0,1,6
93,1992,1992-09-13,2,30.194,PHI,@,PHO,W 31-14,28,115,4.11,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,,,1,34,34.00,0,0,0
94,1992,1992-09-20,3,30.201,PHI,,DEN,W 30-0,22,53,2.41,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0
95,1992,1992-10-05,4,30.216,PHI,,DAL,W 31-7,19,86,4.53,2,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,,,,0,0,,0,2,12
96,1992,1992-10-11,5,30.222,PHI,@,KAN,L 17-24,19,89,4.68,0,2,2,11,5.50,0,100.0%,5.50,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
97,1992,1992-10-18,6,30.229,PHI,@,WAS,L 12-16,7,8,1.14,0,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0
98,1992,1992-10-25,7,30.236,PHI,,PHO,W 7-3,20,112,5.60,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0
99,1992,1992-11-01,8,30.243,PHI,@,DAL,L 10-20,16,44,2.75,1,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,,,,0,0,,0,1,6
100,1992,1992-11-08,9,30.250,PHI,,RAI,W 31-10,20,47,2.35,2,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
101,1992,1992-11-15,10,30.257,PHI,@,GNB,L 24-27,12,47,3.92,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,,,,0,0,,0,1,6
102,1992,1992-11-22,11,30.264,PHI,@,NYG,W 47-34,10,61,6.10,1,5,4,79,19.75,1,80.0%,15.80,0,0,,0,0,0,,0,,,,0,0,,0,2,12
103,1992,1992-11-29,12,30.271,PHI,@,SFO,L 14-20,3,2,0.67,0,8,7,38,5.43,0,87.5%,4.75,0,0,,0,0,0,,0,,,,0,0,,0,0,0
104,1992,1992-12-06,13,30.278,PHI,,MIN,W 28-17,13,44,3.38,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
105,1992,1992-12-13,14,30.285,PHI,@,SEA,W 20-17,23,111,4.83,1,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,0,,,,0,0,,0,1,6
106,1992,1992-12-20,15,30.292,PHI,,WAS,W 17-13,13,35,2.69,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
107,1992,1992-12-27,16,30.299,PHI,,NYG,W 20-10,16,104,6.50,0,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0
108,1993,1993-09-05,1,31.186,PHI,,PHO,W 23-17,6,23,3.83,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
109,1993,1993-09-12,2,31.193,PHI,@,GNB,W 20-17,10,46,4.60,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0
110,1993,1993-09-19,3,31.200,PHI,,WAS,W 34-31,4,15,3.75,0,5,5,87,17.40,0,100.0%,17.40,0,0,,0,0,0,,0,,,,0,0,,0,0,0
111,1993,1993-10-03,4,31.214,PHI,@,NYJ,W 35-30,6,29,4.83,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,0,0,,0,1,6
112,1993,1993-10-10,5,31.221,PHI,,CHI,L 6-17,15,89,5.93,0,4,4,22,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0
113,1993,1993-10-17,6,31.228,PHI,@,NYG,L 10-21,15,58,3.87,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,,,,0,0,,0,0,0
114,1993,1993-10-31,7,31.242,PHI,,DAL,L 10-23,15,65,4.33,0,3,3,14,4.67,1,100.0%,4.67,0,0,,0,0,0,,0,,,,0,0,,0,1,6
115,1993,1993-11-07,8,31.249,PHI,@,PHO,L 3-16,8,39,4.88,0,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,,,,1,22,22.00,0,0,0
116,1993,1993-11-14,9,31.256,PHI,,MIA,L 14-19,12,35,2.92,0,8,7,44,6.29,0,87.5%,5.50,0,0,,0,0,0,,0,,,,1,30,30.00,0,0,0
117,1993,1993-11-21,10,31.263,PHI,,NYG,L 3-7,14,80,5.71,0,7,5,20,4.00,0,71.4%,2.86,0,0,,0,0,0,,0,,,,0,0,,0,0,0
118,1993,1993-11-28,11,31.270,PHI,@,WAS,W 17-14,9,45,5.00,0,10,10,103,10.30,0,100.0%,10.30,0,0,,0,0,0,,0,,,,0,0,,0,0,0
119,1993,1993-12-06,12,31.278,PHI,@,DAL,L 17-23,8,34,4.25,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,4,48,12.00,0,0,0
120,1993,1993-12-12,13,31.284,PHI,,BUF,L 7-10,9,28,3.11,0,15,11,109,9.91,0,73.3%,7.27,0,0,,0,0,0,,0,,,,0,0,,0,0,0
121,1993,1993-12-19,14,31.291,PHI,@,IND,W 20-10,18,79,4.39,0,7,6,29,4.83,0,85.7%,4.14,0,0,,0,0,0,,0,,,,0,0,,0,0,0
122,1993,1993-12-26,15,31.298,PHI,,NOR,W 37-26,16,56,3.50,0,5,4,32,8.00,1,80.0%,6.40,0,0,,0,0,0,,0,,,,0,0,,0,1,6
123,1993,1994-01-03,16,31.306,PHI,@,SFO,W 37-34,9,25,2.78,0,8,7,75,10.71,1,87.5%,9.38,0,0,,0,0,0,,0,,,,5,84,16.80,0,1,6
124,1994,1994-09-04,1,32.185,PHI,@,NYG,L 23-28,7,16,2.29,0,4,1,93,93.00,0,25.0%,23.25,0,0,,0,0,0,,,,,,0,0,,0,0,0
125,1994,1994-09-12,2,32.193,PHI,,CHI,W 30-22,19,72,3.79,0,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,,,,,0,0,,0,0,0
126,1994,1994-09-18,3,32.199,PHI,,GNB,W 13-7,8,16,2.00,0,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,,,,,0,0,,0,0,0
127,1994,1994-10-02,4,32.213,PHI,@,SFO,W 40-8,5,20,4.00,1,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
