ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2016,2016-09-25,3,24.101,IND,,SDG,W 26-22,,0,0,,0
2,2016,2016-10-02,4,24.108,IND,@,JAX,L 27-30,*,0,0,,0
3,2016,2016-10-09,5,24.115,IND,,CHI,W 29-23,,0,0,,0
4,2016,2016-10-16,6,24.122,IND,@,HOU,L 23-26,,1,10,10.00,0
5,2016,2016-10-23,7,24.129,IND,@,TEN,W 34-26,,0,0,,0
6,2016,2016-10-30,8,24.136,IND,,KAN,L 14-30,,0,0,,0
7,2016,2016-11-06,9,24.143,IND,@,GNB,W 31-26,,0,0,,0
8,2016,2016-12-18,14,24.185,IND,@,MIN,W 34-6,,0,0,,0
9,2017,2017-09-10,1,25.086,LAR,,IND,W 46-9,,0,0,,0
10,2017,2017-09-17,2,25.093,LAR,,WAS,L 20-27,,0,0,,0
11,2017,2017-09-21,3,25.097,LAR,@,SFO,W 41-39,,0,0,,0
12,2017,2017-10-01,4,25.107,LAR,@,DAL,W 35-30,,0,0,,0
13,2017,2017-10-08,5,25.114,LAR,,SEA,L 10-16,,0,0,,0
14,2017,2017-10-15,6,25.121,LAR,@,JAX,W 27-17,,0,0,,0
15,2017,2017-10-22,7,25.128,LAR,,ARI,W 33-0,,0,0,,0
16,2017,2017-11-05,8,25.142,LAR,@,NYG,W 51-17,,0,0,,0
17,2017,2017-11-12,9,25.149,LAR,,HOU,W 33-7,,0,0,,0
18,2017,2017-11-19,10,25.156,LAR,@,MIN,L 7-24,,0,0,,0
19,2017,2017-11-26,11,25.163,LAR,,NOR,W 26-20,,0,0,,0
20,2017,2017-12-03,12,25.170,LAR,@,ARI,W 32-16,,0,0,,0
21,2017,2017-12-10,13,25.177,LAR,,PHI,L 35-43,,0,0,,0
22,2017,2017-12-17,14,25.184,LAR,@,SEA,W 42-7,,0,0,,0
23,2017,2017-12-24,15,25.191,LAR,@,TEN,W 27-23,,0,0,,0
24,2017,2017-12-31,16,25.198,LAR,,SFO,L 13-34,*,0,0,,0
25,2018,2018-09-10,1,26.086,LAR,@,OAK,W 33-13,*,0,0,,0
26,2018,2018-09-16,2,26.092,LAR,,ARI,W 34-0,*,0,0,,0
27,2018,2018-09-23,3,26.099,LAR,,LAC,W 35-23,*,0,0,,0
28,2018,2018-09-27,4,26.103,LAR,,MIN,W 38-31,*,0,0,,0
