ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1986,1986-09-07,1,26.030,HOU,@,GNB,W 31-3,0,0,,0,1.0
2,1986,1986-09-21,3,26.044,HOU,@,KAN,L 13-27,0,0,,0,
3,1986,1986-09-28,4,26.051,HOU,,PIT,L 16-22,0,0,,0,
4,1986,1986-10-05,5,26.058,HOU,@,DET,L 13-24,0,0,,0,
5,1986,1986-10-12,6,26.065,HOU,,CHI,L 7-20,0,0,,0,
6,1986,1986-10-19,7,26.072,HOU,@,CIN,L 28-31,0,0,,0,
7,1986,1986-10-26,8,26.079,HOU,,RAI,L 17-28,0,0,,0,
8,1986,1986-11-02,9,26.086,HOU,@,MIA,L 7-28,0,0,,0,
9,1986,1986-11-09,10,26.093,HOU,,CIN,W 32-28,0,0,,0,
10,1986,1986-11-16,11,26.100,HOU,@,PIT,L 10-21,0,0,,0,
11,1986,1986-11-23,12,26.107,HOU,,IND,W 31-17,0,0,,0,
12,1986,1986-11-30,13,26.114,HOU,@,CLE,L 10-13,0,0,,0,
13,1986,1986-12-07,14,26.121,HOU,@,SDG,L 0-27,1,0,0.00,0,0.0
14,1986,1986-12-14,15,26.128,HOU,,MIN,W 23-10,0,0,,0,
15,1986,1986-12-21,16,26.135,HOU,,BUF,W 16-7,0,0,,0,
