ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1987,1987-10-04,3,25.100,IND,@,BUF,W 47-6,2,17,8.50,1,1,6
2,1987,1987-10-11,4,25.107,IND,,NYJ,W 6-0,0,0,,0,,
3,1987,1987-10-18,5,25.114,IND,@,PIT,L 7-21,1,8,8.00,0,0,0
