ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1983,1983-10-09,6,23.103,BAL,,NWE,W 12-7,,,,,,,
2,1983,1983-10-16,7,23.110,BAL,,BUF,L 7-30,,,,,,,
3,1983,1983-10-23,8,23.117,BAL,,MIA,L 7-21,,,,,,,
4,1983,1983-10-30,9,23.124,BAL,@,PHI,W 22-21,,,,,,,
5,1983,1983-11-06,10,23.131,BAL,@,NYJ,W 17-14,,,,,,,
6,1983,1983-11-13,11,23.138,BAL,,PIT,L 13-24,,,,,,,
7,1983,1983-11-20,12,23.145,BAL,@,MIA,L 0-37,,,,,,,
8,1983,1983-11-27,13,23.152,BAL,@,CLE,L 23-41,,,,,,,
9,1983,1983-12-04,14,23.159,BAL,,NYJ,L 6-10,,,,,,,
10,1983,1983-12-11,15,23.166,BAL,@,DEN,L 19-21,,,,,,,
11,1983,1983-12-18,16,23.173,BAL,,HOU,W 20-10,,,,,,,
12,1984,1984-09-02,1,24.066,IND,,NYJ,L 14-23,,,,,,,
13,1984,1984-09-09,2,24.073,IND,@,HOU,W 35-21,,,,,,,
14,1984,1984-09-16,3,24.080,IND,,STL,L 33-34,,,,,,,
15,1984,1984-09-23,4,24.087,IND,@,MIA,L 7-44,,,,,,,
16,1984,1984-09-30,5,24.094,IND,,BUF,W 31-17,,,,,,,
17,1984,1984-10-07,6,24.101,IND,,WAS,L 7-35,,,,,,,
18,1984,1984-10-21,8,24.115,MIN,,DET,L 14-16,,,,,,,
19,1984,1984-10-28,9,24.122,MIN,@,CHI,L 7-16,,,,,,,
20,1984,1984-11-04,10,24.129,MIN,,TAM,W 27-24,,,,,,,
21,1984,1984-11-11,11,24.136,MIN,@,GNB,L 17-45,,,,,,,
22,1984,1984-11-18,12,24.143,MIN,@,DEN,L 21-42,,,,,,,
23,1984,1984-11-25,13,24.150,MIN,,CHI,L 3-34,,,,,,,
24,1984,1984-11-29,14,24.154,MIN,,WAS,L 17-31,,,,,,,
25,1984,1984-12-08,15,24.163,MIN,@,SFO,L 7-51,,,,,,,
26,1984,1984-12-16,16,24.171,MIN,,GNB,L 14-38,,,,,,,
27,1987,1987-09-13,1,27.077,SEA,@,DEN,L 17-40,,,,,,,
28,1987,1987-09-20,2,27.084,SEA,,KAN,W 43-14,,,,,,,
29,1987,1987-10-25,6,27.119,SEA,@,RAI,W 35-13,,,,,,,
30,1987,1987-11-01,7,27.126,SEA,,MIN,W 28-17,,,,,,,
31,1987,1987-11-09,8,27.134,SEA,@,NYJ,L 14-30,,,,,,,
32,1987,1987-11-15,9,27.140,SEA,,GNB,W 24-13,,,,,,,
33,1987,1987-11-22,10,27.147,SEA,,SDG,W 34-3,,,,,,,
34,1987,1987-11-30,11,27.155,SEA,,RAI,L 14-37,,,,,,,
35,1987,1987-12-06,12,27.161,SEA,@,PIT,L 9-13,,,,,,,
36,1987,1987-12-13,13,27.168,SEA,,DEN,W 28-21,,,,,,,
37,1987,1987-12-20,14,27.175,SEA,@,CHI,W 34-21,,,,,,,
38,1987,1987-12-27,15,27.182,SEA,@,KAN,L 20-41,,,,,,,
39,1988,1988-09-04,1,28.068,SEA,@,DEN,W 21-14,,,,,,,
40,1988,1988-09-11,2,28.075,SEA,,KAN,W 31-10,,,,,,,
41,1988,1988-09-18,3,28.082,SEA,@,SDG,L 6-17,,,,,,,
42,1988,1988-09-25,4,28.089,SEA,,SFO,L 7-38,,,,,,,
43,1988,1988-10-02,5,28.096,SEA,@,ATL,W 31-20,,,,,,,
44,1988,1988-10-09,6,28.103,SEA,@,CLE,W 16-10,,,,,,,
45,1988,1988-10-16,7,28.110,SEA,,NOR,L 19-20,,,,,,,
46,1988,1988-10-23,8,28.117,SEA,@,RAM,L 10-31,,,,,,,
47,1988,1988-10-30,9,28.124,SEA,,SDG,W 17-14,,,,,,,
48,1988,1988-11-06,10,28.131,SEA,,BUF,L 3-13,,,,,,,
49,1988,1988-11-13,11,28.138,SEA,,HOU,W 27-24,,,,,,,
50,1988,1988-11-20,12,28.145,SEA,@,KAN,L 24-27,,,,,,,
51,1988,1988-11-28,13,28.153,SEA,,RAI,W 35-27,,,,,,,
52,1988,1988-12-04,14,28.159,SEA,@,NWE,L 7-13,,,,,,,
53,1988,1988-12-11,15,28.166,SEA,,DEN,W 42-14,,,,,,,
54,1988,1988-12-18,16,28.173,SEA,@,RAI,W 43-37,,,,,,,
55,1989,1989-09-10,1,29.074,SEA,@,PHI,L 7-31,,0,0,,0,,
56,1989,1989-09-17,2,29.081,SEA,,PHO,L 24-34,,0,0,,0,,
57,1989,1989-09-24,3,29.088,SEA,@,NWE,W 24-3,,0,0,,0,,
58,1989,1989-10-01,4,29.095,SEA,@,RAI,W 24-20,,0,0,,0,,
59,1989,1989-10-08,5,29.102,SEA,,KAN,L 16-20,,0,0,,0,,
60,1989,1989-10-15,6,29.109,SEA,@,SDG,W 17-16,,0,0,,0,,
61,1989,1989-10-22,7,29.116,SEA,,DEN,L 21-24,,0,0,,0,,
62,1989,1989-10-29,8,29.123,SEA,,SDG,W 10-7,,0,0,,0,,
63,1989,1989-11-05,9,29.130,SEA,@,KAN,L 10-20,,1,5,5.00,0,,
64,1989,1989-11-12,10,29.137,SEA,,CLE,L 7-17,,0,0,,0,,
65,1989,1989-11-19,11,29.144,SEA,@,NYG,L 3-15,,0,0,,0,,
66,1989,1989-11-26,12,29.151,SEA,@,DEN,L 14-41,,0,0,,0,,
67,1989,1989-12-04,13,29.159,SEA,,BUF,W 17-16,,0,0,,0,,
68,1989,1989-12-10,14,29.165,SEA,@,CIN,W 24-17,,0,0,,0,,
69,1989,1989-12-17,15,29.172,SEA,,RAI,W 23-17,,0,0,,0,,
70,1989,1989-12-23,16,29.178,SEA,,WAS,L 0-29,,0,0,,0,,
71,1990,1990-09-09,1,30.073,SEA,@,CHI,L 0-17,,,,,,,
72,1990,1990-09-16,2,30.080,SEA,,RAI,L 13-17,,,,,,,
73,1990,1990-09-23,3,30.087,SEA,@,DEN,L 31-34,,,,,,,
74,1990,1990-10-01,4,30.095,SEA,,CIN,W 31-16,,,,,,,
75,1990,1990-10-07,5,30.101,SEA,@,NWE,W 33-20,,,,,,,
76,1990,1990-10-14,6,30.108,SEA,@,RAI,L 17-24,,,,,,,
77,1990,1990-10-21,7,30.115,SEA,,KAN,W 19-7,,,,,,,
78,1990,1990-11-04,8,30.129,SEA,,SDG,L 14-31,,,,,,,
79,1990,1990-11-11,9,30.136,SEA,@,KAN,W 17-16,,,,,,,
80,1990,1990-11-18,10,30.143,SEA,,MIN,L 21-24,,,,,,,
81,1990,1990-11-25,11,30.150,SEA,@,SDG,W 13-10,,,,,,,
82,1990,1990-12-02,12,30.157,SEA,,HOU,W 13-10,,,,,,,
83,1990,1990-12-09,13,30.164,SEA,@,GNB,W 20-14,,,,,,,
84,1990,1990-12-16,14,30.171,SEA,@,MIA,L 17-24,,,,,,,
85,1990,1990-12-23,15,30.178,SEA,,DEN,W 17-12,,,,,,,
