ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,22.105,MIN,@,KAN,L 21-24,0,0,,0,,,,,,,,0,0,,0,,
2,1990,1990-09-16,2,22.112,MIN,,NOR,W 32-3,5,10,2.00,0,,0,0,,0,,,0,0,,0,0,0
3,1990,1990-09-23,3,22.119,MIN,@,CHI,L 16-19,0,0,,0,,0,0,,0,,,1,16,16.00,0,0,0
4,1990,1990-09-30,4,22.126,MIN,,TAM,L 20-23,0,0,,0,,,,,,,,0,0,,0,,
5,1990,1990-10-07,5,22.133,MIN,,DET,L 27-34,0,0,,0,,,,,,,,0,0,,0,,
6,1990,1990-10-15,6,22.141,MIN,@,PHI,L 24-32,0,0,,0,,,,,,,,0,0,,0,,
7,1990,1990-10-28,7,22.154,MIN,@,GNB,L 10-24,1,4,4.00,0,,0,0,,0,,,0,0,,0,0,0
8,1990,1990-11-04,8,22.161,MIN,,DEN,W 27-22,0,0,,0,,,,,,,,0,0,,0,,
9,1990,1990-11-11,9,22.168,MIN,@,DET,W 17-7,0,0,,0,,,,,,,,0,0,,0,,
10,1990,1990-11-18,10,22.175,MIN,@,SEA,W 24-21,0,0,,0,,,,,,,,0,0,,0,,
11,1990,1990-11-25,11,22.182,MIN,,CHI,W 41-13,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0
12,1990,1990-12-02,12,22.189,MIN,,GNB,W 23-7,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0
13,1990,1990-12-09,13,22.196,MIN,@,NYG,L 15-23,0,0,,0,,,,,,,,0,0,,0,,
14,1990,1990-12-16,14,22.203,MIN,@,TAM,L 13-26,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0
15,1990,1990-12-30,16,22.217,MIN,,SFO,L 17-20,0,0,,0,,,,,,,,0,0,,0,,
16,1991,1991-11-17,11,23.174,NOR,@,SDG,L 21-24,,,,,,,,,,,,,,,,,
17,1991,1991-11-24,12,23.181,NOR,,ATL,L 20-23,,,,,,,,,,,,,,,,,
18,1991,1991-12-01,13,23.188,NOR,@,SFO,L 24-38,,,,,,,,,,,,,,,,,
19,1991,1991-12-08,14,23.195,NOR,@,DAL,L 14-23,,,,,,,,,,,,,,,,,
20,1991,1991-12-16,15,23.203,NOR,,RAI,W 27-0,,,,,,,,,,,,,,,,,
21,1991,1991-12-22,16,23.209,NOR,@,PHO,W 27-3,,,,,,,,,,,,,,,,,
22,1994,1994-09-04,1,26.100,WAS,,SEA,L 7-28,0,0,,0,,0,0,,0,0.0%,,,,,,0,
23,1994,1994-09-11,2,26.107,WAS,@,NOR,W 38-24,0,0,,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
24,1994,1994-09-18,3,26.114,WAS,@,NYG,L 23-31,0,0,,0,,0,0,,0,0.0%,,,,,,0,
25,1994,1994-10-09,6,26.135,WAS,@,PHI,L 17-21,1,2,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
26,1994,1994-10-16,7,26.142,WAS,,ARI,L 16-19,0,0,,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
27,1994,1994-10-23,8,26.149,WAS,@,IND,W 41-27,1,5,5.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
28,1994,1994-10-30,9,26.156,WAS,,PHI,L 29-31,0,0,,0,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0
29,1994,1994-11-06,10,26.163,WAS,,SFO,L 22-37,1,2,2.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
30,1994,1994-11-20,11,26.177,WAS,@,DAL,L 7-31,3,8,2.67,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0
31,1994,1994-11-27,12,26.184,WAS,,NYG,L 19-21,0,0,,0,4,0,0,,0,0.0%,0.00,,,,,0,
32,1994,1994-12-04,13,26.191,WAS,@,TAM,L 21-26,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
33,1994,1994-12-11,14,26.198,WAS,@,ARI,L 15-17,0,0,,0,,0,0,,0,0.0%,,,,,,0,
34,1994,1994-12-18,15,26.205,WAS,,TAM,L 14-17,1,7,7.00,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0
35,1994,1994-12-24,16,26.211,WAS,@,RAM,W 24-21,3,24,8.00,0,5,3,8,2.67,0,60.0%,1.60,0,0,,0,0,0
36,1995,1995-09-03,1,27.099,WAS,,ARI,W 27-7,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
37,1995,1995-09-10,2,27.106,WAS,,OAK,L 8-20,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
38,1995,1995-09-24,4,27.120,WAS,@,TAM,L 6-14,0,0,,0,,,,,,0.0%,,,,,,,
39,1995,1995-10-01,5,27.127,WAS,,DAL,W 27-23,0,0,,0,,,,,,0.0%,,,,,,,
40,1995,1995-10-08,6,27.134,WAS,@,PHI,L 34-37,0,0,,0,,,,,,0.0%,,,,,,,
41,1995,1995-10-15,7,27.141,WAS,@,ARI,L 20-24,0,0,,0,,,,,,0.0%,,,,,,,
42,1996,1996-09-01,1,28.097,ARI,@,IND,L 13-20,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
