ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1971,1971-12-19,14,22.117,PIT,,RAM,L 14-23,,,,
2,1972,1972-09-17,1,23.024,PIT,,OAK,W 34-28,,,,
3,1972,1972-09-24,2,23.031,PIT,@,CIN,L 10-15,1,8,8.00,0
4,1972,1972-10-01,3,23.038,PIT,@,STL,W 25-19,1,22,22.00,0
5,1972,1972-10-08,4,23.045,PIT,@,DAL,L 13-17,,,,
6,1972,1972-10-15,5,23.052,PIT,,HOU,W 24-7,,,,
7,1972,1972-10-22,6,23.059,PIT,,NWE,W 33-3,1,14,14.00,0
8,1972,1972-10-29,7,23.066,PIT,@,BUF,W 38-21,,,,
9,1972,1972-11-05,8,23.073,PIT,,CIN,W 40-17,,,,
10,1972,1972-11-12,9,23.080,PIT,,KAN,W 16-7,,,,
11,1972,1972-11-19,10,23.087,PIT,@,CLE,L 24-26,,,,
12,1972,1972-11-26,11,23.094,PIT,,MIN,W 23-10,,,,
13,1972,1972-12-03,12,23.101,PIT,,CLE,W 30-0,,,,
14,1972,1972-12-10,13,23.108,PIT,@,HOU,W 9-3,,,,
15,1972,1972-12-17,14,23.115,PIT,@,SDG,W 24-2,3,42,14.00,0
