ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-10-13,6,23.021,SDG,,KAN,W 35-34,,,,,,,,,,,0.0%,,,,,,,,,,
2,2002,2002-10-20,7,23.028,SDG,@,OAK,W 27-21,,,,,,,,,,,0.0%,,,,,,,,,,
3,2002,2002-11-03,8,23.042,SDG,,NYJ,L 13-44,,,,,,0,,,,,0.0%,,,,,,,,,,
4,2002,2002-11-17,10,23.056,SDG,,SFO,W 20-17,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
5,2002,2002-11-24,11,23.063,SDG,@,MIA,L 3-30,,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
6,2002,2002-12-01,12,23.070,SDG,,DEN,W 30-27,,,,,,0,,,,,0.0%,,,,,,,,,,
7,2002,2002-12-08,13,23.077,SDG,,OAK,L 7-27,,1,1,1.00,0,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,,
8,2002,2002-12-15,14,23.084,SDG,@,BUF,L 13-20,,,,,,,,,,,0.0%,,,,,,,,,,
9,2002,2002-12-22,15,23.091,SDG,@,KAN,L 22-24,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
10,2002,2002-12-29,16,23.098,SDG,,SEA,L 28-31,,,,,,,,,,,0.0%,,,,,,,,,,
11,2003,2003-09-07,1,23.350,SDG,@,KAN,L 14-27,,,,,,0,,,,,0.0%,,,,,,,,,,
12,2003,2003-09-14,2,23.357,SDG,,DEN,L 13-37,,0,0,,0,3,3,38,12.67,0,100.0%,12.67,0,0,,0,0,0,0.0,,
13,2003,2003-09-21,3,23.364,SDG,,BAL,L 10-24,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
14,2003,2003-09-28,4,24.006,SDG,@,OAK,L 31-34,,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
15,2003,2003-10-05,5,24.013,SDG,@,JAX,L 21-27,,0,0,,0,,0,0,,0,0.0%,,1,8,8.00,0,0,0,0.0,,
16,2003,2003-10-19,6,24.027,SDG,@,CLE,W 26-20,,,,,,0,,,,,0.0%,,,,,,,,,,
17,2003,2003-10-27,7,24.035,SDG,,MIA,L 10-26,,,,,,,,,,,0.0%,,,,,,,,,,
18,2003,2003-11-02,8,24.041,SDG,@,CHI,L 7-20,,1,0,0.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,,
19,2003,2003-11-09,9,24.048,SDG,,MIN,W 42-28,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
20,2003,2003-11-16,10,24.055,SDG,@,DEN,L 8-37,,,,,,0,,,,,0.0%,,,,,,,,,,
21,2003,2003-11-23,11,24.062,SDG,,CIN,L 27-34,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
22,2003,2003-11-30,12,24.069,SDG,,KAN,L 24-28,,,,,,,,,,,0.0%,,,,,,,,,,
23,2003,2003-12-07,13,24.076,SDG,@,DET,W 14-7,,,,,,0,,,,,0.0%,,,,,,,,,,
24,2003,2003-12-14,14,24.083,SDG,,GNB,L 21-38,,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0,0.0,,
25,2003,2003-12-21,15,24.090,SDG,@,PIT,L 24-40,,,,,,0,,,,,0.0%,,,,,,,,,,
26,2003,2003-12-28,16,24.097,SDG,,OAK,W 21-14,,,,,,0,,,,,0.0%,,,,,,,,,,
27,2004,2004-09-12,1,24.356,SDG,@,HOU,W 27-20,,,,,,0,,,,,0.0%,,,,,,,,,,
28,2004,2004-09-19,2,24.363,SDG,,NYJ,L 28-34,,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
29,2004,2004-09-26,3,25.004,SDG,@,DEN,L 13-23,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,0.0,,
30,2004,2004-10-03,4,25.011,SDG,,TEN,W 38-17,,3,23,7.67,1,0,0,0,,0,0.0%,,1,19,19.00,0,1,6,0.0,,
31,2004,2004-10-10,5,25.018,SDG,,JAX,W 34-21,,11,103,9.36,1,1,1,17,17.00,0,100.0%,17.00,0,0,,0,1,6,0.0,,
32,2004,2004-10-17,6,25.025,SDG,@,ATL,L 20-21,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
33,2004,2004-10-24,7,25.032,SDG,@,CAR,W 17-6,,8,69,8.63,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,,
34,2004,2004-10-31,8,25.039,SDG,,OAK,W 42-14,,12,69,5.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
35,2004,2004-11-07,9,25.046,SDG,,NOR,W 43-17,,7,51,7.29,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
36,2004,2004-11-21,10,25.060,SDG,@,OAK,W 23-17,,,,,,,,,,,0.0%,,,,,,,,,,
37,2004,2004-11-28,11,25.067,SDG,@,KAN,W 34-31,,,,,,0,,,,,0.0%,,,,,,,,,,
38,2004,2004-12-05,12,25.074,SDG,,DEN,W 20-17,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
39,2004,2004-12-12,13,25.081,SDG,,TAM,W 31-24,,0,0,,0,0,0,0,,0,0.0%,,3,70,23.33,0,0,0,0.0,,
40,2004,2004-12-19,14,25.088,SDG,@,CLE,W 21-0,,14,48,3.43,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
41,2004,2004-12-26,15,25.095,SDG,@,IND,L 31-34,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
42,2007,2007-09-09,1,27.352,MIA,@,WAS,L 13-16,,7,15,2.14,0,7,6,48,8.00,0,85.7%,6.86,0,0,,0,0,0,0.0,,
43,2007,2007-09-16,2,27.359,MIA,,DAL,L 20-37,,3,27,9.00,0,4,4,15,3.75,0,100.0%,3.75,0,0,,0,0,0,0.0,,
44,2007,2007-09-23,3,28.001,MIA,@,NYJ,L 28-31,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
45,2007,2007-09-30,4,28.008,MIA,,OAK,L 17-35,,3,2,0.67,0,0,0,0,,0,0.0%,,1,21,21.00,0,0,0,0.0,,
46,2007,2007-10-07,5,28.015,MIA,@,HOU,L 19-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
47,2007,2007-10-14,6,28.022,MIA,@,CLE,L 31-41,,0,0,,0,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,0.0,,
48,2007,2007-10-21,7,28.029,MIA,,NWE,L 28-49,,7,73,10.43,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,6,0.0,,
49,2007,2007-10-28,8,28.036,MIA,,NYG,L 10-13,*,16,79,4.94,0,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,0.0,,
50,2007,2007-11-11,9,28.050,MIA,,BUF,L 10-13,*,27,124,4.59,0,6,5,25,5.00,0,83.3%,4.17,0,0,,0,0,0,0.0,,
51,2007,2007-11-18,10,28.057,MIA,@,PHI,L 7-17,*,22,72,3.27,0,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,0.0,,
52,2007,2007-11-26,11,28.065,MIA,@,PIT,L 0-3,*,11,17,1.55,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,,0,0,0,0.0,,
53,2007,2007-12-02,12,28.071,MIA,,NYJ,L 13-40,*,11,26,2.36,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,,
54,2007,2007-12-23,15,28.092,MIA,@,NWE,L 7-28,*,9,38,4.22,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,0.0,,
55,2007,2007-12-30,16,28.099,MIA,,CIN,L 25-38,,12,42,3.50,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
56,2008,2008-10-12,5,29.020,NYJ,,CIN,W 26-14,,1,0,0.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,1
57,2008,2008-10-19,6,29.027,NYJ,@,OAK,L 13-16,,,,,,,,,,,0.0%,,,,,,,,,,
