ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2008,2008-11-02,8,25.133,OAK,,ATL,L 0-24,,,,,,,0.0%,,,,
2,2008,2008-11-09,9,25.140,OAK,,CAR,L 6-17,,,,,,,0.0%,,,,
3,2008,2008-11-16,10,25.147,OAK,@,MIA,L 15-17,,,,,,,0.0%,,,,
4,2008,2008-11-23,11,25.154,OAK,@,DEN,W 31-10,,,,,,,0.0%,,,,
5,2008,2008-11-30,12,25.161,OAK,,KAN,L 13-20,,0,,,,,0.0%,,,,
6,2008,2008-12-04,13,25.165,OAK,@,SDG,L 7-34,,,,,,,0.0%,,,,
7,2008,2008-12-21,15,25.182,OAK,,HOU,W 27-16,,,,,,,0.0%,,,,
8,2008,2008-12-28,16,25.189,OAK,@,TAM,W 31-24,,1,,,,,0.0%,,,,
9,2009,2009-09-14,1,26.084,OAK,,SDG,L 20-24,,1,0,0,,0,0.0%,0.00,0.0,0,0
10,2009,2009-09-20,2,26.090,OAK,@,KAN,W 13-10,,3,1,28,28.00,0,33.3%,9.33,0.0,0,0
11,2009,2009-09-27,3,26.097,OAK,,DEN,L 3-23,,,,,,,0.0%,,,,
12,2009,2009-10-04,4,26.104,OAK,@,HOU,L 6-29,*,4,2,20,10.00,0,50.0%,5.00,0.0,0,0
13,2009,2009-10-11,5,26.111,OAK,@,NYG,L 7-44,,1,,,,,0.0%,,,,
14,2009,2009-10-18,6,26.118,OAK,,PHI,W 13-9,,2,1,4,4.00,0,50.0%,2.00,0.0,0,0
15,2009,2009-10-25,7,26.125,OAK,,NYJ,L 0-38,,4,1,7,7.00,0,25.0%,1.75,0.0,0,0
16,2009,2009-11-01,8,26.132,OAK,@,SDG,L 16-24,,,,,,,0.0%,,,,
17,2009,2009-12-06,12,26.167,OAK,@,PIT,W 27-24,,2,1,12,12.00,0,50.0%,6.00,0.0,0,0
18,2009,2009-12-13,13,26.174,OAK,,WAS,L 13-34,,0,0,0,,0,0.0%,,0.0,0,0
19,2009,2009-12-20,14,26.181,OAK,@,DEN,W 20-19,,,,,,,0.0%,,,,
20,2009,2009-12-27,15,26.188,OAK,@,CLE,L 9-23,,2,2,19,9.50,0,100.0%,9.50,0.0,1,0
21,2009,2010-01-03,16,26.195,OAK,,BAL,L 13-21,,,,,,,0.0%,,,,
