ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
42,1978,1978-12-03,14,25.303,CIN,,ATL,W 37-7,4,5,80.0,1,2,50.0,0,7,1,41,41.00,0
43,1978,1978-12-11,15,25.311,CIN,@,RAM,W 20-19,2,2,100.0,2,3,66.7,0,8,0,0,,0
44,1978,1978-12-17,16,25.317,CIN,,CLE,W 48-16,6,6,100.0,2,2,100.0,0,12,0,0,,0
45,1979,1979-09-02,1,26.211,CIN,@,DEN,L 0-10,,,,,,,,,,,,
46,1979,1979-09-09,2,26.218,CIN,@,BUF,L 24-51,3,3,100.0,1,1,100.0,0,6,0,0,,0
47,1979,1979-09-16,3,26.225,CIN,,NWE,L 14-20,2,2,100.0,,1,0.0,0,2,0,0,,0
48,1979,1979-09-23,4,26.232,CIN,,HOU,L 27-30,3,3,100.0,2,4,50.0,0,9,0,0,,0
49,1979,1979-09-30,5,26.239,CIN,@,DAL,L 13-38,1,1,100.0,2,2,100.0,0,7,0,0,,0
50,1979,1979-10-07,6,26.246,CIN,,KAN,L 7-10,1,1,100.0,,1,0.0,0,1,0,0,,0
51,1979,1979-10-14,7,26.253,CIN,,PIT,W 34-10,4,5,80.0,,1,0.0,0,4,0,0,,0
52,1979,1979-10-21,8,26.260,CIN,@,CLE,L 27-28,3,4,75.0,,1,0.0,0,3,0,0,,0
53,1979,1979-10-28,9,26.267,CIN,,PHI,W 37-13,4,4,100.0,3,3,100.0,0,13,0,0,,0
54,1979,1979-11-04,10,26.274,CIN,@,BAL,L 28-38,4,4,100.0,,1,0.0,0,4,0,0,,0
55,1979,1979-11-11,11,26.281,CIN,,SDG,L 24-26,3,3,100.0,1,1,100.0,0,6,0,0,,0
56,1979,1979-11-18,12,26.288,CIN,@,HOU,L 21-42,3,3,100.0,,,,0,3,,,,
57,1979,1979-11-25,13,26.295,CIN,,STL,W 34-28,4,4,100.0,2,3,66.7,0,10,0,0,,0
58,1979,1979-12-02,14,26.302,CIN,@,PIT,L 17-37,2,2,100.0,1,2,50.0,0,5,0,0,,0
59,1979,1979-12-09,15,26.309,CIN,@,WAS,L 14-28,2,2,100.0,,,,0,2,,,,
60,1979,1979-12-16,16,26.316,CIN,,CLE,W 16-12,1,1,100.0,1,2,50.0,0,4,0,0,,0
61,1980,1980-09-07,1,27.217,OAK,@,KAN,W 27-14,3,3,100.0,2,3,66.7,0,9,0,0,,0
62,1980,1980-09-14,2,27.224,OAK,@,SDG,L 24-30,3,3,100.0,1,6,16.7,0,6,0,0,,0
63,1980,1980-09-21,3,27.231,OAK,,WAS,W 24-21,3,3,100.0,1,2,50.0,0,6,0,0,,0
64,1980,1980-09-28,4,27.238,OAK,@,BUF,L 7-24,1,1,100.0,,,,0,1,,,,
65,1980,1980-10-05,5,27.245,OAK,,KAN,L 17-31,2,2,100.0,1,2,50.0,0,5,0,0,,0
66,1980,1980-10-12,6,27.252,OAK,,SDG,W 38-24,5,5,100.0,1,1,100.0,0,8,0,0,,0
67,1980,1980-10-20,7,27.260,OAK,@,PIT,W 45-34,6,6,100.0,1,1,100.0,0,9,0,0,,0
68,1980,1980-10-26,8,27.266,OAK,,SEA,W 33-14,3,3,100.0,4,5,80.0,0,15,0,0,,0
69,1980,1980-11-02,9,27.273,OAK,,MIA,W 16-10,1,2,50.0,1,1,100.0,0,4,0,0,,0
70,1980,1980-11-09,10,27.280,OAK,,CIN,W 28-17,4,4,100.0,,1,0.0,0,4,0,0,,0
71,1980,1980-11-17,11,27.288,OAK,@,SEA,W 19-17,2,2,100.0,1,1,100.0,0,5,0,0,,0
72,1980,1980-11-23,12,27.294,OAK,@,PHI,L 7-10,1,1,100.0,,1,0.0,0,1,0,0,,0
73,1980,1980-12-01,13,27.302,OAK,,DEN,W 9-3,,1,0.0,1,5,20.0,0,3,0,0,,0
74,1980,1980-12-07,14,27.308,OAK,,DAL,L 13-19,1,1,100.0,2,3,66.7,0,7,0,0,,0
75,1980,1980-12-14,15,27.315,OAK,@,DEN,W 24-21,3,3,100.0,1,2,50.0,0,6,0,0,,0
76,1980,1980-12-21,16,27.322,OAK,@,NYG,W 33-17,3,4,75.0,2,3,66.7,0,9,0,0,,0
77,1981,1981-09-06,1,28.215,OAK,@,DEN,L 7-9,1,1,100.0,,1,0.0,0,1,1,32,32.00,0
78,1981,1981-09-14,2,28.223,OAK,@,MIN,W 36-10,3,5,60.0,1,1,100.0,0,6,0,0,,0
79,1981,1981-09-20,3,28.229,OAK,,SEA,W 20-10,2,3,66.7,,1,0.0,0,2,0,0,,0
80,1981,1981-09-27,4,28.236,OAK,@,DET,L 0-16,,,,,1,0.0,0,0,1,11,11.00,0
81,1981,1981-10-04,5,28.243,OAK,,DEN,L 0-17,,,,,1,0.0,0,0,0,0,,0
82,1981,1981-10-11,6,28.250,OAK,@,KAN,L 0-27,,,,,,,,,,,,
83,1981,1981-10-18,7,28.257,OAK,,TAM,W 18-16,1,1,100.0,3,4,75.0,0,10,0,0,,0
84,1981,1981-10-25,8,28.264,OAK,,KAN,L 17-28,2,2,100.0,1,2,50.0,0,5,0,0,,0
85,1981,1981-11-01,9,28.271,OAK,,NWE,W 27-17,3,3,100.0,2,3,66.7,0,9,0,0,,0
86,1981,1981-11-08,10,28.278,OAK,@,HOU,L 16-17,1,1,100.0,3,5,60.0,0,10,0,0,,0
87,1981,1981-11-15,11,28.285,OAK,@,MIA,W 33-17,4,4,100.0,1,1,100.0,0,7,0,0,,0
88,1981,1981-11-22,12,28.292,OAK,,SDG,L 21-55,3,3,100.0,,,,0,3,,,,
89,1981,1981-11-29,13,28.299,OAK,@,SEA,W 32-31,3,4,75.0,1,1,100.0,0,6,0,0,,0
90,1981,1981-12-07,14,28.307,OAK,,PIT,W 30-27,3,4,75.0,1,1,100.0,0,6,0,0,,0
91,1981,1981-12-13,15,28.313,OAK,,CHI,L 6-23,,1,0.0,,1,0.0,0,0,0,0,,0
92,1981,1981-12-21,16,28.321,OAK,@,SDG,L 10-23,1,1,100.0,1,1,100.0,0,4,0,0,,0
93,1982,1982-09-12,1,29.221,RAI,@,SFO,W 23-17,2,2,100.0,3,3,100.0,0,11,0,0,,0
94,1982,1982-09-19,2,29.228,RAI,@,ATL,W 38-14,5,5,100.0,1,2,50.0,0,8,0,0,,0
95,1982,1982-11-22,3,29.292,RAI,,SDG,W 28-24,4,4,100.0,,1,0.0,0,4,0,0,,0
96,1982,1982-11-28,4,29.298,RAI,@,CIN,L 17-31,2,2,100.0,1,1,100.0,0,5,0,0,,0
97,1982,1982-12-05,5,29.305,RAI,,SEA,W 28-23,4,4,100.0,,1,0.0,0,4,0,0,,0
98,1982,1982-12-12,6,29.312,RAI,@,KAN,W 21-16,3,3,100.0,,2,0.0,0,3,0,0,,0
99,1982,1982-12-18,7,29.318,RAI,,RAM,W 37-31,4,5,80.0,1,2,50.0,0,7,0,0,,0
100,1982,1982-12-26,8,29.326,RAI,,DEN,W 27-10,3,3,100.0,2,2,100.0,0,9,0,0,,0
101,1982,1983-01-02,9,29.333,RAI,@,SDG,W 41-34,5,5,100.0,2,2,100.0,0,11,0,0,,0
102,1983,1983-09-04,1,30.213,RAI,@,CIN,W 20-10,2,2,100.0,2,2,100.0,0,8,0,0,,0
103,1983,1983-09-11,2,30.220,RAI,,HOU,W 20-6,2,3,66.7,,3,0.0,0,2,0,0,,0
104,1983,1983-09-19,3,30.228,RAI,,MIA,W 27-14,3,4,75.0,,,,0,3,,,,
105,1983,1983-09-25,4,30.234,RAI,@,DEN,W 22-7,2,2,100.0,2,2,100.0,0,8,0,0,,0
106,1983,1983-10-02,5,30.241,RAI,@,WAS,L 35-37,5,5,100.0,,1,0.0,0,5,0,0,,0
107,1983,1983-10-09,6,30.248,RAI,,KAN,W 21-20,3,3,100.0,,,,0,3,,,,
108,1983,1983-10-16,7,30.255,RAI,@,SEA,L 36-38,4,4,100.0,2,2,100.0,0,10,0,0,,0
109,1983,1983-10-23,8,30.262,RAI,@,DAL,W 40-38,4,4,100.0,4,4,100.0,0,16,0,0,,0
110,1983,1983-10-30,9,30.269,RAI,,SEA,L 21-34,3,3,100.0,,,,0,3,,,,
111,1983,1983-11-06,10,30.276,RAI,@,KAN,W 28-20,4,4,100.0,,,,0,4,,,,
112,1983,1983-11-13,11,30.283,RAI,,DEN,W 22-20,1,1,100.0,3,4,75.0,0,10,0,0,,0
113,1983,1983-11-20,12,30.290,RAI,@,BUF,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
114,1983,1983-11-27,13,30.297,RAI,,NYG,W 27-12,3,3,100.0,2,3,66.7,0,9,0,0,,0
115,1983,1983-12-01,14,30.301,RAI,@,SDG,W 42-10,6,6,100.0,,,,0,6,,,,
116,1983,1983-12-11,15,30.311,RAI,,STL,L 24-34,3,3,100.0,1,1,100.0,0,6,0,0,,0
117,1983,1983-12-18,16,30.318,RAI,,SDG,W 30-14,3,3,100.0,3,3,100.0,0,12,0,0,,0
118,1984,1984-09-02,1,31.212,RAI,@,HOU,W 24-14,1,2,50.0,1,2,50.0,0,4,0,0,,0
119,1984,1984-09-09,2,31.219,RAI,,GNB,W 28-7,4,4,100.0,,,,0,4,,,,
120,1984,1984-09-16,3,31.226,RAI,@,KAN,W 22-20,1,2,50.0,3,3,100.0,0,10,0,0,,0
121,1984,1984-09-24,4,31.234,RAI,,SDG,W 33-30,3,3,100.0,2,2,100.0,0,9,0,0,,0
122,1984,1984-09-30,5,31.240,RAI,@,DEN,L 13-16,1,1,100.0,2,2,100.0,0,7,0,0,,0
123,1984,1984-10-07,6,31.247,RAI,,SEA,W 28-14,4,4,100.0,,1,0.0,0,4,0,0,,0
124,1984,1984-10-14,7,31.254,RAI,,MIN,W 23-20,2,2,100.0,3,4,75.0,0,11,0,0,,0
125,1984,1984-10-21,8,31.261,RAI,@,SDG,W 44-37,5,5,100.0,3,4,75.0,0,14,0,0,,0
126,1984,1984-10-28,9,31.268,RAI,,DEN,L 19-22,2,2,100.0,1,2,50.0,0,5,0,0,,0
127,1984,1984-11-04,10,31.275,RAI,@,CHI,L 6-17,,,,2,2,100.0,0,6,0,0,,0
128,1984,1984-11-12,11,31.283,RAI,@,SEA,L 14-17,2,2,100.0,,1,0.0,0,2,0,0,,0
129,1984,1984-11-18,12,31.289,RAI,,KAN,W 17-7,2,2,100.0,1,1,100.0,0,5,0,0,,0
130,1984,1984-11-25,13,31.296,RAI,,IND,W 21-7,3,3,100.0,,,,0,3,,,,
131,1984,1984-12-02,14,31.303,RAI,@,MIA,W 45-34,6,6,100.0,1,1,100.0,0,9,0,0,,0
132,1984,1984-12-10,15,31.311,RAI,@,DET,W 24-3,3,3,100.0,1,2,50.0,0,6,0,0,,0
133,1984,1984-12-16,16,31.317,RAI,,PIT,L 7-13,1,1,100.0,,,,0,1,,,,
134,1985,1985-09-08,1,32.217,RAI,,NYJ,W 31-0,4,4,100.0,1,2,50.0,0,7,0,0,,0
135,1985,1985-09-12,2,32.221,RAI,@,KAN,L 20-36,2,3,66.7,,,,0,2,,,,
136,1985,1985-09-22,3,32.231,RAI,,SFO,L 10-34,1,1,100.0,1,2,50.0,0,4,0,0,,0
137,1985,1985-09-29,4,32.238,RAI,@,NWE,W 35-20,5,5,100.0,,,,0,5,,,,
138,1985,1985-10-06,5,32.245,RAI,,KAN,W 19-10,1,1,100.0,4,5,80.0,0,13,0,0,,0
139,1985,1985-10-13,6,32.252,RAI,,NOR,W 23-13,3,3,100.0,,1,0.0,0,3,0,0,,0
140,1985,1985-10-20,7,32.259,RAI,@,CLE,W 21-20,3,3,100.0,,1,0.0,0,3,0,0,,0
141,1985,1985-10-28,8,32.267,RAI,,SDG,W 34-21,4,4,100.0,2,3,66.7,0,10,0,0,,0
142,1985,1985-11-03,9,32.273,RAI,@,SEA,L 3-33,,,,1,2,50.0,0,3,0,0,,0
143,1985,1985-11-10,10,32.280,RAI,@,SDG,L 34-40,4,5,80.0,,1,0.0,0,4,0,0,,0
144,1985,1985-11-17,11,32.287,RAI,,CIN,W 13-6,1,1,100.0,2,2,100.0,0,7,0,0,,0
145,1985,1985-11-24,12,32.294,RAI,,DEN,W 31-28,4,4,100.0,1,2,50.0,0,7,0,0,,0
146,1985,1985-12-01,13,32.301,RAI,@,ATL,W 34-24,4,4,100.0,2,3,66.7,0,10,0,0,,0
147,1985,1985-12-08,14,32.308,RAI,@,DEN,W 17-14,2,2,100.0,1,1,100.0,0,5,0,0,,0
148,1985,1985-12-15,15,32.315,RAI,,SEA,W 13-3,1,1,100.0,2,3,66.7,0,7,0,0,,0
149,1985,1985-12-23,16,32.323,RAI,@,RAM,W 16-6,1,1,100.0,3,4,75.0,0,10,0,0,,0
150,1986,1986-09-07,1,33.216,RAI,@,DEN,L 36-38,4,4,100.0,2,2,100.0,0,10,0,0,,0
151,1986,1986-09-14,2,33.223,RAI,@,WAS,L 6-10,,,,2,2,100.0,0,6,0,0,,0
152,1986,1986-09-21,3,33.230,RAI,,NYG,L 9-14,,,,3,3,100.0,0,9,0,0,,0
153,1986,1986-09-28,4,33.237,RAI,,SDG,W 17-13,2,2,100.0,1,1,100.0,0,5,0,0,,0
154,1986,1986-10-05,5,33.244,RAI,@,KAN,W 24-17,3,3,100.0,1,1,100.0,0,6,0,0,,0
155,1986,1986-10-12,6,33.251,RAI,,SEA,W 14-10,2,2,100.0,,1,0.0,0,2,0,0,,0
156,1986,1986-10-19,7,33.258,RAI,@,MIA,W 30-28,3,3,100.0,3,3,100.0,0,12,0,0,,0
157,1986,1986-10-26,8,33.265,RAI,@,HOU,W 28-17,4,4,100.0,,1,0.0,0,4,0,0,,0
158,1986,1986-11-02,9,33.272,RAI,,DEN,L 10-21,1,1,100.0,1,2,50.0,0,4,0,0,,0
159,1986,1986-11-09,10,33.279,RAI,@,DAL,W 17-13,2,2,100.0,1,1,100.0,0,5,0,0,,0
160,1986,1986-11-16,11,33.286,RAI,,CLE,W 27-14,3,3,100.0,2,3,66.7,0,9,0,0,,0
161,1986,1986-11-20,12,33.290,RAI,@,SDG,W 37-31,4,4,100.0,1,3,33.3,0,7,0,0,,0
162,1986,1986-11-30,13,33.300,RAI,,PHI,L 27-33,3,3,100.0,2,2,100.0,0,9,0,0,,0
163,1986,1986-12-08,14,33.308,RAI,@,SEA,L 0-37,,,,,,,,,,,,
164,1986,1986-12-14,15,33.314,RAI,,KAN,L 17-20,2,2,100.0,1,1,100.0,0,5,0,0,,0
165,1986,1986-12-21,16,33.321,RAI,,IND,L 24-30,3,3,100.0,1,2,50.0,0,6,0,0,,0
166,1987,1987-09-13,1,34.222,RAI,@,GNB,W 20-0,2,2,100.0,2,3,66.7,0,8,0,0,,0
167,1987,1987-09-20,2,34.229,RAI,,DET,W 27-7,3,3,100.0,2,3,66.7,0,9,0,0,,0
168,1987,1987-10-18,5,34.257,RAI,,SDG,L 17-23,2,2,100.0,1,2,50.0,0,5,0,0,,0
169,1987,1987-10-25,6,34.264,RAI,,SEA,L 13-35,1,2,50.0,,1,0.0,0,1,0,0,,0
170,1987,1987-11-01,7,34.271,RAI,@,NWE,L 23-26,2,2,100.0,3,4,75.0,0,11,0,0,,0
171,1987,1987-11-08,8,34.278,RAI,@,MIN,L 20-31,2,2,100.0,2,2,100.0,0,8,0,0,,0
172,1987,1987-11-15,9,34.285,RAI,@,SDG,L 14-16,2,2,100.0,,1,0.0,0,2,0,0,,0
173,1987,1987-11-22,10,34.292,RAI,,DEN,L 17-23,2,2,100.0,1,1,100.0,0,5,0,0,,0
174,1987,1987-11-30,11,34.300,RAI,@,SEA,W 37-14,4,4,100.0,3,3,100.0,0,13,0,0,,0
175,1987,1987-12-06,12,34.306,RAI,,BUF,W 34-21,4,4,100.0,2,3,66.7,0,10,0,0,,0
176,1987,1987-12-13,13,34.313,RAI,@,KAN,L 10-16,1,1,100.0,1,2,50.0,0,4,0,0,,0
177,1987,1987-12-20,14,34.320,RAI,,CLE,L 17-24,2,2,100.0,1,1,100.0,0,5,0,0,,0
178,1987,1987-12-27,15,34.327,RAI,,CHI,L 3-6,,,,1,3,33.3,0,3,0,0,,0
179,1988,1988-09-04,1,35.214,RAI,,SDG,W 24-13,3,3,100.0,1,2,50.0,0,6,0,0,,0
180,1988,1988-09-11,2,35.221,RAI,@,HOU,L 35-38,5,5,100.0,,1,0.0,0,5,0,0,,0
181,1988,1988-09-18,3,35.228,RAI,,RAM,L 17-22,2,2,100.0,1,3,33.3,0,5,0,0,,0
182,1988,1988-09-26,4,35.236,RAI,@,DEN,W 30-27,3,3,100.0,3,3,100.0,0,12,0,0,,0
183,1988,1988-10-02,5,35.242,RAI,,CIN,L 21-45,3,3,100.0,,,,0,3,,,,
184,1988,1988-10-09,6,35.249,RAI,,MIA,L 14-24,2,2,100.0,,1,0.0,0,2,0,0,,0
185,1988,1988-10-16,7,35.256,RAI,@,KAN,W 27-17,3,4,75.0,,,,0,3,,,,
186,1988,1988-10-23,8,35.263,RAI,@,NOR,L 6-20,,1,0.0,,1,0.0,0,0,0,0,,0
187,1988,1988-10-30,9,35.270,RAI,,KAN,W 17-10,2,2,100.0,1,2,50.0,0,5,0,0,,0
188,1988,1988-11-06,10,35.277,RAI,@,SDG,W 13-3,1,1,100.0,2,3,66.7,0,7,0,0,,0
189,1988,1988-11-13,11,35.284,RAI,@,SFO,W 9-3,,,,3,3,100.0,0,9,0,0,,0
190,1988,1988-11-20,12,35.291,RAI,,ATL,L 6-12,,,,2,3,66.7,0,6,0,0,,0
191,1988,1988-11-28,13,35.299,RAI,@,SEA,L 27-35,3,3,100.0,2,3,66.7,0,9,0,0,,0
192,1988,1988-12-04,14,35.305,RAI,,DEN,W 21-20,3,3,100.0,,,,0,3,,,,
193,1988,1988-12-11,15,35.312,RAI,@,BUF,L 21-37,3,3,100.0,,1,0.0,0,3,0,0,,0
194,1988,1988-12-18,16,35.319,RAI,,SEA,L 37-43,4,4,100.0,3,3,100.0,0,13,0,0,,0
195,1989,1989-09-10,1,36.219,SDG,@,RAI,L 14-40,2,2,100.0,,,,0,2,,,,
196,1989,1989-09-17,2,36.226,SDG,,HOU,L 27-34,3,3,100.0,,,,0,3,,,,
197,1989,1989-09-24,3,36.233,SDG,,KAN,W 21-6,3,3,100.0,,,,0,3,,,,
198,1989,1989-10-01,4,36.240,SDG,@,PHO,W 24-13,3,3,100.0,1,1,100.0,0,6,0,0,,0
199,1989,1989-10-08,5,36.247,SDG,@,DEN,L 10-16,1,1,100.0,1,1,100.0,0,4,0,0,,0
200,1989,1989-10-15,6,36.254,SDG,,SEA,L 16-17,1,2,50.0,1,2,50.0,0,4,0,0,,0
201,1989,1989-10-22,7,36.261,SDG,,NYG,L 13-20,1,1,100.0,2,3,66.7,0,7,0,0,,0
202,1989,1989-10-29,8,36.268,SDG,@,SEA,L 7-10,1,1,100.0,,,,0,1,,,,
203,1989,1989-11-05,9,36.275,SDG,,PHI,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
204,1989,1989-11-12,10,36.282,SDG,,RAI,W 14-12,2,2,100.0,,,,0,2,,,,
205,1989,1989-11-19,11,36.289,SDG,@,PIT,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
206,1989,1989-11-26,12,36.296,SDG,@,IND,L 6-10,,,,2,3,66.7,0,6,0,0,,0
207,1989,1989-12-03,13,36.303,SDG,,NYJ,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
208,1989,1989-12-10,14,36.310,SDG,@,WAS,L 21-26,3,3,100.0,,,,0,3,,,,
209,1989,1989-12-17,15,36.317,SDG,@,KAN,W 20-13,2,2,100.0,2,3,66.7,0,8,0,0,,0
210,1989,1989-12-24,16,36.324,SDG,,DEN,W 19-16,1,1,100.0,4,5,80.0,0,13,0,0,,0
