ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1958,1958-09-28,1,22.270,SFO,,PIT,W 23-20,2,4,2.00,1,0,0,,0
2,1958,1958-10-05,2,22.277,SFO,,RAM,L 3-33,2,16,8.00,0,2,3,1.50,0
3,1958,1958-10-12,3,22.284,SFO,@,CHI,L 6-28,2,10,5.00,0,2,16,8.00,0
4,1958,1958-10-19,4,22.291,SFO,@,PHI,W 30-24,3,-2,-0.67,0,0,0,,0
5,1958,1958-10-26,5,22.298,SFO,,CHI,L 14-27,1,0,0.00,0,1,24,24.00,0
6,1958,1958-11-02,6,22.305,SFO,,DET,W 24-21,15,58,3.87,0,3,9,3.00,0
7,1958,1958-11-09,7,22.312,SFO,@,RAM,L 7-56,11,0,0.00,0,0,0,,0
8,1958,1958-11-16,8,22.319,SFO,@,DET,L 21-35,1,0,0.00,0,0,0,,0
9,1958,1958-11-23,9,22.326,SFO,@,GNB,W 33-12,2,26,13.00,0,0,0,,0
10,1958,1958-12-07,11,22.340,SFO,,GNB,W 48-21,11,40,3.64,1,1,6,6.00,0
11,1958,1958-12-14,12,22.347,SFO,,BAL,W 21-12,2,9,4.50,0,1,1,1.00,0
