ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1981,1981-09-05,1,22.127,MIN,@,TAM,L 13-21,,,,,,,,
2,1981,1981-09-14,2,22.136,MIN,,OAK,L 10-36,0,0,,0,1,0,0.00,0
3,1981,1981-09-20,3,22.142,MIN,,DET,W 26-24,0,0,,0,1,21,21.00,0
4,1981,1981-09-27,4,22.149,MIN,@,GNB,W 30-13,0,0,,0,1,15,15.00,0
5,1981,1981-10-04,5,22.156,MIN,,CHI,W 24-21,0,0,,0,1,18,18.00,0
6,1981,1981-10-11,6,22.163,MIN,@,SDG,W 33-31,0,0,,0,5,80,16.00,0
7,1981,1981-10-18,7,22.170,MIN,,PHI,W 35-23,0,0,,0,1,19,19.00,0
8,1981,1981-10-25,8,22.177,MIN,@,STL,L 17-30,0,0,,0,1,17,17.00,0
9,1981,1981-11-02,9,22.185,MIN,@,DEN,L 17-19,,,,,0,0,,0
10,1982,1982-09-12,1,23.134,MIN,,TAM,W 17-10,0,0,,0,1,26,26.00,0
11,1982,1982-09-16,2,23.138,MIN,@,BUF,L 22-23,,,,,0,0,,0
12,1983,1983-09-04,1,24.126,MIN,@,CLE,W 27-21,0,0,,0,,,,
13,1983,1983-09-08,2,24.130,MIN,,SFO,L 17-48,2,20,10.00,0,0,0,,0
14,1983,1983-09-18,3,24.140,MIN,@,TAM,W 19-16,0,0,,0,,,,
15,1983,1983-09-25,4,24.147,MIN,,DET,W 20-17,0,0,,0,,,,
16,1983,1983-10-02,5,24.154,MIN,,DAL,L 24-37,0,0,,0,,,,
17,1983,1983-10-16,7,24.168,MIN,,HOU,W 34-14,0,0,,0,,,,
18,1983,1983-10-23,8,24.175,MIN,@,GNB,W 20-17,0,0,,0,,,,
19,1983,1983-10-30,9,24.182,MIN,@,STL,L 31-41,0,0,,0,,,,
20,1983,1983-11-06,10,24.189,MIN,,TAM,L 12-17,0,0,,0,,,,
21,1983,1983-11-13,11,24.196,MIN,,GNB,L 21-29,0,0,,0,,,,
22,1983,1983-11-20,12,24.203,MIN,@,PIT,W 17-14,0,0,,0,,,,
23,1983,1983-11-27,13,24.210,MIN,@,NOR,L 16-17,0,0,,0,,,,
24,1983,1983-12-05,14,24.218,MIN,@,DET,L 2-13,0,0,,0,,,,
25,1983,1983-12-11,15,24.224,MIN,,CHI,L 13-19,1,9,9.00,0,0,0,,0
26,1983,1983-12-17,16,24.230,MIN,,CIN,W 20-14,0,0,,0,,,,
