ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-12,1,22.330,CIN,@,NYJ,L 24-31,*,,,,,,,,
2,2004,2004-09-19,2,22.337,CIN,,MIA,W 16-13,*,,,,,,,,
3,2004,2004-09-26,3,22.344,CIN,,BAL,L 9-23,*,,,,,,,,
4,2004,2004-10-03,4,22.351,CIN,@,PIT,L 17-28,*,,,,,,,,
5,2004,2004-10-17,5,22.365,CIN,@,CLE,L 17-34,,,,,,,,,
6,2004,2004-10-25,6,23.007,CIN,,DEN,W 23-10,,,,,,,,,
7,2004,2004-10-31,7,23.013,CIN,@,TEN,L 20-27,,1,6,0.0,,,1,51,1
8,2004,2004-11-07,8,23.020,CIN,,DAL,W 26-3,*,0,0,0.0,,,1,0,0
9,2004,2004-11-14,9,23.027,CIN,@,WAS,W 17-10,*,,,,,,,,
10,2004,2004-11-21,10,23.034,CIN,,PIT,L 14-19,*,0,0,1.0,,,0,0,0
11,2004,2004-11-28,11,23.041,CIN,,CLE,W 58-48,*,,,,,,,,
12,2004,2004-12-05,12,23.048,CIN,@,BAL,W 27-26,*,0,0,0.0,,,1,0,0
13,2004,2004-12-12,13,23.055,CIN,@,NWE,L 28-35,*,,,,,,,,
14,2004,2004-12-19,14,23.062,CIN,,BUF,L 17-33,*,,,,,,,,
15,2004,2004-12-26,15,23.069,CIN,,NYG,W 23-22,*,0,0,1.0,,,0,0,0
16,2004,2005-01-02,16,23.076,CIN,@,PHI,W 38-10,*,,,,,,,,
17,2005,2005-09-11,1,23.328,CIN,@,CLE,W 27-13,*,,,,,,,,
18,2005,2005-09-18,2,23.335,CIN,,MIN,W 37-8,*,,,,,,,,
19,2005,2005-09-25,3,23.342,CIN,@,CHI,W 24-7,*,0,0,0.0,,,1,2,0
20,2005,2005-10-16,6,23.363,CIN,@,TEN,W 31-23,,,,,,,,,
21,2006,2006-09-10,1,24.327,CIN,@,KAN,W 23-10,*,0,0,0.0,,,1,-1,0
22,2006,2006-09-17,2,24.334,CIN,,CLE,W 34-17,*,,,,,,,,
23,2006,2006-09-24,3,24.341,CIN,@,PIT,W 28-20,*,0,0,0.0,,,1,9,0
24,2006,2006-10-01,4,24.348,CIN,,NWE,L 13-38,*,,,,,,,,
25,2006,2006-10-15,5,24.362,CIN,@,TAM,L 13-14,*,,,,,,,,
26,2006,2006-10-22,6,25.004,CIN,,CAR,W 17-14,*,,,,,,,,
27,2006,2006-10-29,7,25.011,CIN,,ATL,L 27-29,*,,,,,,,,
28,2006,2006-11-05,8,25.018,CIN,@,BAL,L 20-26,*,,,,,,,,
29,2006,2006-11-12,9,25.025,CIN,,SDG,L 41-49,*,,,,,,,,
30,2006,2006-11-19,10,25.032,CIN,@,NOR,W 31-16,*,0,0,0.0,,,1,25,0
31,2006,2006-11-26,11,25.039,CIN,@,CLE,W 30-0,*,,,,,,,,
32,2006,2006-11-30,12,25.043,CIN,,BAL,W 13-7,*,,,,,,,,
33,2006,2006-12-10,13,25.053,CIN,,OAK,W 27-10,*,,,,,,,,
34,2006,2006-12-18,14,25.061,CIN,@,IND,L 16-34,*,,,,,,,,
35,2006,2006-12-24,15,25.067,CIN,@,DEN,L 23-24,*,,,,,,,,
36,2006,2006-12-31,16,25.074,CIN,,PIT,L 17-23,*,,,,,,,,
37,2007,2007-09-10,1,25.327,CIN,,BAL,W 27-20,*,,,,,,,,
38,2007,2007-09-16,2,25.333,CIN,@,CLE,L 45-51,*,,,,,,,,
