ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,23.066,GNB,,CHI,L 0-26,,,,,,,
2,2006,2006-09-17,2,23.073,GNB,,NOR,L 27-34,,,,,,,
3,2006,2006-09-24,3,23.080,GNB,@,DET,W 31-24,,,,,,,
4,2006,2006-10-02,4,23.088,GNB,@,PHI,L 9-31,,,,,,,
5,2006,2006-10-08,5,23.094,GNB,,STL,L 20-23,,,,,,,
6,2006,2006-10-22,6,23.108,GNB,@,MIA,W 34-24,,,,,,,
7,2006,2006-10-29,7,23.115,GNB,,ARI,W 31-14,,,,,,,
8,2006,2006-11-05,8,23.122,GNB,@,BUF,L 10-24,,,,,,,
9,2006,2006-11-12,9,23.129,GNB,@,MIN,W 23-17,,,,,,,
10,2006,2006-11-19,10,23.136,GNB,,NWE,L 0-35,,,,,,,
11,2006,2006-11-27,11,23.144,GNB,@,SEA,L 24-34,,,,,,,
12,2006,2006-12-03,12,23.150,GNB,,NYJ,L 10-38,,,,,,,
13,2006,2006-12-17,14,23.164,GNB,,DET,W 17-9,,,,,,,
14,2006,2006-12-21,15,23.168,GNB,,MIN,W 9-7,,,,,,,
15,2008,2008-09-07,1,25.063,MIA,,NYJ,L 14-20,,,,,,,
16,2008,2008-09-14,2,25.070,MIA,@,ARI,L 10-31,,,,,,,
17,2008,2008-09-21,3,25.077,MIA,@,NWE,W 38-13,,0.0,0,2,0,0,0
18,2008,2008-10-05,4,25.091,MIA,,SDG,W 17-10,,0.0,0,0,0,0,0
19,2008,2008-10-12,5,25.098,MIA,@,HOU,L 28-29,,0.0,0,1,0,0,0
20,2008,2008-10-26,7,25.112,MIA,,BUF,W 25-16,,0.0,0,1,0,0,0
21,2008,2008-11-02,8,25.119,MIA,@,DEN,W 26-17,,0.0,0,0,1,1,0
22,2008,2008-11-09,9,25.126,MIA,,SEA,W 21-19,,0.0,0,1,0,0,0
23,2008,2008-11-16,10,25.133,MIA,,OAK,W 17-15,,0.0,1,0,0,0,0
24,2008,2008-11-23,11,25.140,MIA,,NWE,L 28-48,,0.0,5,0,0,0,0
25,2008,2008-11-30,12,25.147,MIA,@,STL,W 16-12,,0.0,1,0,0,0,0
26,2008,2008-12-07,13,25.154,MIA,@,BUF,W 16-3,,0.0,1,1,0,0,0
27,2008,2008-12-14,14,25.161,MIA,,SFO,W 14-9,,0.0,6,0,0,0,0
28,2008,2008-12-21,15,25.168,MIA,@,KAN,W 38-31,,0.0,6,0,0,0,0
29,2008,2008-12-28,16,25.175,MIA,@,NYJ,W 24-17,,0.0,4,2,0,0,0
30,2009,2009-09-13,1,26.069,MIA,@,ATL,L 7-19,,0.0,0,0,0,0,0
31,2009,2009-09-21,2,26.077,MIA,,IND,L 23-27,,0.0,0,1,0,0,0
32,2009,2009-09-27,3,26.083,MIA,@,SDG,L 13-23,,0.0,1,0,0,0,0
33,2009,2009-10-04,4,26.090,MIA,,BUF,W 38-10,,0.0,3,1,0,0,0
34,2009,2009-10-12,5,26.098,MIA,,NYJ,W 31-27,,0.0,0,0,0,0,0
35,2009,2009-10-25,6,26.111,MIA,,NOR,L 34-46,,0.0,3,1,1,23,0
36,2009,2009-11-01,7,26.118,MIA,@,NYJ,W 30-25,,0.0,0,2,0,0,0
37,2009,2009-11-08,8,26.125,MIA,@,NWE,L 17-27,*,0.0,2,0,0,0,0
38,2009,2009-11-15,9,26.132,MIA,,TAM,W 25-23,,0.0,1,1,0,0,0
39,2009,2009-11-19,10,26.136,MIA,@,CAR,W 24-17,,0.0,1,0,0,0,0
40,2009,2009-11-29,11,26.146,MIA,@,BUF,L 14-31,,0.0,1,0,0,0,0
41,2009,2009-12-06,12,26.153,MIA,,NWE,W 22-21,,0.0,0,0,0,0,0
42,2009,2009-12-13,13,26.160,MIA,@,JAX,W 14-10,,0.0,1,0,0,0,0
43,2009,2009-12-20,14,26.167,MIA,@,TEN,L 24-27,,,,,,,
44,2009,2009-12-27,15,26.174,MIA,,HOU,L 20-27,,0.0,1,0,0,0,0
45,2009,2010-01-03,16,26.181,MIA,,PIT,L 24-30,*,0.0,1,0,0,0,0
46,2010,2010-09-12,1,27.068,MIA,@,BUF,W 15-10,,0.0,3,0,0,0,0
47,2010,2010-09-19,2,27.075,MIA,@,MIN,W 14-10,,0.0,0,0,0,0,0
48,2010,2010-09-26,3,27.082,MIA,,NYJ,L 23-31,,,,,,,
49,2010,2010-10-04,4,27.090,MIA,,NWE,L 14-41,,0.0,1,0,0,0,0
50,2010,2010-10-17,5,27.103,MIA,@,GNB,W 23-20,,0.0,0,0,0,0,0
51,2010,2010-10-24,6,27.110,MIA,,PIT,L 22-23,,,,,,,
52,2010,2010-10-31,7,27.117,MIA,@,CIN,W 22-14,,0.0,0,0,0,0,0
53,2010,2010-11-07,8,27.124,MIA,@,BAL,L 10-26,,,,,,,
54,2010,2010-11-18,10,27.135,MIA,,CHI,L 0-16,,0.0,0,0,0,0,0
55,2010,2010-11-28,11,27.145,MIA,@,OAK,W 33-17,,0.0,0,0,0,0,0
56,2010,2010-12-05,12,27.152,MIA,,CLE,L 10-13,,,,,,,
57,2010,2010-12-12,13,27.159,MIA,@,NYJ,W 10-6,,0.0,0,0,0,0,0
58,2010,2010-12-19,14,27.166,MIA,,BUF,L 14-17,,,,,,,
59,2010,2010-12-26,15,27.173,MIA,,DET,L 27-34,,0.0,2,0,0,0,0
60,2010,2011-01-02,16,27.180,MIA,@,NWE,L 7-38,,0.0,5,2,0,0,0
61,2011,2011-09-12,1,28.068,MIA,,NWE,L 24-38,,,,,,,
62,2011,2011-09-18,2,28.074,MIA,,HOU,L 13-23,,,,,,,
63,2011,2011-09-25,3,28.081,MIA,@,CLE,L 16-17,,,,,,,
64,2011,2011-10-02,4,28.088,MIA,@,SDG,L 16-26,,,,,,,
65,2011,2011-10-17,5,28.103,MIA,@,NYJ,L 6-24,,0.0,0,1,0,0,0
66,2011,2011-10-23,6,28.109,MIA,,DEN,L 15-18,*,0.0,3,0,0,0,0
67,2011,2011-10-30,7,28.116,MIA,@,NYG,L 17-20,*,0.0,4,2,0,0,0
68,2011,2011-11-06,8,28.123,MIA,@,KAN,W 31-3,*,1.0,2,0,0,0,0
69,2011,2011-11-13,9,28.130,MIA,,WAS,W 20-9,*,0.0,2,0,0,0,0
70,2011,2011-11-20,10,28.137,MIA,,BUF,W 35-8,,0.0,3,0,0,0,0
71,2011,2011-11-24,11,28.141,MIA,@,DAL,L 19-20,,,,,,,
72,2011,2011-12-04,12,28.151,MIA,,OAK,W 34-14,,,,,,,
73,2011,2011-12-11,13,28.158,MIA,,PHI,L 10-26,,0.0,1,0,0,0,0
74,2011,2011-12-18,14,28.165,MIA,@,BUF,W 30-23,,0.0,2,2,0,0,0
75,2011,2011-12-24,15,28.171,MIA,@,NWE,L 24-27,,0.0,4,4,0,0,0
76,2011,2012-01-01,16,28.179,MIA,,NYJ,W 19-17,,,,,,,
77,2012,2012-12-09,13,29.156,MIA,@,SFO,L 13-27,,,,,,,
78,2012,2012-12-16,14,29.163,MIA,,JAX,W 24-3,,,,,,,
79,2012,2012-12-23,15,29.170,MIA,,BUF,W 24-10,,,,,,,
80,2012,2012-12-30,16,29.177,MIA,@,NWE,L 0-28,,,,,,,
