ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,23.136,STL,,PHI,W 7-3,,,,,,,
2,1974,1974-09-22,2,23.143,STL,@,WAS,W 17-10,,,,,,,
3,1974,1974-09-29,3,23.150,STL,,CLE,W 29-7,,,,,,,
4,1974,1974-10-06,4,23.157,STL,@,SFO,W 34-9,,,,,,,
5,1974,1974-10-13,5,23.164,STL,,DAL,W 31-28,,,,,,,
6,1974,1974-10-20,6,23.171,STL,@,HOU,W 31-27,,,,,,,
7,1974,1974-10-27,7,23.178,STL,,WAS,W 23-20,,,,,,,
8,1974,1974-11-03,8,23.185,STL,@,DAL,L 14-17,,,,,,,
9,1974,1974-11-11,9,23.193,STL,,MIN,L 24-28,,,,,,,
10,1974,1974-11-17,10,23.199,STL,@,PHI,W 13-3,,,,,,,
11,1974,1974-11-24,11,23.206,STL,@,NYG,W 23-21,,,,,,,
12,1974,1974-12-01,12,23.213,STL,,KAN,L 13-17,,,,,,,
13,1974,1974-12-08,13,23.220,STL,@,NOR,L 0-14,,,,,,,
14,1974,1974-12-15,14,23.227,STL,,NYG,W 26-14,,,,,,,
15,1975,1975-09-21,1,24.142,STL,,ATL,W 23-20,,,,,,,
16,1975,1975-09-28,2,24.149,STL,@,DAL,L 31-37,,,,,,,
17,1975,1975-10-05,3,24.156,STL,,NYG,W 26-14,,,,,,,
18,1975,1975-10-13,4,24.164,STL,@,WAS,L 17-27,,,,,,,
19,1975,1975-10-19,5,24.170,STL,,PHI,W 31-20,,,,,,,
20,1975,1975-10-25,6,24.176,STL,@,NYG,W 20-13,,,,,,,
21,1975,1975-11-02,7,24.184,STL,,NWE,W 24-17,,,,,,,
22,1975,1975-11-09,8,24.191,STL,@,PHI,W 24-23,,,,,,,
23,1975,1975-11-16,9,24.198,STL,,WAS,W 20-17,,,,,,,
24,1975,1975-11-23,10,24.205,STL,@,NYJ,W 37-6,,,,,,,
25,1975,1975-11-27,11,24.209,STL,,BUF,L 14-32,,,,,,,
26,1975,1975-12-07,12,24.219,STL,,DAL,W 31-17,,,,,,,
27,1975,1975-12-14,13,24.226,STL,@,CHI,W 34-20,,,,,,,
28,1975,1975-12-21,14,24.233,STL,@,DET,W 24-13,,,,,,,
29,1976,1976-09-12,1,25.133,STL,@,SEA,W 30-24,,,,,,,
30,1976,1976-09-19,2,25.140,STL,,GNB,W 29-0,,,,,,,
31,1976,1976-09-26,3,25.147,STL,@,SDG,L 24-43,,,,,,,
32,1976,1976-10-03,4,25.154,STL,,NYG,W 27-21,,,,,,,
33,1976,1976-10-10,5,25.161,STL,,PHI,W 33-14,,,,,,,
34,1976,1976-10-17,6,25.168,STL,,DAL,W 21-17,,,,,,,
35,1976,1976-10-25,7,25.176,STL,@,WAS,L 10-20,1,0,0.00,0,0,0,0
36,1977,1977-09-18,1,26.139,STL,@,DEN,L 0-7,,,,,,,
37,1977,1977-09-25,2,26.146,STL,,CHI,W 16-13,,,,,,,
38,1977,1977-10-02,3,26.153,STL,@,WAS,L 14-24,,,,,,,
39,1977,1977-10-09,4,26.160,STL,,DAL,L 24-30,,,,,,,
40,1977,1977-10-16,5,26.167,STL,@,PHI,W 21-17,,,,,,,
41,1977,1977-10-23,6,26.174,STL,,NOR,W 49-31,,,,,,,
42,1977,1977-10-31,7,26.182,STL,,NYG,W 28-0,,,,,,,
43,1977,1977-11-06,8,26.188,STL,@,MIN,W 27-7,,,,,,,
44,1977,1977-11-14,9,26.196,STL,@,DAL,W 24-17,,,,,,,
45,1977,1977-11-20,10,26.202,STL,,PHI,W 21-16,,,,,,,
46,1977,1977-11-24,11,26.206,STL,,MIA,L 14-55,,,,,,,
47,1977,1977-12-04,12,26.216,STL,@,NYG,L 7-27,,,,,,,
48,1977,1977-12-10,13,26.222,STL,,WAS,L 20-26,,,,,,,
49,1977,1977-12-18,14,26.230,STL,@,TAM,L 7-17,,,,,,,
50,1978,1978-09-03,1,27.124,STL,@,CHI,L 10-17,,,,,,,
51,1978,1978-09-10,2,27.131,STL,,NWE,L 6-16,,,,,,,
52,1978,1978-09-17,3,27.138,STL,,WAS,L 10-28,,,,,,,
53,1978,1978-09-24,4,27.145,STL,@,DAL,L 12-21,,,,,,,
54,1978,1978-10-01,5,27.152,STL,@,MIA,L 10-24,,,,,,,
55,1978,1978-10-08,6,27.159,STL,,BAL,L 17-30,,,,,,,
56,1978,1978-10-15,7,27.166,STL,,DAL,L 21-24,,,,,,,
57,1978,1978-10-22,8,27.173,STL,@,NYJ,L 10-23,,,,,,,
58,1978,1978-10-29,9,27.180,STL,@,PHI,W 16-10,,,,,,,
59,1978,1978-11-05,10,27.187,STL,,NYG,W 20-10,,,,,,,
60,1978,1978-11-12,11,27.194,STL,@,SFO,W 16-10,,,,,,,
61,1978,1978-11-19,12,27.201,STL,@,WAS,W 27-17,,,,,,,
62,1978,1978-11-26,13,27.208,STL,,PHI,L 10-14,,,,,,,
63,1978,1978-12-03,14,27.215,STL,,DET,W 21-14,,,,,,,
64,1978,1978-12-10,15,27.222,STL,@,NYG,L 0-17,0,0,,0,1,18,0
65,1978,1978-12-17,16,27.229,STL,,ATL,W 42-21,,,,,,,
66,1979,1979-09-02,1,28.123,STL,,DAL,L 21-22,,,,,,,
67,1979,1979-09-09,2,28.130,STL,@,NYG,W 27-14,,,,,,,
68,1979,1979-09-16,3,28.137,STL,,PIT,L 21-24,,,,,,,
69,1979,1979-09-23,4,28.144,STL,,WAS,L 7-17,,,,,,,
70,1979,1979-09-30,5,28.151,STL,@,RAM,L 0-21,,,,,,,
71,1979,1979-10-07,6,28.158,STL,@,HOU,W 24-17,,,,,,,
72,1979,1979-10-14,7,28.165,STL,,PHI,L 20-24,,,,,,,
73,1979,1979-10-21,8,28.172,STL,@,DAL,L 13-22,,,,,,,
74,1979,1979-10-28,9,28.179,STL,,CLE,L 20-38,,,,,,,
75,1980,1980-09-07,1,29.128,STL,,NYG,L 35-41,,,,,,,
76,1980,1980-09-14,2,29.135,STL,@,SFO,L 21-24,,,,,,,
77,1980,1980-09-21,3,29.142,STL,@,DET,L 7-20,,,,,,,
78,1980,1980-09-28,4,29.149,STL,,PHI,W 24-14,,,,,,,
79,1980,1980-10-05,5,29.156,STL,@,NOR,W 40-7,,,,,,,
80,1980,1980-10-12,6,29.163,STL,,RAM,L 13-21,,,,,,,
81,1980,1980-10-19,7,29.170,STL,@,WAS,L 0-23,,,,,,,
82,1980,1980-10-26,8,29.177,STL,@,BAL,W 17-10,,,,,,,
83,1980,1980-11-02,9,29.184,STL,,DAL,L 24-27,,,,,,,
84,1980,1980-11-09,10,29.191,STL,,ATL,L 27-33,,,,,,,
85,1980,1980-11-30,13,29.212,STL,@,NYG,W 23-7,,,,,,,
86,1980,1980-12-07,14,29.219,STL,,DET,W 24-23,,,,,,,
87,1980,1980-12-14,15,29.226,STL,@,PHI,L 3-17,,,,,,,
88,1980,1980-12-21,16,29.233,STL,,WAS,L 7-31,,,,,,,
