ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,22.105,DET,@,WAS,L 0-45,0,0,,0,,,
2,1991,1991-09-08,2,22.112,DET,,GNB,W 23-14,0,0,,0,,,
3,1991,1991-09-15,3,22.119,DET,,MIA,W 17-13,0,0,,0,,,
4,1991,1991-09-22,4,22.126,DET,@,IND,W 33-24,0,0,,0,,,
5,1991,1991-09-29,5,22.133,DET,,TAM,W 31-3,0,0,,0,,,
6,1991,1991-10-06,6,22.140,DET,,MIN,W 24-20,0,0,,0,,,
7,1991,1991-10-20,7,22.154,DET,@,SFO,L 3-35,0,0,,0,,,
8,1991,1991-10-27,8,22.161,DET,,DAL,W 34-10,0,0,,0,,,
9,1991,1991-11-03,9,22.168,DET,@,CHI,L 10-20,0,0,,0,,,
10,1991,1991-11-10,10,22.175,DET,@,TAM,L 21-30,0,0,,0,,,
11,1991,1991-11-17,11,22.182,DET,,RAM,W 21-10,0,0,,0,,,
12,1991,1991-11-24,12,22.189,DET,@,MIN,W 34-14,0,0,,0,,,
13,1991,1991-11-28,13,22.193,DET,,CHI,W 16-6,0,0,,0,,,
14,1991,1991-12-08,14,22.203,DET,,NYJ,W 34-20,0,0,,0,,,
15,1991,1991-12-15,15,22.210,DET,@,GNB,W 21-17,1,16,16.00,0,0,0,0
16,1991,1991-12-22,16,22.217,DET,@,BUF,W 17-14,0,0,,0,,,
17,1992,1992-09-06,1,23.110,DET,@,CHI,L 24-27,0,0,,0,,,
18,1992,1992-09-13,2,23.117,DET,,MIN,W 31-17,0,0,,0,1,9,0
19,1992,1992-09-20,3,23.124,DET,@,WAS,L 10-13,0,0,,0,,,
20,1992,1992-09-27,4,23.131,DET,,TAM,L 23-27,0,0,,0,2,0,0
21,1992,1992-10-04,5,23.138,DET,,NOR,L 7-13,0,0,,0,,,
22,1992,1992-10-15,6,23.149,DET,@,MIN,L 14-31,0,0,,0,,,
23,1992,1992-10-25,7,23.159,DET,@,TAM,W 38-7,0,0,,0,,,
24,1992,1992-11-01,8,23.166,DET,,GNB,L 13-27,0,0,,0,,,
25,1992,1992-11-08,9,23.173,DET,,DAL,L 3-37,0,0,,0,,,
26,1992,1992-11-15,10,23.180,DET,@,PIT,L 14-17,0,0,,0,,,
27,1992,1992-11-22,11,23.187,DET,@,CIN,W 19-13,0,0,,0,,,
28,1992,1992-11-26,12,23.191,DET,,HOU,L 21-24,0,0,,0,,,
29,1992,1992-12-06,13,23.201,DET,@,GNB,L 10-38,3,5,1.67,0,0,0,0
30,1992,1992-12-13,14,23.208,DET,,CLE,W 24-14,0,0,,0,1,26,0
31,1992,1992-12-20,15,23.215,DET,,CHI,W 16-3,0,0,,0,,,
32,1992,1992-12-28,16,23.223,DET,@,SFO,L 6-24,0,0,,0,,,
33,1993,1993-09-05,1,24.109,DET,,ATL,W 30-13,,,,,,,
34,1993,1993-09-12,2,24.116,DET,@,NWE,W 19-16,,,,,,,
35,1993,1993-09-19,3,24.123,DET,@,NOR,L 3-14,,,,,,,
36,1993,1993-09-26,4,24.130,DET,,PHO,W 26-20,,,,,,,
37,1993,1993-10-03,5,24.137,DET,@,TAM,L 10-27,,,,,,,
38,1993,1993-11-21,10,24.186,DET,@,GNB,L 17-26,,,,,,,
39,1993,1993-11-25,11,24.190,DET,,CHI,L 6-10,,,,,,,
40,1993,1993-12-05,12,24.200,DET,,MIN,L 0-13,,,,,,,
41,1993,1993-12-12,13,24.207,DET,@,PHO,W 21-14,,,,,,,
42,1993,1993-12-19,14,24.214,DET,,SFO,L 17-55,,,,,,,
43,1993,1993-12-26,15,24.221,DET,@,CHI,W 20-14,,,,,,,
44,1993,1994-01-02,16,24.228,DET,,GNB,W 30-20,,,,,,,
