ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1996,1996-09-01,1,24.271,NWE,@,MIA,L 10-24,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
2,1996,1996-09-08,2,24.278,NWE,@,BUF,L 10-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
3,1996,1996-09-15,3,24.285,NWE,,ARI,W 31-0,5,28,5.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
4,1996,1996-09-22,4,24.292,NWE,,JAX,W 28-25,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
5,1996,1996-10-06,5,24.306,NWE,@,BAL,W 46-38,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
6,1996,1996-10-13,6,24.313,NWE,,WAS,L 22-27,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
7,1996,1996-10-20,7,24.320,NWE,@,IND,W 27-9,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
8,1996,1996-10-27,8,24.327,NWE,,BUF,W 28-25,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
9,1996,1996-11-03,9,24.334,NWE,,MIA,W 42-23,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
10,1996,1996-11-10,10,24.341,NWE,@,NYJ,W 31-27,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
11,1996,1996-11-17,11,24.348,NWE,,DEN,L 8-34,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
12,1996,1996-11-24,12,24.355,NWE,,IND,W 27-13,3,35,11.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
13,1996,1996-12-01,13,24.362,NWE,@,SDG,W 45-7,12,23,1.92,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0
14,1996,1996-12-08,14,25.003,NWE,,NYJ,W 34-10,7,19,2.71,1,0,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6
15,1996,1996-12-15,15,25.010,NWE,@,DAL,L 6-12,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,
16,1996,1996-12-21,16,25.016,NWE,@,NYG,W 23-22,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,0,0
17,1997,1997-08-31,1,25.269,NWE,,SDG,W 41-7,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
18,1997,1997-09-07,2,25.276,NWE,@,IND,W 31-6,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
19,1997,1997-09-14,3,25.283,NWE,,NYJ,W 27-24,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
20,1997,1997-09-21,4,25.290,NWE,,CHI,W 31-3,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
21,1997,1997-10-06,5,25.305,NWE,@,DEN,L 13-34,0,0,,0,0,,,,,0.0%,,,,,,,,,,,,,,
22,1997,1997-10-12,6,25.311,NWE,,BUF,W 33-6,8,24,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
23,1997,1997-10-19,7,25.318,NWE,@,NYJ,L 19-24,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
24,1997,1997-10-27,8,25.326,NWE,,GNB,L 10-28,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
25,1997,1997-11-02,9,25.332,NWE,@,MIN,L 18-23,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
26,1997,1997-11-09,10,25.339,NWE,@,BUF,W 31-10,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
27,1997,1997-11-16,11,25.346,NWE,@,TAM,L 7-27,0,0,,0,0,,,,,0.0%,,,,,,,,,,,,,,
28,1997,1997-11-23,12,25.353,NWE,,MIA,W 27-24,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
29,1997,1997-11-30,13,25.360,NWE,,IND,W 20-17,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,,
30,1997,1997-12-07,14,26.002,NWE,@,JAX,W 26-20,10,20,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
31,1997,1997-12-13,15,26.008,NWE,,PIT,L 21-24,6,14,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
32,1997,1997-12-22,16,26.017,NWE,@,MIA,W 14-12,1,2,2.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
