ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1969,1969-11-23,10,22.141,ATL,@,WAS,L 20-27,0,0,,0,1,13,13.00,0
2,1970,1970-09-20,1,23.077,ATL,@,NOR,W 14-3,,,,,,,,
3,1970,1970-11-01,7,23.119,ATL,,CHI,L 14-23,,,,,,,,
4,1970,1970-11-08,8,23.126,ATL,@,RAM,T 10-10,,,,,,,,
5,1970,1970-11-15,9,23.133,ATL,@,PHI,T 13-13,,,,,,,,
6,1970,1970-11-22,10,23.140,ATL,,RAM,L 7-17,,,,,,,,
7,1970,1970-11-30,11,23.148,ATL,,MIA,L 7-20,,,,,,,,
8,1970,1970-12-06,12,23.154,ATL,@,SFO,L 20-24,,,,,,,,
9,1970,1970-12-13,13,23.161,ATL,,PIT,W 27-16,,,,,,,,
10,1970,1970-12-20,14,23.168,ATL,,MIN,L 7-37,,,,,,,,
11,1971,1971-09-19,1,24.076,ATL,,SFO,W 20-17,,,,,,,,
12,1971,1971-09-26,2,24.083,ATL,@,RAM,T 20-20,,,,,,,,
13,1971,1971-10-03,3,24.090,ATL,@,DET,L 38-41,,,,,,,,
14,1971,1971-10-10,4,24.097,ATL,,STL,L 9-26,,,,,,,,
15,1971,1971-10-17,5,24.104,ATL,,RAM,L 16-24,,,,,,,,
16,1971,1971-10-24,6,24.111,ATL,,NOR,W 28-6,,,,,,,,
17,1971,1971-10-31,7,24.118,ATL,@,CLE,W 31-14,,,,,,,,
18,1971,1971-11-07,8,24.125,ATL,@,CIN,W 9-6,,,,,,,,
19,1971,1971-11-14,9,24.132,ATL,,NYG,L 17-21,,,,,,,,
20,1971,1971-11-22,10,24.140,ATL,,GNB,W 28-21,,,,,,,,
21,1971,1971-11-28,11,24.146,ATL,@,MIN,L 7-24,,,,,,,,
22,1971,1971-12-05,12,24.153,ATL,,OAK,W 24-13,,,,,,,,
23,1971,1971-12-12,13,24.160,ATL,@,SFO,L 3-24,,,,,,,,
24,1971,1971-12-19,14,24.167,ATL,@,NOR,W 24-20,1,2,2.00,0,0,0,,0
25,1972,1972-09-17,1,25.074,ATL,@,CHI,W 37-21,,,,,,,,
26,1972,1972-09-24,2,25.081,ATL,@,NWE,L 20-21,,,,,,,,
27,1972,1972-10-01,3,25.088,ATL,,RAM,W 31-3,,,,,,,,
28,1972,1972-10-08,4,25.095,ATL,,DET,L 23-26,,,,,,,,
29,1972,1972-10-15,5,25.102,ATL,@,NOR,W 21-14,,,,,,,,
30,1972,1972-10-22,6,25.109,ATL,@,GNB,W 10-9,,,,,,,,
31,1972,1972-10-29,7,25.116,ATL,,SFO,L 14-49,,,,,,,,
