ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1984,1984-09-02,1,22.198,BUF,,NWE,L 17-21,0,0,,0,
2,1984,1984-09-09,2,22.205,BUF,@,STL,L 7-37,0,0,,0,
3,1984,1984-09-17,3,22.213,BUF,,MIA,L 17-21,0,0,,0,
4,1984,1984-09-23,4,22.219,BUF,,NYJ,L 26-28,0,0,,0,
5,1984,1984-09-30,5,22.226,BUF,@,IND,L 17-31,0,0,,0,
6,1984,1984-10-07,6,22.233,BUF,,PHI,L 17-27,0,0,,0,
7,1984,1984-10-14,7,22.240,BUF,@,SEA,L 28-31,0,0,,0,
8,1984,1984-10-21,8,22.247,BUF,,DEN,L 7-37,1,6,6.00,0,1.0
9,1984,1984-10-28,9,22.254,BUF,@,MIA,L 7-38,0,0,,0,
10,1984,1984-11-04,10,22.261,BUF,,CLE,L 10-13,0,0,,0,
11,1984,1984-11-11,11,22.268,BUF,@,NWE,L 10-38,0,0,,0,
12,1984,1984-11-18,12,22.275,BUF,,DAL,W 14-3,0,0,,0,
13,1984,1984-11-25,13,22.282,BUF,@,WAS,L 14-41,0,0,,0,
14,1984,1984-12-02,14,22.289,BUF,,IND,W 21-15,0,0,,0,
15,1984,1984-12-08,15,22.295,BUF,@,NYJ,L 17-21,0,0,,0,
16,1984,1984-12-16,16,22.303,BUF,@,CIN,L 21-52,0,0,,0,
