ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-14,1,22.026,NWE,,BUF,W 25-24,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
2,2009,2009-09-20,2,22.032,NWE,@,NYJ,L 9-16,,,,,,,,,,,,,,,,,
3,2009,2009-09-27,3,22.039,NWE,,ATL,W 26-10,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
4,2009,2009-10-04,4,22.046,NWE,,BAL,W 27-21,,,,,,,,,,,,,,,,,
5,2009,2009-10-11,5,22.053,NWE,@,DEN,L 17-20,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
6,2009,2009-10-18,6,22.060,NWE,,TEN,W 59-0,,0,0,,0,0,0,,0,0,0,0.0,3,4,1,2,0
7,2009,2009-10-25,7,22.067,NWE,@,TAM,W 35-7,,0,0,,0,0,0,,0,0,0,1.0,4,0,0,0,0
8,2009,2009-11-08,8,22.081,NWE,,MIA,W 27-17,,0,0,,0,0,0,,0,0,0,1.0,2,1,0,0,0
9,2009,2009-11-15,9,22.088,NWE,@,IND,L 34-35,*,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
10,2009,2009-11-22,10,22.095,NWE,,NYJ,W 31-14,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
11,2009,2009-11-30,11,22.103,NWE,@,NOR,L 17-38,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
12,2009,2009-12-06,12,22.109,NWE,@,MIA,L 21-22,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
13,2009,2009-12-13,13,22.116,NWE,,CAR,W 20-10,,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
14,2009,2009-12-20,14,22.123,NWE,@,BUF,W 17-10,,,,,,,,,,,,,,,,,
15,2009,2009-12-27,15,22.130,NWE,,JAX,W 35-7,,0,0,,0,0,0,,0,0,0,0.0,0,2,0,0,0
