ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,22.242,KAN,,BUF,L 7-41,*,,0,0,0.0,2,0,0,0,0
2,2011,2011-09-18,2,22.249,KAN,@,DET,L 3-48,*,,0,0,0.0,1,0,0,0,0
3,2011,2011-09-25,3,22.256,KAN,@,SDG,L 17-20,,,0,0,0.0,3,1,0,0,0
4,2011,2011-10-02,4,22.263,KAN,,MIN,W 22-17,*,,0,0,0.0,4,0,0,0,0
5,2011,2011-10-09,5,22.270,KAN,@,IND,W 28-24,,,0,0,0.0,0,1,0,0,0
6,2011,2011-10-23,6,22.284,KAN,@,OAK,W 28-0,,,0,0,0.0,1,3,0,0,0
7,2011,2011-10-31,7,22.292,KAN,,SDG,W 23-20,,,0,0,0.0,2,0,0,0,0
8,2011,2011-11-06,8,22.298,KAN,,MIA,L 3-31,,,0,0,0.0,0,1,0,0,0
9,2011,2011-11-13,9,22.305,KAN,,DEN,L 10-17,,,0,0,0.0,4,0,0,0,0
10,2011,2011-11-21,10,22.313,KAN,@,NWE,L 3-34,*,,0,0,0.0,2,0,0,0,0
11,2011,2011-11-27,11,22.319,KAN,,PIT,L 9-13,*,,0,0,0.0,4,0,0,0,0
12,2011,2011-12-04,12,22.326,KAN,@,CHI,W 10-3,*,,0,0,3.0,7,0,0,0,0
13,2011,2011-12-11,13,22.333,KAN,@,NYJ,L 10-37,*,,0,0,1.0,2,2,0,0,0
14,2011,2011-12-18,14,22.340,KAN,,GNB,W 19-14,*,,0,0,0.0,3,1,0,0,0
15,2011,2011-12-24,15,22.346,KAN,,OAK,L 13-16,*,,0,0,0.0,2,0,0,0,0
16,2011,2012-01-01,16,22.354,KAN,@,DEN,W 7-3,*,,0,0,1.5,6,1,0,0,0
17,2012,2012-09-09,1,23.241,KAN,,ATL,L 24-40,*,,0,0,1.0,1,1,0,0,0
18,2012,2012-09-16,2,23.248,KAN,@,BUF,L 17-35,*,,0,0,0.0,4,1,0,0,0
19,2012,2012-09-23,3,23.255,KAN,@,NOR,W 27-24,*,1,0,2,3.0,3,1,0,0,0
20,2012,2012-09-30,4,23.262,KAN,,SDG,L 20-37,*,,0,0,0.0,3,0,0,0,0
21,2012,2012-10-07,5,23.269,KAN,,BAL,L 6-9,*,,0,0,2.0,4,0,0,0,0
22,2012,2012-10-14,6,23.276,KAN,@,TAM,L 10-38,*,,0,0,0.0,2,1,1,32,0
23,2012,2012-10-28,7,23.290,KAN,,OAK,L 16-26,*,,0,0,0.0,2,1,0,0,0
24,2012,2012-11-01,8,23.294,KAN,@,SDG,L 13-31,*,,0,0,0.0,6,3,0,0,0
25,2012,2012-11-12,9,23.305,KAN,@,PIT,L 13-16,*,,0,0,1.0,5,2,0,0,0
26,2012,2012-11-18,10,23.311,KAN,,CIN,L 6-28,*,,0,0,0.0,2,0,0,0,0
