ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1992,1992-09-27,4,25.049,HOU,,SDG,W 27-0,,,,,,0.0%,,,,,,,
2,1992,1992-10-11,5,25.063,HOU,@,CIN,W 38-24,,,,,,0.0%,,,,,,,
3,1992,1992-10-18,6,25.070,HOU,@,DEN,L 21-27,,,,,,0.0%,,,,,,,
4,1992,1992-10-25,7,25.077,HOU,,CIN,W 26-10,,,,,,0.0%,,,,,,,
5,1992,1992-11-15,10,25.098,HOU,@,MIN,W 17-13,,,,,,0.0%,,,,,,,
6,1992,1992-11-22,11,25.105,HOU,@,MIA,L 16-19,,,,,,0.0%,,,,,,,
7,1992,1992-11-26,12,25.109,HOU,@,DET,W 24-21,,,,,,0.0%,,,,,,,
8,1992,1992-12-07,13,25.120,HOU,,CHI,W 24-7,,,,,,0.0%,,,,,,,
9,1992,1992-12-27,16,25.140,HOU,,BUF,W 27-3,,,,,,0.0%,,,,,,,
10,1993,1993-10-11,5,26.063,HOU,@,BUF,L 7-35,6,2,34,17.00,0,33.3%,5.67,1,2,2.00,0,0,0
11,1993,1993-10-17,6,26.069,HOU,@,NWE,W 28-14,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
12,1993,1993-10-24,7,26.076,HOU,,CIN,W 28-12,7,3,38,12.67,1,42.9%,5.43,1,4,4.00,0,1,6
13,1993,1993-11-07,8,26.090,HOU,,SEA,W 24-14,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0
14,1993,1993-11-14,9,26.097,HOU,@,CIN,W 38-3,8,1,8,8.00,0,12.5%,1.00,0,0,,0,0,0
15,1993,1993-11-21,10,26.104,HOU,@,CLE,W 27-20,0,0,0,,0,0.0%,,0,0,,0,0,
16,1993,1993-12-05,12,26.118,HOU,,ATL,W 33-17,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0
17,1993,1993-12-12,13,26.125,HOU,,CLE,W 19-17,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0
18,1993,1993-12-19,14,26.132,HOU,@,PIT,W 26-17,7,4,59,14.75,0,57.1%,8.43,0,0,,0,0,0
19,1993,1993-12-25,15,26.138,HOU,@,SFO,W 10-7,8,4,82,20.50,0,50.0%,10.25,0,0,,0,0,0
20,1993,1994-01-02,16,26.146,HOU,,NYJ,W 24-0,14,8,106,13.25,0,57.1%,7.57,0,0,,0,0,0
21,1994,1994-10-24,7,27.076,HOU,@,PHI,L 6-21,2,1,3,3.00,0,50.0%,1.50,1,-3,-3.00,0,0,0
22,1994,1994-10-30,8,27.082,HOU,@,RAI,L 14-17,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0
23,1994,1994-11-06,9,27.089,HOU,,PIT,L 9-12,9,4,52,13.00,0,44.4%,5.78,0,0,,0,0,0
24,1994,1994-11-13,10,27.096,HOU,@,CIN,L 31-34,1,0,0,,0,0.0%,0.00,0,0,,0,0,
25,1994,1994-11-27,12,27.110,HOU,@,CLE,L 10-34,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0
26,1994,1994-12-04,13,27.117,HOU,,ARI,L 12-30,1,0,0,,0,0.0%,0.00,0,0,,0,0,
27,1994,1994-12-11,14,27.124,HOU,,SEA,L 14-16,,0,0,,0,0.0%,,0,0,,0,0,
28,1994,1994-12-24,16,27.137,HOU,,NYJ,W 24-10,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
