ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,22.119,PIT,@,DET,L 21-38,2,19,9.50,0
2,1953,1953-10-03,2,22.125,PIT,,NYG,W 24-14,3,28,9.33,0
3,1953,1953-10-11,3,22.133,PIT,,CRD,W 31-28,2,11,5.50,1
4,1953,1953-10-24,5,22.146,PIT,,GNB,W 31-14,1,8,8.00,0
5,1954,1954-09-26,1,23.118,WAS,@,SFO,L 7-41,3,59,19.67,0
6,1954,1954-10-02,2,23.124,WAS,@,PIT,L 7-37,3,39,13.00,0
7,1954,1954-10-10,3,23.132,WAS,,NYG,L 21-51,4,69,17.25,2
8,1954,1954-10-17,4,23.139,WAS,,PHI,L 21-49,3,51,17.00,1
9,1954,1954-10-24,5,23.146,WAS,@,NYG,L 7-24,4,40,10.00,0
10,1954,1954-10-31,6,23.153,WAS,,BAL,W 24-21,2,21,10.50,0
11,1954,1954-11-14,8,23.167,WAS,,PIT,W 17-14,1,21,21.00,0
12,1954,1954-11-28,10,23.181,WAS,@,PHI,L 33-41,3,53,17.67,0
