ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1970,1970-10-11,4,24.315,NOR,@,STL,L 17-24,,,,,,,,,,,
2,1970,1970-10-18,5,24.322,NOR,@,SFO,T 20-20,0,0,,0,2,11,5.50,0,1,29,0
3,1970,1970-10-25,6,24.329,NOR,@,ATL,L 14-32,,,,,,,,,,,
4,1970,1970-11-01,7,24.336,NOR,,RAM,L 17-30,,,,,,,,,,,
5,1970,1970-11-08,8,24.343,NOR,,DET,W 19-17,,,,,,,,,,,
6,1970,1970-11-15,9,24.350,NOR,@,MIA,L 10-21,,,,,,,,,,,
7,1970,1970-11-22,10,24.357,NOR,,DEN,L 6-31,0,0,,0,0,0,,0,1,0,0
8,1970,1970-11-29,11,24.364,NOR,@,CIN,L 6-26,0,0,,0,1,5,5.00,0,1,9,0
9,1970,1970-12-06,12,25.006,NOR,@,RAM,L 16-34,,,,,,,,,,,
10,1970,1970-12-13,13,25.013,NOR,,SFO,L 27-38,,,,,,,,,,,
11,1970,1970-12-20,14,25.020,NOR,,CHI,L 3-24,0,0,,0,1,6,6.00,0,2,41,0
12,1971,1971-09-19,1,25.293,NOR,,RAM,W 24-20,,,,,,,,,,,
13,1971,1971-09-26,2,25.300,NOR,,SFO,L 20-38,,,,,,,,,,,
14,1971,1971-10-03,3,25.307,NOR,@,HOU,T 13-13,,,,,,,,,,,
15,1971,1971-10-10,4,25.314,NOR,@,CHI,L 14-35,,,,,,,,,,,
16,1971,1971-10-17,5,25.321,NOR,,DAL,W 24-14,0,0,,0,0,0,,0,1,15,0
17,1971,1971-10-24,6,25.328,NOR,@,ATL,L 6-28,,,,,,,,,,,
18,1971,1971-10-31,7,25.335,NOR,@,WAS,L 14-24,0,0,,0,0,0,,0,1,3,0
19,1971,1971-11-07,8,25.342,NOR,,OAK,T 21-21,,,,,,,,,,,
20,1971,1971-11-14,9,25.349,NOR,@,SFO,W 26-20,0,0,,0,0,0,,0,2,25,0
21,1971,1971-11-21,10,25.356,NOR,,MIN,L 10-23,,,,,,,,,,,
22,1971,1971-11-28,11,25.363,NOR,@,GNB,W 29-21,0,0,,0,0,0,,0,1,13,0
23,1971,1971-12-05,12,26.005,NOR,@,RAM,L 28-45,,,,,,,,,,,
24,1971,1971-12-12,13,26.012,NOR,,CLE,L 17-21,,,,,,,,,,,
25,1971,1971-12-19,14,26.019,NOR,,ATL,L 20-24,,,,,,,,,,,
26,1972,1972-09-17,1,26.292,NOR,@,RAM,L 14-34,,,,,,,,,,,
27,1972,1972-09-25,2,26.300,NOR,,KAN,L 17-20,,,,,,,,,,,
28,1972,1972-10-01,3,26.306,NOR,,SFO,L 2-37,,,,,,,,,,,
29,1972,1972-10-08,4,26.313,NOR,@,NYG,L 21-45,,,,,,,,,,,
30,1972,1972-10-15,5,26.320,NOR,,ATL,L 14-21,,,,,,,,,,,
31,1972,1972-10-22,6,26.327,NOR,@,SFO,T 20-20,,,,,,,,,,,
32,1972,1972-10-29,7,26.334,NOR,,PHI,W 21-3,,,,,,,,,,,
33,1972,1972-11-05,8,26.341,NOR,@,MIN,L 6-37,,,,,,,,,,,
34,1972,1972-11-12,9,26.348,NOR,@,ATL,L 20-36,,,,,,,,,,,
35,1972,1972-11-19,10,26.355,NOR,@,DET,L 14-27,1,0,0.00,0,0,0,,0,0,0,0
36,1972,1972-11-26,11,26.362,NOR,,RAM,W 19-16,1,9,9.00,0,0,0,,0,0,0,0
37,1972,1972-12-03,12,27.003,NOR,@,NYJ,L 17-18,,,,,,,,,,,
38,1972,1972-12-10,13,27.010,NOR,,NWE,L 10-17,0,0,,0,0,0,,0,1,14,0
39,1972,1972-12-17,14,27.017,NOR,,GNB,L 20-30,,,,,,,,,,,
40,1974,1974-11-04,8,28.339,SFO,,RAM,L 13-15,,,,,,,,,,,
41,1974,1974-11-10,9,28.345,SFO,@,DAL,L 14-20,,,,,,,,,,,
42,1974,1974-11-17,10,28.352,SFO,@,CHI,W 34-0,,,,,,,,,,,
43,1974,1974-11-24,11,28.359,SFO,,ATL,W 27-0,,,,,,,,,,,
44,1974,1974-12-01,12,29.001,SFO,@,CLE,L 0-7,,,,,,,,,,,
45,1974,1974-12-08,13,29.008,SFO,,GNB,W 7-6,,,,,,,,,,,
46,1974,1974-12-15,14,29.015,SFO,,NOR,W 35-21,,,,,,,,,,,
