ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-10-05,3,23.085,SFO,@,NYG,W 41-21,16,75,4.69,0,3,25,8.33,0,0,0,,0
2,1987,1987-10-11,4,23.091,SFO,@,ATL,W 25-17,2,7,3.50,0,0,0,,0,0,0,,0
3,1987,1987-10-18,5,23.098,SFO,,STL,W 34-28,0,0,,0,0,0,,0,1,13,13.00,0
