ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-10-12,6,26.012,WAS,@,DAL,L 6-30,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986,1986-10-27,8,26.027,WAS,@,NYG,L 20-27,,1,71,71.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
3,1986,1986-11-02,9,26.033,WAS,,MIN,W 44-38,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986,1986-11-09,10,26.040,WAS,@,GNB,W 16-7,,1,26,26.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
5,1986,1986-11-17,11,26.048,WAS,,SFO,W 14-6,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986,1986-11-23,12,26.054,WAS,,DAL,W 41-14,,1,25,25.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
7,1986,1986-11-30,13,26.061,WAS,@,STL,W 20-17,,3,30,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
8,1986,1986-12-07,14,26.068,WAS,,NYG,L 14-24,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
9,1986,1986-12-13,15,26.074,WAS,@,DEN,L 30-31,,2,31,15.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
10,1986,1986-12-21,16,26.082,WAS,@,PHI,W 21-14,,5,94,18.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,1987,1987-09-13,1,26.348,WAS,,PHI,W 34-24,,4,81,20.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1987,1987-09-20,2,26.355,WAS,@,ATL,L 20-21,,4,45,11.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1987,1987-10-25,6,27.025,WAS,,NYJ,W 17-16,,3,53,17.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
14,1987,1987-11-01,7,27.032,WAS,@,BUF,W 27-7,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
15,1987,1987-11-08,8,27.039,WAS,@,PHI,L 27-31,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,,,,,0,
16,1987,1987-11-15,9,27.046,WAS,,DET,W 20-13,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,1987,1987-11-23,10,27.054,WAS,,RAM,L 26-30,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,1987,1987-11-29,11,27.060,WAS,,NYG,W 23-19,,6,96,16.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,3,82,27.33,0,0,0,,0,1,6
19,1987,1987-12-06,12,27.067,WAS,@,STL,W 34-17,,2,56,28.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
20,1987,1987-12-13,13,27.074,WAS,,DAL,W 24-20,,2,55,27.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
21,1987,1987-12-20,14,27.081,WAS,@,MIA,L 21-23,,4,39,9.75,0,,,1,-4,-4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
22,1987,1987-12-26,15,27.087,WAS,@,MIN,W 27-24,,8,164,20.50,2,,,0,0,,0,0,0,,0,0,0,,,,,,1,36,36.00,0,0,0,,0,2,12
23,1988,1988-09-05,1,27.341,WAS,@,NYG,L 20-27,,5,79,15.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,2,37,18.50,0,0,0,,0,1,6
24,1988,1988-09-11,2,27.347,WAS,,PIT,W 30-29,,5,145,29.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,3,66,22.00,0,0,0,,0,1,6
25,1988,1988-09-18,3,27.354,WAS,,PHI,W 17-10,,4,61,15.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1988,1988-09-25,4,27.361,WAS,@,PHO,L 21-30,,4,56,14.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
27,1988,1988-10-02,5,28.002,WAS,,NYG,L 23-24,,7,141,20.14,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
28,1988,1988-10-09,6,28.009,WAS,@,DAL,W 35-17,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
29,1988,1988-10-16,7,28.016,WAS,,PHO,W 33-17,,3,39,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
30,1988,1988-10-23,8,28.023,WAS,@,GNB,W 20-17,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
31,1988,1988-10-30,9,28.030,WAS,@,HOU,L 17-41,,8,74,9.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,1988,1988-11-06,10,28.037,WAS,,NOR,W 27-24,,5,98,19.60,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
