ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1966,1966-09-18,2,26.124,ATL,@,PHI,L 10-23,1,1,100.0,1,2,50.0,0,4
2,1966,1966-09-25,3,26.131,ATL,@,DET,L 10-28,1,1,100.0,1,2,50.0,0,4
3,1966,1966-10-02,4,26.138,ATL,,DAL,L 14-47,2,2,100.0,,,,0,2
4,1966,1966-10-09,5,26.145,ATL,@,WAS,L 20-33,2,2,100.0,2,2,100.0,0,8
5,1966,1966-10-16,6,26.152,ATL,,SFO,L 7-44,1,1,100.0,,1,0.0,0,1
6,1966,1966-10-23,7,26.159,ATL,@,GNB,L 3-56,,,,1,1,100.0,0,3
7,1966,1966-10-30,8,26.166,ATL,,CLE,L 17-49,2,2,100.0,1,3,33.3,0,5
8,1966,1966-11-13,9,26.180,ATL,,BAL,L 7-19,1,1,100.0,,,,0,1
9,1966,1966-11-20,10,26.187,ATL,@,NYG,W 27-16,3,4,75.0,,2,0.0,0,3
10,1966,1966-11-27,11,26.194,ATL,@,CHI,L 6-23,,1,0.0,,,,0,0
11,1966,1966-12-04,12,26.201,ATL,@,MIN,W 20-13,2,3,66.7,,2,0.0,0,2
12,1966,1966-12-11,13,26.208,ATL,,STL,W 16-10,1,1,100.0,3,3,100.0,0,10
13,1966,1966-12-18,14,26.215,ATL,,PIT,L 33-57,3,5,60.0,,,,0,3
