ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
17,1983,1983-11-06,10,24.308,MIN,,TAM,L 12-17,9,36,4.00,0,,2,21,10.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,1983,1983-11-13,11,24.315,MIN,,GNB,L 21-29,16,119,7.44,0,,7,137,19.57,0,,,0,0,,0,0,0,,,,,,1,22,22.00,0,0,0,,0,0,0
19,1983,1983-11-27,13,24.329,MIN,@,NOR,L 16-17,18,54,3.00,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,1,24,24.00,0,0,0,,0,0,0
20,1983,1983-12-05,14,24.337,MIN,@,DET,L 2-13,12,32,2.67,0,,6,58,9.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
21,1983,1983-12-11,15,24.343,MIN,,CHI,L 13-19,12,11,0.92,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,5,87,17.40,0,0,0,,0,0,0
22,1983,1983-12-17,16,24.349,MIN,,CIN,W 20-14,5,62,12.40,0,,5,44,8.80,0,,,0,0,,0,0,0,,,,,,2,58,29.00,0,0,0,,0,0,0
23,1984,1984-09-02,1,25.244,MIN,,SDG,L 13-42,4,16,4.00,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,2,39,19.50,0,1,11,11.00,0,0,0
24,1984,1984-09-16,3,25.258,MIN,,ATL,W 27-20,15,96,6.40,0,,2,5,2.50,0,,,0,0,,0,0,0,,0,0,,,1,19,19.00,0,3,25,8.33,0,0,0
25,1984,1984-09-23,4,25.265,MIN,@,DET,W 29-28,11,36,3.27,0,,2,21,10.50,0,,,0,0,,0,0,0,,0,0,,,1,38,38.00,0,2,13,6.50,0,0,0
26,1984,1984-09-30,5,25.272,MIN,,SEA,L 12-20,7,15,2.14,0,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,,,2,35,17.50,0,1,0,0.00,0,0,0
27,1984,1984-10-07,6,25.279,MIN,@,TAM,L 31-35,0,0,,0,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
28,1984,1984-10-14,7,25.286,MIN,@,RAI,L 20-23,1,10,10.00,0,,0,0,,0,,,0,0,,0,0,0,,0,0,,,5,103,20.60,0,2,37,18.50,0,0,0
29,1984,1984-10-21,8,25.293,MIN,,DET,L 14-16,1,5,5.00,0,,1,7,7.00,1,,,0,0,,0,0,0,,0,0,,,1,34,34.00,0,2,18,9.00,0,1,6
30,1984,1984-10-28,9,25.300,MIN,@,CHI,L 7-16,4,-15,-3.75,0,,3,16,5.33,0,,,0,0,,0,0,0,,0,0,,,1,26,26.00,0,1,4,4.00,0,0,0
31,1984,1984-11-04,10,25.307,MIN,,TAM,W 27-24,5,32,6.40,1,,2,10,5.00,0,,,0,0,,0,0,0,,0,0,,,5,112,22.40,0,2,20,10.00,0,1,6
32,1984,1984-11-11,11,25.314,MIN,@,GNB,L 17-45,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,0,,,4,81,20.25,0,3,6,2.00,0,0,0
33,1984,1984-11-18,12,25.321,MIN,@,DEN,L 21-42,6,32,5.33,0,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,,,2,74,37.00,0,2,17,8.50,0,0,0
34,1984,1984-11-25,13,25.328,MIN,,CHI,L 3-34,4,31,7.75,0,,1,0,0.00,0,,,0,0,,0,0,0,,0,0,,,7,168,24.00,0,3,20,6.67,0,0,0
35,1984,1984-11-29,14,25.332,MIN,,WAS,L 17-31,7,53,7.57,0,,2,5,2.50,0,,,0,0,,0,0,0,,0,0,,,4,77,19.25,0,0,0,,0,0,0
36,1984,1984-12-08,15,25.341,MIN,@,SFO,L 7-51,7,38,5.43,1,,3,26,8.67,0,,,0,0,,0,0,0,,0,0,,,3,67,22.33,0,1,9,9.00,0,1,6
37,1984,1984-12-16,16,25.349,MIN,,GNB,L 14-38,8,57,7.13,1,,5,33,6.60,0,,,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,1,6
38,1985,1985-09-08,1,26.249,MIN,,SFO,W 28-21,14,43,3.07,0,,2,13,6.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0
39,1985,1985-09-15,2,26.256,MIN,@,TAM,W 31-16,11,42,3.82,0,,3,27,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,0,0
40,1985,1985-09-19,3,26.260,MIN,,CHI,L 24-33,5,18,3.60,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
41,1985,1985-09-29,4,26.270,MIN,@,BUF,W 27-20,15,69,4.60,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,3,28,9.33,0,0,0
42,1985,1985-10-06,5,26.277,MIN,@,RAM,L 10-13,17,94,5.53,0,,1,-4,-4.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,10,5.00,0,0,0
43,1985,1985-10-13,6,26.284,MIN,@,GNB,L 17-20,14,42,3.00,0,,2,21,10.50,0,,,0,0,,0,0,0,,,,,,2,42,21.00,0,2,11,5.50,0,0,0
44,1985,1985-10-20,7,26.291,MIN,,SDG,W 21-17,13,41,3.15,0,,12,67,5.58,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0
45,1985,1985-10-27,8,26.298,MIN,@,CHI,L 9-27,8,22,2.75,1,,5,44,8.80,0,,,0,0,,0,0,0,,,,,,1,9,9.00,0,0,0,,0,1,6
46,1985,1985-11-03,9,26.305,MIN,,DET,W 16-13,25,122,4.88,0,,3,19,6.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,29,14.50,0,0,0
47,1985,1985-11-10,10,26.312,MIN,,GNB,L 17-27,21,146,6.95,1,,2,14,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,1,1.00,0,1,6
48,1985,1985-11-17,11,26.319,MIN,@,DET,L 21-41,7,30,4.29,0,,2,18,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,20,10.00,0,0,0
49,1985,1985-11-24,12,26.326,MIN,,NOR,L 23-30,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
50,1985,1985-12-01,13,26.333,MIN,@,PHI,W 28-23,9,23,2.56,0,,2,2,1.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,1985,1985-12-08,14,26.340,MIN,,TAM,W 26-7,17,69,4.06,1,,3,25,8.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
52,1985,1985-12-15,15,26.347,MIN,@,ATL,L 13-14,14,84,6.00,1,,1,2,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
53,1985,1985-12-22,16,26.354,MIN,,PHI,L 35-37,10,48,4.80,1,,3,43,14.33,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,2,12
54,1986,1986-09-07,1,27.248,MIN,,DET,L 10-13,11,58,5.27,0,,6,74,12.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
55,1986,1986-09-14,2,27.255,MIN,@,TAM,W 23-10,19,76,4.00,0,,1,20,20.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,1986,1986-09-21,3,27.262,MIN,,PIT,W 31-7,9,53,5.89,0,,2,4,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
57,1986,1986-09-28,4,27.269,MIN,,GNB,W 42-7,12,45,3.75,0,,2,42,21.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
58,1986,1986-10-05,5,27.276,MIN,@,CHI,L 0-23,6,5,0.83,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,1986,1986-10-12,6,27.283,MIN,@,SFO,W 27-24,9,9,1.00,0,,6,47,7.83,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
60,1986,1986-10-19,7,27.290,MIN,,CHI,W 23-7,14,61,4.36,0,,3,43,14.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,1986,1986-10-26,8,27.297,MIN,,CLE,L 20-23,22,118,5.36,1,,3,37,12.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
62,1986,1986-11-02,9,27.304,MIN,@,WAS,L 38-44,12,17,1.42,0,,5,58,11.60,1,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
63,1986,1986-11-09,10,27.311,MIN,@,DET,W 24-10,14,58,4.14,0,,3,32,10.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
64,1986,1986-11-16,11,27.318,MIN,,NYG,L 20-22,13,68,5.23,0,,4,23,5.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
65,1986,1986-11-23,12,27.325,MIN,@,CIN,L 20-24,14,52,3.71,1,,3,26,8.67,0,,,0,0,,0,0,0,,,,,,2,65,32.50,0,0,0,,0,1,6
66,1986,1986-11-30,13,27.332,MIN,,TAM,W 45-13,8,29,3.63,1,,2,27,13.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
67,1986,1986-12-07,14,27.339,MIN,@,GNB,W 32-6,8,71,8.88,1,,5,67,13.40,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
68,1986,1986-12-14,15,27.346,MIN,@,HOU,L 10-23,9,37,4.11,0,,2,18,9.00,0,,,0,0,,0,0,0,,,,,,1,40,40.00,0,0,0,,0,0,0
69,1986,1986-12-21,16,27.353,MIN,,NOR,W 33-17,11,36,3.27,0,,6,75,12.50,1,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
70,1987,1987-09-20,2,28.261,MIN,@,RAM,W 21-16,8,58,7.25,0,,3,13,4.33,0,,,0,0,,0,0,0,,,,,,1,20,20.00,0,0,0,,0,0,0
71,1987,1987-10-26,6,28.297,MIN,,DEN,W 34-27,11,98,8.91,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,48,24.00,0,0,0,,0,0,0
72,1987,1987-11-08,8,28.310,MIN,,RAI,W 31-20,11,50,4.55,0,,1,-2,-2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,1987,1987-11-15,9,28.317,MIN,,TAM,W 23-17,17,103,6.06,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,1987,1987-11-22,10,28.324,MIN,,ATL,W 24-13,16,43,2.69,0,,3,6,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
75,1987,1987-11-26,11,28.328,MIN,@,DAL,W 44-38,16,118,7.38,2,,5,43,8.60,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
76,1987,1987-12-06,12,28.338,MIN,,CHI,L 24-30,14,25,1.79,0,,7,28,4.00,0,,,0,0,,0,0,0,,,,,,1,42,42.00,0,0,0,,0,0,0
77,1987,1987-12-13,13,28.345,MIN,@,GNB,L 10-16,13,33,2.54,0,,4,28,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
78,1987,1987-12-20,14,28.352,MIN,@,DET,W 17-14,11,41,3.73,0,,2,4,2.00,0,,,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0,,0,0,0
79,1987,1987-12-26,15,28.358,MIN,,WAS,L 24-27,14,73,5.21,0,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,2,31,15.50,0,0,0,,0,0,0
80,1988,1988-09-04,1,29.246,MIN,@,BUF,L 10-13,10,50,5.00,0,,2,-2,-1.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,1988,1988-09-11,2,29.253,MIN,,NWE,W 36-6,13,68,5.23,1,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
82,1988,1988-10-02,5,29.274,MIN,@,MIA,L 7-24,4,15,3.75,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,1988,1988-10-09,6,29.281,MIN,,TAM,W 14-13,13,52,4.00,0,,4,43,10.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,1988,1988-10-16,7,29.288,MIN,,GNB,L 14-34,7,36,5.14,0,,2,14,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,1988,1988-10-23,8,29.295,MIN,@,TAM,W 49-20,8,10,1.25,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,4,94,23.50,0,0,0,,0,0,0
86,1988,1988-10-30,9,29.302,MIN,@,SFO,L 21-24,8,23,2.88,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,5,116,23.20,0,0,0,,0,0,0
87,1988,1988-11-13,11,29.316,MIN,@,DAL,W 43-3,7,11,1.57,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,1988,1988-11-20,12,29.323,MIN,,IND,W 12-3,11,16,1.45,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
89,1988,1988-11-24,13,29.327,MIN,@,DET,W 23-0,10,23,2.30,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,1988,1988-12-04,14,29.337,MIN,,NOR,W 45-3,14,60,4.29,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
91,1988,1988-12-11,15,29.344,MIN,@,GNB,L 6-18,5,13,2.60,0,,3,14,4.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,1988,1988-12-19,16,29.352,MIN,,CHI,W 28-27,2,3,1.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,1989,1989-09-10,1,30.251,MIN,,HOU,W 38-7,7,30,4.29,0,,1,10,10.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
94,1989,1989-09-17,2,30.258,MIN,@,CHI,L 7-38,4,1,0.25,0,,1,10,10.00,0,,,0,0,,0,0,0,,,,,,5,108,21.60,0,0,0,,0,0,0
95,1989,1989-09-24,3,30.265,MIN,@,PIT,L 14-27,2,4,2.00,0,,1,1,1.00,0,,,0,0,,0,0,0,,,,,,5,117,23.40,0,0,0,,0,0,0
96,1989,1989-10-01,4,30.272,MIN,,TAM,W 17-3,11,67,6.09,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,1,30,30.00,0,0,0,,0,0,0
97,1989,1989-10-08,5,30.279,MIN,,DET,W 24-17,7,22,3.14,0,,2,19,9.50,0,,,0,0,,0,0,0,,,,,,3,62,20.67,0,0,0,,0,0,0
98,1989,1989-10-22,7,30.293,SDG,,NYG,L 13-20,2,-1,-0.50,0,,3,38,12.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
99,1989,1989-10-29,8,30.300,SDG,@,SEA,L 7-10,3,31,10.33,0,,2,7,3.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,1989,1989-11-12,10,30.314,SDG,,RAI,W 14-12,0,0,,0,,2,15,7.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
101,1989,1989-11-19,11,30.321,SDG,@,PIT,L 17-20,4,43,10.75,0,,1,3,3.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
102,1989,1989-11-26,12,30.328,SDG,@,IND,L 6-10,9,41,4.56,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
103,1989,1989-12-03,13,30.335,SDG,,NYJ,L 17-20,6,23,3.83,0,,6,54,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
104,1989,1989-12-10,14,30.342,SDG,@,WAS,L 21-26,3,2,0.67,0,,6,78,13.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,1989,1989-12-17,15,30.349,SDG,@,KAN,W 20-13,2,35,17.50,0,,3,29,9.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
106,1989,1989-12-24,16,30.356,SDG,,DEN,W 19-16,7,23,3.29,0,,6,92,15.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
107,1990,1990-09-16,2,31.257,SDG,,CIN,L 16-21,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
108,1990,1990-09-23,3,31.264,SDG,@,CLE,W 24-14,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
109,1990,1990-09-30,4,31.271,SDG,,HOU,L 7-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,10,10.00,0,0,0,,0,0,0
110,1990,1990-10-07,5,31.278,SDG,@,PIT,L 14-36,2,9,4.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,26,26.00,0,0,0,,0,0,0
111,1990,1990-10-14,6,31.285,SDG,@,NYJ,W 39-3,0,0,,0,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,1,0,0.00,0,1,33,33.00,0,0,0
112,1990,1990-10-28,8,31.299,SDG,,TAM,W 41-10,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
113,1990,1990-11-04,9,31.306,SDG,@,SEA,W 31-14,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,0,0.00,0,0,0,,0,0,0
114,1990,1990-11-11,10,31.313,SDG,,DEN,W 19-7,0,0,,0,,1,10,10.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
115,1990,1990-11-18,11,31.320,SDG,@,KAN,L 10-27,1,5,5.00,0,,1,4,4.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,5,5.00,0,0,0
116,1990,1990-11-25,12,31.327,SDG,,SEA,L 10-13,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
117,1990,1990-12-02,13,31.334,SDG,,NYJ,W 38-17,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
118,1990,1990-12-16,14,31.348,SDG,@,DEN,L 10-20,0,0,,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
119,1990,1990-12-23,15,31.355,SDG,,KAN,L 21-24,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,
120,1990,1990-12-30,16,31.362,SDG,@,RAI,L 12-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0
121,1991,1991-09-01,1,32.242,MIN,@,CHI,L 6-10,0,0,,0,,1,9,9.00,0,,,0,0,,0,0,0,,0,,,,1,25,25.00,0,0,0,,0,0,0
122,1991,1991-09-08,2,32.249,MIN,@,ATL,W 20-19,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
123,1991,1991-09-15,3,32.256,MIN,,SFO,W 17-14,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,64,21.33,0,0,0,,0,0,0
124,1991,1991-09-22,4,32.263,MIN,@,NOR,L 0-26,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,0,
125,1991,1991-09-29,5,32.270,MIN,,DEN,L 6-13,2,11,5.50,0,,1,5,5.00,0,,,0,0,,0,0,0,,0,,,,2,46,23.00,0,0,0,,0,0,0
126,1991,1991-10-06,6,32.277,MIN,@,DET,L 20-24,7,30,4.29,1,,1,13,13.00,0,,,0,0,,0,0,0,,0,,,,3,49,16.33,0,0,0,,0,1,6
127,1991,1991-10-13,7,32.284,MIN,,PHO,W 34-7,2,20,10.00,0,,1,5,5.00,0,,,0,0,,0,0,0,,0,,,,1,16,16.00,0,0,0,,0,0,0
128,1991,1991-10-20,8,32.291,MIN,@,NWE,L 23-26,4,51,12.75,0,,2,13,6.50,0,,,0,0,,0,0,0,,0,,,,3,48,16.00,0,0,0,,0,0,0
129,1991,1991-10-27,9,32.298,MIN,@,PHO,W 28-0,1,1,1.00,0,,1,11,11.00,0,,,0,0,,0,0,0,,0,,,,1,18,18.00,0,0,0,,0,0,0
130,1991,1991-11-03,10,32.305,MIN,,TAM,W 28-13,1,5,5.00,0,,1,10,10.00,0,,,0,0,,0,0,0,,0,,,,2,46,23.00,0,0,0,,0,0,0
131,1991,1991-11-11,11,32.313,MIN,,CHI,L 17-34,3,14,4.67,1,,2,6,3.00,0,,,0,0,,0,0,0,,0,,,,4,94,23.50,0,0,0,,0,1,6
132,1991,1991-11-17,12,32.319,MIN,@,GNB,W 35-21,1,5,5.00,0,,2,16,8.00,0,,,0,0,,0,0,0,,0,,,,3,62,20.67,0,0,0,,0,0,0
133,1991,1991-11-24,13,32.326,MIN,,DET,L 14-34,1,29,29.00,0,,4,38,9.50,0,,,1,1,100.00,25,1,0,158.3,0,0,25.00,45.00,1,23,23.00,0,0,0,,0,0,0
134,1991,1991-12-08,14,32.340,MIN,@,TAM,W 26-24,2,27,13.50,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,104,34.67,0,0,0,,0,0,0
135,1991,1991-12-15,15,32.347,MIN,,RAM,W 20-14,2,11,5.50,0,,1,8,8.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
136,1991,1991-12-21,16,32.353,MIN,,GNB,L 7-27,2,6,3.00,0,,2,8,4.00,0,,,0,0,,0,0,0,,0,,,,4,87,21.75,0,0,0,,0,0,0
137,1992,1992-09-06,1,33.248,MIN,@,GNB,W 23-20,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,75,18.75,0,0,0,,0,0,0
138,1992,1992-09-13,2,33.255,MIN,@,DET,L 17-31,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,4,101,25.25,0,0,0,,0,0,0
139,1992,1992-09-20,3,33.262,MIN,,TAM,W 26-20,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,,,,,
140,1992,1992-09-27,4,33.269,MIN,@,CIN,W 42-7,3,-1,-0.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,53,53.00,0,0,0,,0,0,0
141,1992,1992-10-04,5,33.276,MIN,,CHI,W 21-20,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,38,19.00,0,0,0,,0,0,0
142,1992,1992-10-15,6,33.287,MIN,,DET,W 31-14,4,-5,-1.25,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
143,1992,1992-10-25,7,33.297,MIN,,WAS,L 13-15,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,50,16.67,0,0,0,,0,0,0
144,1992,1992-11-02,8,33.305,MIN,@,CHI,W 38-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0,,0,0,0
145,1992,1992-11-08,9,33.311,MIN,@,TAM,W 35-7,1,-1,-1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,49,24.50,0,0,0,,0,0,0
146,1992,1992-11-15,10,33.318,MIN,,HOU,L 13-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0,,0,0,0
147,1992,1992-11-22,11,33.325,MIN,,CLE,W 17-13,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,45,22.50,0,0,0,,0,0,0
