ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,23.072,MIA,,DET,W 49-21,*,5,4,73,18.25,1,80.0%,14.60,0,0,,0,1,6,0.0,,
2,2002,2002-09-15,2,23.079,MIA,@,IND,W 21-13,*,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,0.0,,
3,2002,2002-09-22,3,23.086,MIA,,NYJ,W 30-3,*,8,5,79,15.80,1,62.5%,9.88,0,0,,0,1,6,0.0,,
4,2002,2002-09-29,4,23.093,MIA,@,KAN,L 30-48,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,,
5,2002,2002-10-06,5,23.100,MIA,,NWE,W 26-13,*,3,3,26,8.67,1,100.0%,8.67,0,0,,0,1,6,0.0,,
6,2002,2002-10-13,6,23.107,MIA,@,DEN,W 24-22,*,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,0.0,,
7,2002,2002-10-20,7,23.114,MIA,,BUF,L 10-23,*,8,3,35,11.67,1,37.5%,4.38,0,0,,0,1,6,0.0,,
8,2002,2002-11-04,8,23.129,MIA,@,GNB,L 10-24,*,6,2,12,6.00,0,33.3%,2.00,1,8,8.00,0,0,0,0.0,,
9,2002,2002-11-10,9,23.135,MIA,@,NYJ,L 10-13,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,0.0,,
10,2002,2002-11-17,10,23.142,MIA,,BAL,W 26-7,*,3,2,50,25.00,0,66.7%,16.67,0,0,,0,0,0,0.0,,
11,2002,2002-11-24,11,23.149,MIA,,SDG,W 30-3,*,2,,,,,0.0%,,,,,,,,,,
12,2002,2002-12-01,12,23.156,MIA,@,BUF,L 21-38,*,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,,
13,2002,2002-12-09,13,23.164,MIA,,CHI,W 27-9,*,2,1,26,26.00,0,50.0%,13.00,0,0,,0,0,0,0.0,,
14,2002,2002-12-15,14,23.170,MIA,,OAK,W 23-17,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,0.0,,
15,2002,2002-12-21,15,23.176,MIA,@,MIN,L 17-20,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
16,2002,2002-12-29,16,23.184,MIA,@,NWE,L 24-27,*,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,0.0,,
17,2003,2003-09-07,1,24.071,MIA,,HOU,L 20-21,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,0.0,,
18,2003,2003-09-14,2,24.078,MIA,@,NYJ,W 21-10,*,4,3,21,7.00,1,75.0%,5.25,0,0,,0,1,6,0.0,,
19,2003,2003-09-21,3,24.085,MIA,,BUF,W 17-7,*,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,0.0,,
20,2003,2003-10-05,4,24.099,MIA,@,NYG,W 23-10,*,5,2,57,28.50,0,40.0%,11.40,0,0,,0,0,0,0.0,,
21,2003,2003-10-12,5,24.106,MIA,@,JAX,W 24-10,*,5,2,27,13.50,0,40.0%,5.40,0,0,,0,0,0,0.0,,
22,2003,2003-10-19,6,24.113,MIA,,NWE,L 13-19,*,10,8,102,12.75,0,80.0%,10.20,0,0,,0,0,0,0.0,,
23,2003,2003-10-27,7,24.121,MIA,@,SDG,W 26-10,*,4,3,24,8.00,1,75.0%,6.00,0,0,,0,1,6,0.0,,
24,2003,2003-11-02,8,24.127,MIA,,IND,L 17-23,*,8,6,88,14.67,0,75.0%,11.00,0,0,,0,0,0,0.0,,
25,2003,2003-11-09,9,24.134,MIA,@,TEN,L 7-31,*,6,3,17,5.67,0,50.0%,2.83,0,0,,0,0,0,0.0,,
26,2003,2003-11-16,10,24.141,MIA,,BAL,W 9-6,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,0.0,,
27,2003,2003-11-23,11,24.148,MIA,,WAS,W 24-23,*,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,0.0,,
28,2003,2003-11-27,12,24.152,MIA,@,DAL,W 40-21,*,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,0.0,,
29,2003,2003-12-07,13,24.162,MIA,@,NWE,L 0-12,*,5,,,,,0.0%,,,,,,,,,,
30,2003,2003-12-15,14,24.170,MIA,,PHI,L 27-34,*,8,7,95,13.57,0,87.5%,11.88,0,0,,0,0,0,0.0,,
31,2003,2003-12-21,15,24.176,MIA,@,BUF,W 20-3,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,,
32,2003,2003-12-28,16,24.183,MIA,,NYJ,W 23-21,*,7,3,40,13.33,0,42.9%,5.71,0,0,,0,0,0,0.0,,
33,2004,2004-09-11,1,25.075,MIA,,TEN,L 7-17,*,10,8,79,9.88,1,80.0%,7.90,0,0,,0,1,6,0.0,,
34,2004,2004-09-19,2,25.083,MIA,@,CIN,L 13-16,*,9,6,93,15.50,0,66.7%,10.33,0,0,,0,0,0,0.0,,
35,2004,2004-09-26,3,25.090,MIA,,PIT,L 3-13,*,8,5,51,10.20,0,62.5%,6.38,0,0,,0,0,0,0.0,,
36,2004,2004-10-03,4,25.097,MIA,,NYJ,L 9-17,*,6,5,51,10.20,0,83.3%,8.50,0,0,,0,0,0,0.0,,
