ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1979,1979-09-02,1,21.348,CHI,,GNB,W 6-3,
2,1979,1979-09-09,2,21.355,CHI,,MIN,W 26-7,
3,1979,1979-09-16,3,21.362,CHI,@,DAL,L 20-24,
4,1979,1979-09-23,4,22.004,CHI,@,MIA,L 16-31,
5,1979,1979-09-30,5,22.011,CHI,,TAM,L 13-17,
6,1979,1979-10-07,6,22.018,CHI,@,BUF,W 7-0,
7,1979,1979-10-14,7,22.025,CHI,,NWE,L 7-27,
8,1979,1979-10-21,8,22.032,CHI,@,MIN,L 27-30,
9,1979,1979-10-28,9,22.039,CHI,@,SFO,W 28-27,
10,1979,1979-11-04,10,22.046,CHI,,DET,W 35-7,
11,1979,1979-11-11,11,22.053,CHI,,RAM,W 27-23,
12,1979,1979-11-18,12,22.060,CHI,,NYJ,W 23-13,
13,1979,1979-11-22,13,22.064,CHI,@,DET,L 0-20,
14,1979,1979-12-02,14,22.074,CHI,@,TAM,W 14-0,
15,1979,1979-12-09,15,22.081,CHI,@,GNB,W 15-14,
16,1979,1979-12-16,16,22.088,CHI,,STL,W 42-6,
17,1980,1980-09-07,1,22.354,CHI,@,GNB,L 6-12,
18,1980,1980-09-14,2,22.361,CHI,,NOR,W 22-3,
19,1980,1980-09-21,3,23.002,CHI,,MIN,L 14-34,
20,1980,1980-09-28,4,23.009,CHI,@,PIT,L 3-38,
21,1980,1980-10-06,5,23.017,CHI,,TAM,W 23-0,
22,1980,1980-10-12,6,23.023,CHI,@,MIN,L 7-13,
23,1980,1980-10-19,7,23.030,CHI,,DET,W 24-7,
24,1980,1980-10-26,8,23.037,CHI,@,PHI,L 14-17,
25,1980,1980-11-03,9,23.045,CHI,@,CLE,L 21-27,
26,1980,1980-11-09,10,23.051,CHI,,WAS,W 35-21,
27,1980,1980-11-16,11,23.058,CHI,,HOU,L 6-10,
28,1980,1980-11-23,12,23.065,CHI,@,ATL,L 17-28,
29,1980,1980-11-27,13,23.069,CHI,@,DET,W 23-17,
30,1980,1980-12-07,14,23.079,CHI,,GNB,W 61-7,
31,1980,1980-12-14,15,23.086,CHI,,CIN,L 14-17,
32,1980,1980-12-20,16,23.092,CHI,@,TAM,W 14-13,
33,1981,1981-09-06,1,23.352,CHI,,GNB,L 9-16,
34,1981,1981-09-13,2,23.359,CHI,@,SFO,L 17-28,
35,1981,1981-09-20,3,24.001,CHI,,TAM,W 28-17,
36,1981,1981-09-28,4,24.009,CHI,,RAM,L 7-24,
37,1981,1981-10-04,5,24.015,CHI,@,MIN,L 21-24,
38,1981,1981-10-11,6,24.022,CHI,,WAS,L 7-24,
39,1981,1981-10-19,7,24.030,CHI,@,DET,L 17-48,
40,1981,1981-10-25,8,24.036,CHI,,SDG,W 20-17,
41,1981,1981-11-01,9,24.043,CHI,@,TAM,L 10-20,
42,1981,1981-11-08,10,24.050,CHI,@,KAN,W 16-13,
43,1981,1981-11-15,11,24.057,CHI,@,GNB,L 17-21,
44,1981,1981-11-22,12,24.064,CHI,,DET,L 7-23,
45,1981,1981-11-26,13,24.068,CHI,@,DAL,L 9-10,
46,1981,1981-12-06,14,24.078,CHI,,MIN,W 10-9,
47,1981,1981-12-13,15,24.085,CHI,@,OAK,W 23-6,
48,1981,1981-12-20,16,24.092,CHI,,DEN,W 35-24,
49,1982,1982-09-12,1,24.358,CHI,@,DET,L 10-17,1.0
50,1982,1982-09-19,2,25.000,CHI,,NOR,L 0-10,1.0
51,1982,1982-11-21,3,25.063,CHI,,DET,W 20-17,1.0
52,1982,1982-11-28,4,25.070,CHI,@,MIN,L 7-35,
53,1982,1982-12-05,5,25.077,CHI,,NWE,W 26-13,2.0
54,1982,1982-12-12,6,25.084,CHI,@,SEA,L 14-20,2.0
55,1982,1982-12-19,7,25.091,CHI,,STL,L 7-10,1.0
56,1982,1982-12-26,8,25.098,CHI,@,RAM,W 34-26,
57,1982,1983-01-02,9,25.105,CHI,@,TAM,L 23-26,1.0
58,1983,1983-09-04,1,25.350,CHI,,ATL,L 17-20,
59,1983,1983-09-11,2,25.357,CHI,,TAM,W 17-10,
60,1983,1983-09-18,3,25.364,CHI,@,NOR,L 31-34,1.0
61,1983,1983-09-25,4,26.006,CHI,@,BAL,L 19-22,1.0
62,1983,1983-10-02,5,26.013,CHI,,DEN,W 31-14,1.0
63,1983,1983-10-09,6,26.020,CHI,,MIN,L 14-23,
64,1983,1983-10-16,7,26.027,CHI,@,DET,L 17-31,
65,1983,1983-10-23,8,26.034,CHI,@,PHI,W 7-6,0.5
66,1983,1983-11-20,12,26.062,CHI,@,TAM,W 27-0,1.5
67,1983,1983-11-27,13,26.069,CHI,,SFO,W 13-3,
68,1983,1983-12-04,14,26.076,CHI,@,GNB,L 28-31,
69,1984,1984-09-02,1,26.349,CHI,,TAM,W 34-14,1.0
70,1984,1984-09-09,2,26.356,CHI,,DEN,W 27-0,
71,1984,1984-09-16,3,26.363,CHI,@,GNB,W 9-7,1.0
72,1984,1984-09-23,4,27.004,CHI,@,SEA,L 9-38,
73,1984,1984-09-30,5,27.011,CHI,,DAL,L 14-23,
74,1984,1984-10-07,6,27.018,CHI,,NOR,W 20-7,
75,1984,1984-10-14,7,27.025,CHI,@,STL,L 21-38,2.0
76,1984,1984-10-21,8,27.032,CHI,@,TAM,W 44-9,
77,1984,1984-10-28,9,27.039,CHI,,MIN,W 16-7,1.5
78,1984,1984-11-04,10,27.046,CHI,,RAI,W 17-6,
79,1984,1984-11-18,12,27.060,CHI,,DET,W 16-14,1.0
80,1984,1984-11-25,13,27.067,CHI,@,MIN,W 34-3,0.5
81,1984,1984-12-03,14,27.075,CHI,@,SDG,L 7-20,1.5
82,1984,1984-12-09,15,27.081,CHI,,GNB,L 14-20,1.0
83,1984,1984-12-16,16,27.088,CHI,@,DET,W 30-13,2.0
84,1985,1985-09-08,1,27.354,CHI,,TAM,W 38-28,
85,1985,1985-09-15,2,27.361,CHI,,NWE,W 20-7,
86,1985,1985-09-19,3,28.000,CHI,@,MIN,W 33-24,1.0
87,1985,1985-09-29,4,28.010,CHI,,WAS,W 45-10,
