ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
21,1986,1986-10-05,5,24.312,HOU,@,DET,L 13-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,109,36.33,0
22,1986,1986-10-12,6,24.319,HOU,,CHI,L 7-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,327,40.88,0
23,1986,1986-10-19,7,24.326,HOU,@,CIN,L 28-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,231,46.20,0
24,1986,1986-10-26,8,24.333,HOU,,RAI,L 17-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,299,42.71,0
25,1986,1986-11-02,9,24.340,HOU,@,MIA,L 7-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,309,38.63,0
26,1986,1986-11-09,10,24.347,HOU,,CIN,W 32-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,196,49.00,0
27,1986,1986-11-16,11,24.354,HOU,@,PIT,L 10-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,204,40.80,0
28,1986,1986-11-23,12,24.361,HOU,,IND,W 31-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,88,44.00,0
29,1986,1986-11-30,13,25.003,HOU,@,CLE,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,236,39.33,0
30,1986,1986-12-07,14,25.010,HOU,@,SDG,L 0-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,318,39.75,0
31,1986,1986-12-14,15,25.017,HOU,,MIN,W 23-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,286,40.86,0
32,1986,1986-12-21,16,25.024,HOU,,BUF,W 16-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,190,31.67,0
33,1987,1987-09-13,1,25.290,HOU,,RAM,W 20-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,260,37.14,0
34,1987,1987-09-20,2,25.297,HOU,@,BUF,L 30-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,234,39.00,0
35,1987,1987-10-18,5,25.325,HOU,,NWE,L 7-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,256,42.67,0
36,1987,1987-10-25,6,25.332,HOU,,ATL,W 37-33,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,212,42.40,0
37,1987,1987-11-01,7,25.339,HOU,@,CIN,W 31-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,257,42.83,0
38,1987,1987-11-08,8,25.346,HOU,@,SFO,L 20-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,54,54.00,0
39,1987,1987-11-15,9,25.353,HOU,@,PIT,W 23-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,172,43.00,0
40,1987,1987-11-22,10,25.360,HOU,,CLE,L 7-40,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,171,34.20,0
41,1987,1987-11-29,11,26.002,HOU,@,IND,L 27-51,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,36,36.00,0
42,1987,1987-12-13,13,26.016,CLE,,CIN,W 38-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,133,44.33,0
43,1987,1987-12-20,14,26.023,CLE,@,RAI,W 24-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,79,39.50,0
44,1987,1987-12-26,15,26.029,CLE,@,PIT,W 19-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,105,26.25,0
45,1988,1988-09-04,1,26.282,CLE,@,KAN,W 6-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1988,1988-09-11,2,26.289,CLE,,NYJ,L 3-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1988,1988-09-19,3,26.297,CLE,,IND,W 23-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1988,1988-10-02,5,26.310,CIN,@,RAI,W 45-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1988,1988-10-09,6,26.317,CIN,,NYJ,W 36-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1988,1988-10-16,7,26.324,CIN,@,NWE,L 21-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1988,1988-10-23,8,26.331,CIN,,HOU,W 44-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1988,1988-10-30,9,26.338,CIN,@,CLE,L 16-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1988,1988-11-06,10,26.345,CIN,,PIT,W 42-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1988,1988-11-13,11,26.352,CIN,@,KAN,L 28-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1988,1988-11-20,12,26.359,CIN,@,DAL,W 38-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1988,1988-11-27,13,27.000,CIN,,BUF,W 35-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1988,1988-12-04,14,27.007,CIN,,SDG,W 27-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,2,78,39.00,0
58,1988,1988-12-11,15,27.014,CIN,@,HOU,L 6-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1988,1988-12-17,16,27.020,CIN,,WAS,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,3,129,43.00,0
60,1989,1989-09-10,1,27.287,CIN,@,CHI,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,165,41.25,0
61,1989,1989-09-17,2,27.294,CIN,,PIT,W 41-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1989,1989-09-25,3,27.302,CIN,,CLE,W 21-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,85,42.50,0
63,1989,1989-10-01,4,27.308,CIN,@,KAN,W 21-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,289,41.29,0
64,1989,1989-10-08,5,27.315,CIN,@,PIT,W 26-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,161,40.25,0
65,1989,1989-10-15,6,27.322,CIN,,MIA,L 13-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,221,31.57,0
66,1989,1989-10-22,7,27.329,CIN,,IND,L 12-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,147,49.00,0
67,1989,1989-10-29,8,27.336,CIN,,TAM,W 56-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,37,37.00,0
68,1989,1989-11-05,9,27.343,CIN,@,RAI,L 7-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,212,53.00,1
69,1989,1989-11-13,10,27.351,CIN,@,HOU,L 24-26,,1,-7,-7.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,176,44.00,1
70,1989,1989-11-19,11,27.357,CIN,,DET,W 42-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,158,39.50,0
71,1989,1989-11-26,12,27.364,CIN,@,BUF,L 7-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,144,36.00,0
72,1989,1989-12-03,13,28.006,CIN,@,CLE,W 21-0,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,214,35.67,0
73,1989,1989-12-10,14,28.013,CIN,,SEA,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,174,34.80,0
74,1989,1989-12-17,15,28.020,CIN,,HOU,W 61-7,,0,0,,0,0,0,,0,0,0,,,,,,,1,0.0,,,,0,0,1,45,45.00,0
75,1989,1989-12-25,16,28.028,CIN,@,MIN,L 21-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,218,43.60,0
76,1990,1990-09-09,1,28.286,CIN,,NYJ,W 25-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,160,40.00,0
77,1990,1990-09-16,2,28.293,CIN,@,SDG,W 21-16,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,225,37.50,0
78,1990,1990-09-23,3,28.300,CIN,,NWE,W 41-7,,0,0,,0,1,1,100.00,4,1,0,122.9,0,0,4.00,24.00,,,,,,,0,0,5,207,41.40,0
79,1990,1990-10-01,4,28.308,CIN,@,SEA,L 16-31,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,190,47.50,0
80,1990,1990-10-07,5,28.314,CIN,@,RAM,W 34-31,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,4,162,40.50,0
81,1990,1990-10-14,6,28.321,CIN,@,HOU,L 17-48,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,2,78,39.00,0
82,1990,1990-10-22,7,28.329,CIN,@,CLE,W 34-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,138,46.00,0
83,1990,1990-10-28,8,28.335,CIN,@,ATL,L 17-38,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,1,49,49.00,0
84,1990,1990-11-04,9,28.342,CIN,,NOR,L 7-21,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,328,46.86,0
85,1990,1990-11-18,10,28.356,CIN,,PIT,W 27-3,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,1,33,33.00,0
86,1990,1990-11-25,11,28.363,CIN,,IND,L 20-34,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,163,40.75,0
87,1990,1990-12-02,12,29.005,CIN,@,PIT,W 16-12,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,148,49.33,0
88,1990,1990-12-09,13,29.012,CIN,,SFO,L 17-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,180,45.00,0
89,1990,1990-12-16,14,29.019,CIN,@,RAI,L 7-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,239,39.83,0
90,1990,1990-12-23,15,29.026,CIN,,HOU,W 40-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,186,37.20,0
91,1990,1990-12-30,16,29.033,CIN,,CLE,W 21-14,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,219,43.80,0
92,1991,1991-09-01,1,29.278,CIN,@,DEN,L 14-45,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,200,50.00,0
93,1991,1991-09-08,2,29.285,CIN,,HOU,L 7-30,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,218,43.60,0
94,1991,1991-09-15,3,29.292,CIN,@,CLE,L 13-14,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,113,37.67,0
95,1991,1991-09-22,4,29.299,CIN,,WAS,L 27-34,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,140,46.67,0
96,1991,1991-10-06,5,29.313,CIN,,SEA,L 7-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,191,31.83,0
97,1991,1991-10-13,6,29.320,CIN,@,DAL,L 23-35,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,159,53.00,0
98,1991,1991-10-21,7,29.328,CIN,@,BUF,L 16-35,,0,0,,0,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,,,,1,1,100.0,0,3,2,91,45.50,0
99,1991,1991-10-27,8,29.334,CIN,@,HOU,L 3-35,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,269,53.80,0
100,1991,1991-11-03,9,29.341,CIN,,CLE,W 23-21,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,186,46.50,0
101,1991,1991-11-10,10,29.348,CIN,,PIT,L 27-33,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,171,42.75,0
102,1991,1991-11-17,11,29.355,CIN,@,PHI,L 10-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,167,41.75,0
103,1991,1991-11-24,12,29.362,CIN,,RAI,L 14-38,,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,4,158,39.50,0
104,1991,1991-12-01,13,30.004,CIN,,NYG,W 27-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,177,44.25,0
105,1991,1991-12-09,14,30.012,CIN,@,MIA,L 13-37,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,3,132,44.00,0
106,1991,1991-12-15,15,30.018,CIN,@,PIT,L 10-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,198,39.60,0
107,1991,1991-12-22,16,30.025,CIN,,NWE,W 29-7,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,225,45.00,0
108,1992,1992-09-06,1,30.284,CIN,@,SEA,W 21-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,199,39.80,0
109,1992,1992-09-13,2,30.291,CIN,,RAI,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,6,269,44.83,0
110,1992,1992-09-20,3,30.298,CIN,@,GNB,L 23-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,233,46.60,0
111,1992,1992-09-27,4,30.305,CIN,,MIN,L 7-42,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,221,44.20,0
112,1992,1992-10-11,5,30.319,CIN,,HOU,L 24-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,159,39.75,0
113,1992,1992-10-19,6,30.327,CIN,@,PIT,L 0-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,376,47.00,0
114,1992,1992-10-25,7,30.333,CIN,@,HOU,L 10-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,171,42.75,0
115,1992,1992-11-01,8,30.340,CIN,,CLE,W 30-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,92,46.00,0
116,1992,1992-11-08,9,30.347,CIN,@,CHI,W 31-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,261,37.29,0
117,1992,1992-11-15,10,30.354,CIN,@,NYJ,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,210,42.00,0
118,1992,1992-11-22,11,30.361,CIN,,DET,L 13-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,80,40.00,0
119,1992,1992-11-29,12,31.002,CIN,,PIT,L 9-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,278,39.71,0
120,1992,1992-12-06,13,31.009,CIN,@,CLE,L 21-37,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,254,42.33,0
121,1992,1992-12-13,14,31.016,CIN,@,SDG,L 10-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,145,36.25,0
122,1992,1992-12-20,15,31.023,CIN,,NWE,W 20-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,163,40.75,0
123,1992,1992-12-27,16,31.030,CIN,,IND,L 17-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,85,42.50,0
124,1993,1993-09-05,1,31.282,CIN,@,CLE,L 14-27,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,223,44.60,0
125,1993,1993-09-12,2,31.289,CIN,,IND,L 6-9,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,280,40.00,0
126,1993,1993-09-19,3,31.296,CIN,@,PIT,L 7-34,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,285,47.50,0
127,1993,1993-09-26,4,31.303,CIN,,SEA,L 10-19,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,155,38.75,0
128,1993,1993-10-10,5,31.317,CIN,@,KAN,L 15-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,191,47.75,0
129,1993,1993-10-17,6,31.324,CIN,,CLE,L 17-28,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,9,425,47.22,0
130,1993,1993-10-24,7,31.331,CIN,@,HOU,L 12-28,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,220,55.00,0
131,1993,1993-11-07,8,31.345,CIN,,PIT,L 16-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,271,38.71,0
132,1993,1993-11-14,9,31.352,CIN,,HOU,L 3-38,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,280,46.67,0
133,1993,1993-11-21,10,31.359,CIN,@,NYJ,L 12-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,224,44.80,0
134,1993,1993-11-28,11,32.001,CIN,,RAI,W 16-10,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,264,44.00,0
135,1993,1993-12-05,12,32.008,CIN,@,SFO,L 8-21,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,2,89,44.50,0
136,1993,1993-12-12,13,32.015,CIN,@,NWE,L 2-7,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,8,340,42.50,0
137,1993,1993-12-19,14,32.022,CIN,,RAM,W 15-3,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,130,43.33,0
138,1993,1993-12-26,15,32.029,CIN,,ATL,W 21-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,8,311,38.88,0
139,1993,1994-01-02,16,32.036,CIN,@,NOR,L 13-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,266,44.33,0
140,1994,1994-09-04,1,32.281,CIN,,CLE,L 20-28,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,219,43.80,0
141,1994,1994-09-11,2,32.288,CIN,@,SDG,L 10-27,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,249,49.80,0
142,1994,1994-09-18,3,32.295,CIN,,NWE,L 28-31,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,138,46.00,0
143,1994,1994-09-25,4,32.302,CIN,@,HOU,L 13-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,223,37.17,0
144,1994,1994-10-02,5,32.309,CIN,,MIA,L 7-23,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,159,39.75,0
145,1994,1994-10-16,6,32.323,CIN,@,PIT,L 10-14,,0,0,,0,1,1,100.00,7,1,0,135.4,0,0,7.00,27.00,,,,,,,0,0,7,326,46.57,0
146,1994,1994-10-23,7,32.330,CIN,@,CLE,L 13-37,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,241,34.43,0
147,1994,1994-10-30,8,32.337,CIN,,DAL,L 20-23,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,253,50.60,1
148,1994,1994-11-06,9,32.344,CIN,@,SEA,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,209,52.25,0
149,1994,1994-11-13,10,32.351,CIN,,HOU,W 34-31,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,196,49.00,0
150,1994,1994-11-20,11,32.358,CIN,,IND,L 13-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,171,42.75,0
151,1994,1994-11-27,12,33.000,CIN,@,DEN,L 13-15,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,232,46.40,0
152,1994,1994-12-04,13,33.007,CIN,,PIT,L 15-38,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,101,33.67,0
153,1994,1994-12-11,14,33.014,CIN,@,NYG,L 20-27,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,168,33.60,0
154,1994,1994-12-18,15,33.021,CIN,@,ARI,L 7-28,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,8,398,49.75,0
155,1994,1994-12-24,16,33.027,CIN,,PHI,W 33-30,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,178,44.50,0
156,1995,1995-09-03,1,33.280,CIN,@,IND,W 24-21,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,2,104,52.00,0
157,1995,1995-09-10,2,33.287,CIN,,JAX,W 24-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,161,40.25,0
158,1995,1995-09-17,3,33.294,CIN,@,SEA,L 21-24,,0,0,,0,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,,,,,,,0,0,6,284,47.33,0
159,1995,1995-09-24,4,33.301,CIN,,HOU,L 28-38,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,185,46.25,0
160,1995,1995-10-01,5,33.308,CIN,,MIA,L 23-26,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,227,45.40,0
161,1995,1995-10-08,6,33.315,CIN,@,TAM,L 16-19,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,144,48.00,0
162,1995,1995-10-19,7,33.326,CIN,@,PIT,W 27-9,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,135,45.00,0
163,1995,1995-10-29,8,33.336,CIN,,CLE,L 26-29,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,199,39.80,0
164,1995,1995-11-05,9,33.343,CIN,,OAK,L 17-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,181,36.20,0
165,1995,1995-11-12,10,33.350,CIN,@,HOU,W 32-25,,1,-16,-16.00,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,233,46.60,0
166,1995,1995-11-19,11,33.357,CIN,,PIT,L 31-49,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,160,40.00,0
167,1995,1995-11-26,12,33.364,CIN,@,JAX,W 17-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,171,42.75,0
168,1995,1995-12-03,13,34.006,CIN,@,GNB,L 10-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,210,42.00,0
169,1995,1995-12-10,14,34.013,CIN,,CHI,W 16-10,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,112,28.00,0
170,1995,1995-12-17,15,34.020,CIN,@,CLE,L 10-26,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,168,42.00,0
171,1995,1995-12-24,16,34.027,CIN,,MIN,W 27-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,187,37.40,0
172,1996,1996-09-01,1,34.279,CIN,@,STL,L 16-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,79,39.50,1
173,1996,1996-09-08,2,34.286,CIN,@,SDG,L 14-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,364,52.00,0
174,1996,1996-09-15,3,34.293,CIN,,NOR,W 30-15,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,160,53.33,0
175,1996,1996-09-29,4,34.307,CIN,,DEN,L 10-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,320,53.33,0
