ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,22.169,BUF,@,DEN,L 7-22,,,,
2,1995,1995-09-10,2,22.176,BUF,,CAR,W 31-9,,,,
3,1995,1995-09-17,3,22.183,BUF,,IND,W 20-14,,,,
4,1995,1995-10-02,4,22.198,BUF,@,CLE,W 22-19,,,,
5,1995,1995-10-08,5,22.204,BUF,,NYJ,W 29-10,,,,
6,1995,1995-10-15,6,22.211,BUF,,SEA,W 27-21,,,,
7,1995,1995-10-23,7,22.219,BUF,@,NWE,L 14-27,,,,
8,1995,1995-10-29,8,22.225,BUF,@,MIA,L 6-23,,,,
9,1995,1995-11-05,9,22.232,BUF,@,IND,W 16-10,,,,
10,1995,1995-11-12,10,22.239,BUF,,ATL,W 23-17,,,,
11,1995,1995-11-19,11,22.246,BUF,@,NYJ,W 28-26,,,,
12,1995,1995-11-26,12,22.253,BUF,,NWE,L 25-35,,,,
13,1995,1995-12-03,13,22.260,BUF,@,SFO,L 17-27,,,,
14,1995,1995-12-10,14,22.267,BUF,@,STL,W 45-27,,,,
15,1996,1996-09-01,1,23.167,BUF,@,NYG,W 23-20,,,,
16,1996,1996-09-08,2,23.174,BUF,,NWE,W 17-10,,,,
17,1996,1996-09-16,3,23.182,BUF,@,PIT,L 6-24,,,,
18,1996,1996-09-22,4,23.188,BUF,,DAL,W 10-7,,,,
19,1996,1996-10-06,5,23.202,BUF,,IND,W 16-13,,,,
20,1996,1996-10-13,6,23.209,BUF,,MIA,L 7-21,,,,
21,1996,1996-10-20,7,23.216,BUF,@,NYJ,W 25-22,,,,
22,1996,1996-10-27,8,23.223,BUF,@,NWE,L 25-28,,,,
23,1996,1996-11-03,9,23.230,BUF,,WAS,W 38-13,,,,
24,1996,1996-11-10,10,23.237,BUF,@,PHI,W 24-17,1.0,1,6,0
25,1996,1996-11-17,11,23.244,BUF,,CIN,W 31-17,,,,
26,1996,1996-11-24,12,23.251,BUF,,NYJ,W 35-10,,,,
27,1996,1996-12-01,13,23.258,BUF,@,IND,L 10-13,,,,
28,1996,1996-12-08,14,23.265,BUF,@,SEA,L 18-26,,,,
29,1996,1996-12-16,15,23.273,BUF,@,MIA,L 14-16,,,,
30,1997,1997-08-31,1,24.166,BUF,,MIN,L 13-34,0.0,1,20,0
31,1997,1997-09-07,2,24.173,BUF,@,NYJ,W 28-22,,,,
32,1997,1997-09-14,3,24.180,BUF,@,KAN,L 16-22,,,,
33,1997,1997-09-21,4,24.187,BUF,,IND,W 37-35,,,,
34,1997,1997-10-05,5,24.201,BUF,,DET,W 22-13,,,,
35,1997,1997-10-12,6,24.208,BUF,@,NWE,L 6-33,,,,
36,1997,1997-10-20,7,24.216,BUF,@,IND,W 9-6,,,,
37,1997,1997-10-26,8,24.222,BUF,,DEN,L 20-23,,,,
38,1997,1997-11-02,9,24.229,BUF,,MIA,W 9-6,,,,
39,1997,1997-11-09,10,24.236,BUF,,NWE,L 10-31,,,,
40,1997,1997-11-17,11,24.244,BUF,@,MIA,L 13-30,0.0,1,0,0
41,1997,1997-11-23,12,24.250,BUF,@,TEN,L 14-31,,,,
42,1997,1997-11-30,13,24.257,BUF,,NYJ,W 20-10,,,,
43,1998,1998-09-06,1,25.172,BUF,@,SDG,L 14-16,,,,
