ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2016,2016-09-18,2,23.361,SEA,@,LAR,L 3-9,
2,2016,2016-11-20,10,24.058,SEA,,PHI,W 26-15,
3,2016,2016-11-27,11,24.065,SEA,@,TAM,L 5-14,
4,2016,2016-12-04,12,24.072,SEA,,CAR,W 40-7,
5,2016,2016-12-11,13,24.079,SEA,@,GNB,L 10-38,
6,2016,2016-12-15,14,24.083,SEA,,LAR,W 24-3,
7,2016,2016-12-24,15,24.092,SEA,,ARI,L 31-34,
8,2016,2017-01-01,16,24.100,SEA,@,SFO,W 25-23,
9,2017,2017-09-10,1,24.352,SEA,@,GNB,L 9-17,*
10,2017,2017-09-17,2,24.359,SEA,,SFO,W 12-9,*
11,2017,2017-09-24,3,25.001,SEA,@,TEN,L 27-33,*
12,2017,2017-10-01,4,25.008,SEA,,IND,W 46-18,*
13,2017,2017-10-08,5,25.015,SEA,@,LAR,W 16-10,*
14,2017,2017-10-22,6,25.029,SEA,@,NYG,W 24-7,*
15,2017,2017-10-29,7,25.036,SEA,,HOU,W 41-38,*
