ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2000,2000-09-03,1,23.047,ATL,,SFO,W 36-28,,,,,,,0.0%,,,
2,2000,2000-09-10,2,23.054,ATL,@,DEN,L 14-42,,,,,,,0.0%,,,
3,2000,2000-09-17,3,23.061,ATL,@,CAR,W 15-10,,,,,,,0.0%,,,
4,2000,2000-09-24,4,23.068,ATL,,STL,L 20-41,,,,,,,0.0%,,,
5,2000,2000-10-01,5,23.075,ATL,@,PHI,L 10-38,,0,,,,,0.0%,,,
6,2000,2000-10-08,6,23.082,ATL,,NYG,L 6-13,,,,,,,0.0%,,,
7,2000,2000-10-15,7,23.089,ATL,@,STL,L 29-45,,0,,,,,0.0%,,,
8,2000,2000-10-22,8,23.096,ATL,,NOR,L 19-21,,,,,,,0.0%,,,
9,2000,2000-10-29,9,23.103,ATL,,CAR,W 13-12,,,,,,,0.0%,,,
10,2000,2000-11-05,10,23.110,ATL,,TAM,L 14-27,,,,,,,0.0%,,,
11,2000,2000-11-12,11,23.117,ATL,@,DET,L 10-13,,,,,,,0.0%,,,
12,2000,2000-11-19,12,23.124,ATL,@,SFO,L 6-16,,,,,,,0.0%,,,
13,2000,2000-11-26,13,23.131,ATL,@,OAK,L 14-41,,,,,,,0.0%,,,
14,2000,2000-12-03,14,23.138,ATL,,SEA,L 10-30,,,,,,,0.0%,,,
15,2000,2000-12-17,15,23.152,ATL,@,NOR,L 7-23,,,,,,,0.0%,,,
16,2000,2000-12-24,16,23.159,ATL,,KAN,W 29-13,,,,,,,0.0%,,,
17,2001,2001-09-09,1,24.053,ATL,@,SFO,L 13-16,,,,,,,0.0%,,,
18,2001,2001-09-23,2,24.067,ATL,,CAR,W 24-16,,,,,,,0.0%,,,
19,2001,2001-09-30,3,24.074,ATL,@,ARI,W 34-14,,,,,,,0.0%,,,
20,2001,2001-10-07,4,24.081,ATL,,CHI,L 3-31,,,,,,,0.0%,,,
21,2001,2001-10-14,5,24.088,ATL,,SFO,L 31-37,,,,,,,0.0%,,,
22,2001,2001-10-21,6,24.095,ATL,@,NOR,W 20-13,,,,,,,0.0%,,,
23,2001,2001-11-04,7,24.109,ATL,,NWE,L 10-24,,,,,,,0.0%,,,
24,2001,2001-11-11,8,24.116,ATL,,DAL,W 20-13,,,,,,,0.0%,,,
25,2001,2001-11-18,9,24.123,ATL,@,GNB,W 23-20,,,,,,,0.0%,,,
26,2001,2001-11-25,10,24.130,ATL,@,CAR,W 10-7,,,,,,,0.0%,,,
27,2001,2001-12-02,11,24.137,ATL,,STL,L 6-35,,,,,,,0.0%,,,
28,2001,2001-12-09,12,24.144,ATL,,NOR,L 10-28,,,,,,,0.0%,,,
29,2001,2001-12-16,13,24.151,ATL,@,IND,L 27-41,,,,,,,0.0%,,,
30,2001,2001-12-23,14,24.158,ATL,,BUF,W 33-30,,,,,,,0.0%,,,
31,2001,2001-12-30,15,24.165,ATL,@,MIA,L 14-21,,1,1,1,1.00,1,100.0%,1.00,1,6
32,2001,2002-01-06,16,24.172,ATL,@,STL,L 13-31,,,,,,,0.0%,,,
33,2002,2002-09-08,1,25.052,ATL,@,GNB,L 34-37,,,,,,,0.0%,,,
34,2002,2002-09-15,2,25.059,ATL,,CHI,L 13-14,,,,,,,0.0%,,,
35,2002,2002-09-22,3,25.066,ATL,,CIN,W 30-3,,,,,,,0.0%,,,
36,2002,2002-10-06,4,25.080,ATL,,TAM,L 6-20,,,,,,,0.0%,,,
37,2002,2002-10-13,5,25.087,ATL,@,NYG,W 17-10,,,,,,,0.0%,,,
38,2002,2002-10-20,6,25.094,ATL,,CAR,W 30-0,,,,,,,0.0%,,,
39,2002,2002-10-27,7,25.101,ATL,@,NOR,W 37-35,,,,,,,0.0%,,,
40,2002,2002-11-03,8,25.108,ATL,,BAL,W 20-17,,,,,,,0.0%,,,
41,2002,2002-11-10,9,25.115,ATL,@,PIT,T 34-34,,0,,,,,0.0%,,,
42,2002,2002-11-17,10,25.122,ATL,,NOR,W 24-17,,,,,,,0.0%,,,
43,2002,2002-11-24,11,25.129,ATL,@,CAR,W 41-0,,,,,,,0.0%,,,
44,2002,2002-12-01,12,25.136,ATL,@,MIN,W 30-24,,,,,,,0.0%,,,
45,2002,2002-12-08,13,25.143,ATL,@,TAM,L 10-34,,,,,,,0.0%,,,
46,2002,2002-12-15,14,25.150,ATL,,SEA,L 24-30,,0,,,,,0.0%,,,
47,2002,2002-12-22,15,25.157,ATL,,DET,W 36-15,,,,,,,0.0%,,,
48,2002,2002-12-29,16,25.164,ATL,@,CLE,L 16-24,,,,,,,0.0%,,,
