ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1962,1962-10-28,7,22.358,MIN,,PHI,W 31-21,1,47,47.00,0,0,0,,0,0,0,0,0,0
2,1962,1962-11-04,8,23.000,MIN,@,PIT,L 31-39,2,24,12.00,0,1,16,16.00,0,0,0,0,0,0
3,1962,1962-11-11,9,23.007,MIN,@,CHI,L 30-31,0,0,,0,0,0,,0,0,0,2,32,0
4,1962,1962-11-18,10,23.014,MIN,,DET,L 6-17,0,0,,0,0,0,,0,0,0,1,14,0
5,1962,1962-12-09,13,23.035,MIN,@,DET,L 23-37,0,0,,0,0,0,,0,0,0,1,14,0
6,1962,1962-12-16,14,23.042,MIN,@,BAL,L 17-42,0,0,,0,0,0,,0,0,0,2,32,0
7,1963,1963-09-15,1,23.315,MIN,@,SFO,W 24-20,0,0,,0,0,0,,0,0,0,1,0,0
8,1963,1963-09-29,3,23.329,MIN,,SFO,W 45-14,0,0,,0,0,0,,0,0,0,1,18,0
9,1963,1963-10-13,5,23.343,MIN,,GNB,L 28-37,0,0,,0,0,0,,0,1,6,1,47,1
10,1963,1963-11-03,8,23.364,MIN,,RAM,W 21-13,0,0,,0,0,0,,0,0,0,1,19,0
11,1963,1963-11-17,10,24.013,MIN,,BAL,L 34-37,3,62,20.67,0,0,0,,0,0,0,0,0,0
12,1963,1963-11-24,11,24.020,MIN,,DET,W 34-31,2,37,18.50,0,0,0,,0,0,0,0,0,0
13,1963,1963-12-01,12,24.027,MIN,@,CHI,T 17-17,2,40,20.00,0,0,0,,0,0,0,0,0,0
14,1963,1963-12-15,14,24.041,MIN,@,PHI,W 34-13,0,0,,0,0,0,,0,0,0,1,9,0
15,1964,1964-11-22,11,25.018,MIN,@,DET,T 23-23,0,0,,0,0,0,,0,0,0,1,22,0
16,1965,1965-10-09,4,25.339,MIN,,NYG,W 40-14,0,0,,0,0,0,,0,0,0,1,2,0
17,1965,1965-10-17,5,25.347,MIN,,CHI,L 37-45,0,0,,0,0,0,,0,0,0,1,25,0
18,1965,1965-11-07,8,26.003,MIN,,RAM,W 24-13,0,0,,0,0,0,,0,0,0,1,24,0
19,1965,1965-11-21,10,26.017,MIN,,GNB,L 13-38,0,0,,0,0,0,,0,0,0,1,13,0
20,1965,1965-12-05,12,26.031,MIN,@,GNB,L 19-24,0,0,,0,0,0,,0,0,0,1,14,0
21,1965,1965-12-12,13,26.038,MIN,@,DET,W 29-7,0,0,,0,0,0,,0,1,6,1,40,1
22,1966,1966-10-02,4,26.332,MIN,,CHI,L 10-13,0,0,,0,2,18,9.00,0,0,0,0,0,0
23,1966,1966-10-16,5,26.346,MIN,,RAM,W 35-7,0,0,,0,1,76,76.00,0,0,0,0,0,0
24,1966,1966-11-06,8,27.002,MIN,@,GNB,W 20-17,0,0,,0,2,0,0.00,0,0,0,0,0,0
25,1966,1966-11-13,9,27.009,MIN,,DET,L 31-32,0,0,,0,1,0,0.00,0,0,0,1,38,0
26,1966,1966-11-20,10,27.016,MIN,@,RAM,L 6-21,0,0,,0,2,1,0.50,0,0,0,0,0,0
27,1966,1966-11-27,11,27.023,MIN,,GNB,L 16-28,0,0,,0,1,0,0.00,0,0,0,0,0,0
28,1967,1967-09-17,1,27.317,MIN,,SFO,L 21-27,0,0,,0,1,-2,-2.00,0,0,0,1,37,0
29,1967,1967-10-15,5,27.345,MIN,@,GNB,W 10-7,0,0,,0,0,0,,0,0,0,1,37,0
30,1967,1967-10-22,6,27.352,MIN,,BAL,T 20-20,0,0,,0,1,-3,-3.00,0,0,0,0,0,0
31,1967,1967-10-29,7,27.359,MIN,@,ATL,L 20-21,0,0,,0,1,2,2.00,0,0,0,0,0,0
32,1967,1967-11-05,8,28.001,MIN,,NYG,W 27-24,0,0,,0,1,3,3.00,0,0,0,0,0,0
33,1967,1967-11-12,9,28.008,MIN,,DET,T 10-10,1,22,22.00,0,0,0,,0,0,0,0,0,0
34,1967,1967-12-03,12,28.029,MIN,,GNB,L 27-30,0,0,,0,0,0,,0,0,0,1,20,0
35,1968,1968-09-22,2,28.323,MIN,@,GNB,W 26-13,1,14,14.00,0,0,0,,0,0,0,0,0,0
36,1968,1968-11-24,11,29.020,MIN,@,BAL,L 9-21,0,0,,0,0,0,,0,0,0,1,16,0
37,1968,1968-12-01,12,29.027,MIN,,RAM,L 3-31,0,0,,0,0,0,,0,0,0,2,34,0
38,1968,1968-12-08,13,29.034,MIN,@,SFO,W 30-20,0,0,,0,0,0,,0,0,0,1,20,0
39,1969,1969-11-23,10,30.019,MIN,,PIT,W 52-14,0,0,,0,0,0,,0,0,0,1,36,0
40,1970,1970-09-20,1,30.320,MIN,,KAN,W 27-10,,,,,,,,,,,,,
41,1970,1970-09-27,2,30.327,MIN,,NOR,W 26-0,,,,,,,,,,,,,
42,1970,1970-10-04,3,30.334,MIN,@,GNB,L 10-13,,,,,,,,,,,,,
