ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2004,2004-09-19,2,22.121,CAR,@,KAN,W 28-17,*,6,3,46,15.33,1,50.0%,7.67,0,0,,0,0,0,,0,1,6
2,2004,2004-10-03,3,22.135,CAR,,ATL,L 10-27,*,7,4,40,10.00,0,57.1%,5.71,0,0,,0,1,19,19.00,0,0,0
3,2004,2004-10-10,4,22.142,CAR,@,DEN,L 17-20,*,6,4,115,28.75,1,66.7%,19.17,0,0,,0,0,0,,0,1,6
4,2004,2004-10-17,5,22.149,CAR,@,PHI,L 8-30,*,7,2,39,19.50,0,28.6%,5.57,0,0,,0,0,0,,0,0,0
5,2004,2004-10-24,6,22.156,CAR,,SDG,L 6-17,*,11,7,71,10.14,0,63.6%,6.45,0,0,,0,0,0,,0,0,0
6,2004,2004-10-31,7,22.163,CAR,@,SEA,L 17-23,*,5,4,100,25.00,0,80.0%,20.00,0,0,,0,0,0,,0,0,0
7,2004,2004-11-07,8,22.170,CAR,,OAK,L 24-27,*,9,3,42,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0
8,2004,2004-11-14,9,22.177,CAR,@,SFO,W 37-27,*,6,4,57,14.25,0,66.7%,9.50,0,0,,0,0,0,,0,0,0
9,2004,2004-11-21,10,22.184,CAR,,ARI,W 35-10,*,6,3,18,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0
10,2004,2004-11-28,11,22.191,CAR,,TAM,W 21-14,*,6,3,72,24.00,2,50.0%,12.00,0,0,,0,0,0,,0,2,12
11,2004,2004-12-05,12,22.198,CAR,@,NOR,W 32-21,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0
12,2004,2004-12-12,13,22.205,CAR,,STL,W 20-7,*,7,5,46,9.20,0,71.4%,6.57,0,0,,0,0,0,,0,0,0
13,2004,2004-12-18,14,22.211,CAR,@,ATL,L 31-34,*,1,1,43,43.00,0,100.0%,43.00,0,0,,0,0,0,,0,0,0
14,2004,2004-12-26,15,22.219,CAR,@,TAM,W 37-20,*,3,1,4,4.00,1,33.3%,1.33,0,0,,0,1,11,11.00,0,1,6
15,2004,2005-01-02,16,22.226,CAR,,NOR,L 18-21,*,10,2,39,19.50,0,20.0%,3.90,0,0,,0,0,0,,0,0,0
16,2005,2005-09-11,1,23.113,CAR,,NOR,L 20-23,*,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0
17,2005,2005-09-18,2,23.120,CAR,,NWE,W 27-17,*,7,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
18,2005,2005-09-25,3,23.127,CAR,@,MIA,L 24-27,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
19,2005,2005-10-03,4,23.135,CAR,,GNB,W 32-29,*,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0
20,2005,2005-10-09,5,23.141,CAR,@,ARI,W 24-20,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
21,2005,2005-10-16,6,23.148,CAR,@,DET,W 21-20,*,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,,0,0,0
22,2005,2005-10-30,7,23.162,CAR,,MIN,W 38-13,*,4,2,32,16.00,1,50.0%,8.00,0,0,,0,0,0,,0,1,6
23,2005,2005-11-06,8,23.169,CAR,@,TAM,W 34-14,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0
24,2005,2005-11-13,9,23.176,CAR,,NYJ,W 30-3,*,2,2,29,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,1,6
25,2005,2005-11-20,10,23.183,CAR,@,CHI,L 3-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
26,2005,2005-11-27,11,23.190,CAR,@,BUF,W 13-9,*,7,4,32,8.00,0,57.1%,4.57,1,6,6.00,0,0,0,,0,0,0
27,2005,2005-12-04,12,23.197,CAR,,ATL,W 24-6,*,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0
28,2005,2005-12-11,13,23.204,CAR,,TAM,L 10-20,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
29,2005,2005-12-18,14,23.211,CAR,@,NOR,W 27-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
30,2005,2005-12-24,15,23.217,CAR,,DAL,L 20-24,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
31,2005,2006-01-01,16,23.225,CAR,@,ATL,W 44-11,*,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,0,0
32,2006,2006-09-10,1,24.112,CAR,,ATL,L 6-20,,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0
33,2006,2006-09-17,2,24.119,CAR,@,MIN,L 13-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
34,2006,2006-09-24,3,24.126,CAR,@,TAM,W 26-24,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0
35,2006,2006-10-01,4,24.133,CAR,,NOR,W 21-18,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
36,2006,2006-10-08,5,24.140,CAR,,CLE,W 20-12,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
37,2006,2006-10-15,6,24.147,CAR,@,BAL,W 23-21,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
38,2006,2006-10-22,7,24.154,CAR,@,CIN,L 14-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
39,2006,2006-10-29,8,24.161,CAR,,DAL,L 14-35,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
40,2006,2006-11-13,9,24.176,CAR,,TAM,W 24-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
41,2006,2006-11-19,10,24.182,CAR,,STL,W 15-0,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
42,2006,2006-12-24,15,24.217,CAR,@,ATL,W 10-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
43,2006,2006-12-31,16,24.224,CAR,@,NOR,W 31-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
44,2007,2007-09-09,1,25.111,CAR,@,STL,W 27-13,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
45,2007,2007-09-16,2,25.118,CAR,,HOU,L 21-34,*,8,3,25,8.33,0,37.5%,3.13,0,0,,0,0,0,,0,0,0
46,2007,2007-09-23,3,25.125,CAR,@,ATL,W 27-20,*,4,3,52,17.33,0,75.0%,13.00,0,0,,0,0,0,,0,0,0
47,2007,2007-09-30,4,25.132,CAR,,TAM,L 7-20,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0
48,2007,2007-10-07,5,25.139,CAR,@,NOR,W 16-13,*,5,4,74,18.50,0,80.0%,14.80,0,0,,0,0,0,,0,0,0
49,2007,2007-10-14,6,25.146,CAR,@,ARI,W 25-10,*,7,3,29,9.67,0,42.9%,4.14,0,0,,0,0,0,,0,0,0
50,2007,2007-10-28,7,25.160,CAR,,IND,L 7-31,*,9,4,35,8.75,0,44.4%,3.89,0,0,,0,0,0,,0,0,0
51,2007,2007-11-04,8,25.167,CAR,@,TEN,L 7-20,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0
52,2007,2007-11-18,10,25.181,CAR,@,GNB,L 17-31,*,13,6,33,5.50,0,46.2%,2.54,0,0,,0,0,0,,0,0,0
53,2007,2007-11-25,11,25.188,CAR,,NOR,L 6-31,,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0
54,2007,2007-12-02,12,25.195,CAR,,SFO,W 31-14,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
55,2007,2007-12-09,13,25.202,CAR,@,JAX,L 6-37,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
56,2008,2008-09-08,1,26.110,DEN,@,OAK,W 41-14,,,,,,,0.0%,,,,,,,,,,,
57,2008,2008-09-14,2,26.116,DEN,,SDG,W 39-38,,,,,,,0.0%,,,,,,,,,,,
58,2008,2008-09-21,3,26.123,SEA,,STL,W 37-13,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
59,2008,2008-10-05,4,26.137,SEA,@,NYG,L 6-44,,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0
60,2008,2008-10-12,5,26.144,SEA,,GNB,L 17-27,,2,1,5,5.00,1,50.0%,2.50,0,0,,0,0,0,,0,1,6
61,2008,2008-10-19,6,26.151,SEA,@,TAM,L 10-20,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
62,2008,2008-10-26,7,26.158,SEA,@,SFO,W 34-13,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0
63,2008,2008-11-02,8,26.165,SEA,,PHI,L 7-26,*,3,,,,,0.0%,,,,,,,,,,,
64,2008,2008-11-09,9,26.172,SEA,@,MIA,L 19-21,*,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0
