ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2016-09-11,1,23.087,BAL,,BUF,W 13-7,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
2,2016,2016-09-18,2,23.094,BAL,@,CLE,W 25-20,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
3,2016,2016-09-25,3,23.101,BAL,@,JAX,W 19-17,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
4,2016,2016-10-02,4,23.108,BAL,,OAK,L 27-28,,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0
5,2016,2016-10-16,6,23.122,BAL,@,NYG,L 23-27,,0,0,0,,0,0.0%,,0,0,,0,1,26,26.00,0,0,0
6,2016,2016-10-23,7,23.129,BAL,@,NYJ,L 16-24,,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,1,6
7,2016,2016-11-06,8,23.143,BAL,,PIT,W 21-14,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,1,0
8,2016,2016-11-10,9,23.147,BAL,,CLE,W 28-7,,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,,0,0,0
9,2016,2016-11-20,10,23.157,BAL,@,DAL,L 17-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
10,2016,2016-11-27,11,23.164,BAL,,CIN,W 19-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
11,2016,2016-12-04,12,23.171,BAL,,MIA,W 38-6,,2,0,0,,0,0.0%,0.00,1,7,7.00,0,0,0,,0,0,0
12,2016,2016-12-12,13,23.179,BAL,@,NWE,L 23-30,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
13,2016,2016-12-18,14,23.185,BAL,,PHI,W 27-26,,0,0,0,,0,0.0%,,0,0,,0,4,98,24.50,0,0,0
14,2016,2016-12-25,15,23.192,BAL,@,PIT,L 27-31,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0
15,2016,2017-01-01,16,23.199,BAL,@,CIN,L 10-27,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0
16,2017,2017-09-10,1,24.086,BAL,@,CIN,W 20-0,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
17,2017,2017-09-24,3,24.100,BAL,@,JAX,L 7-44,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
18,2017,2017-10-15,6,24.121,BAL,,CHI,L 24-27,,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,,0,0,0
19,2017,2017-10-22,7,24.128,BAL,@,MIN,L 16-24,*,8,2,36,18.00,1,25.0%,4.50,1,-5,-5.00,0,0,0,,0,1,6
20,2017,2017-10-26,8,24.132,BAL,,MIA,W 40-0,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
21,2017,2017-11-05,9,24.142,BAL,@,TEN,L 20-23,,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0
22,2017,2017-11-19,10,24.156,BAL,@,GNB,W 23-0,,0,0,0,,0,0.0%,,0,0,,0,1,35,35.00,0,0,0
23,2017,2017-11-27,11,24.164,BAL,,HOU,W 23-16,*,3,3,37,12.33,0,100.0%,12.33,0,0,,0,2,50,25.00,0,0,0
24,2017,2017-12-03,12,24.170,BAL,,DET,W 44-20,,4,3,32,10.67,0,75.0%,8.00,1,-4,-4.00,0,2,51,25.50,0,0,0
25,2017,2017-12-10,13,24.177,BAL,@,PIT,L 38-39,,3,3,48,16.00,1,100.0%,16.00,0,0,,0,5,86,17.20,0,1,6
26,2017,2017-12-17,14,24.184,BAL,@,CLE,W 27-10,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
27,2017,2017-12-23,15,24.190,BAL,,IND,W 23-16,*,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0
28,2017,2017-12-31,16,24.198,BAL,,CIN,L 27-31,*,3,1,6,6.00,1,33.3%,2.00,0,0,,0,3,124,41.33,0,1,6
29,2018,2018-09-09,1,25.085,BAL,,BUF,W 47-3,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
30,2018,2018-09-13,2,25.089,BAL,@,CIN,L 23-34,,3,2,9,4.50,0,66.7%,3.00,1,2,2.00,0,0,0,,0,0,0
31,2018,2018-09-23,3,25.099,BAL,,DEN,W 27-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
