ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
36,2010,2010-11-08,8,27.055,CIN,,PIT,L 21-27,*,,0,0,0.0,2,3,0,0,0
37,2010,2010-11-14,9,27.061,CIN,@,IND,L 17-23,,,0,0,0.0,1,0,0,0,0
38,2011,2011-09-11,1,27.362,CIN,@,CLE,W 27-17,,,0,0,0.0,1,0,0,0,0
39,2011,2011-09-18,2,28.004,CIN,@,DEN,L 22-24,,,0,0,0.0,1,1,0,0,0
40,2011,2011-09-25,3,28.011,CIN,,SFO,L 8-13,,,0,0,1.0,3,1,0,0,0
41,2011,2011-10-02,4,28.018,CIN,,BUF,W 23-20,,,0,0,0.0,0,1,0,0,0
42,2011,2011-10-09,5,28.025,CIN,@,JAX,W 30-20,,,0,0,1.0,3,0,0,0,0
43,2011,2011-10-16,6,28.032,CIN,,IND,W 27-17,*,,0,0,0.0,1,1,0,0,0
44,2011,2011-10-30,7,28.046,CIN,@,SEA,W 34-12,*,,0,0,1.0,1,0,0,0,0
45,2011,2011-11-06,8,28.053,CIN,@,TEN,W 24-17,*,,0,0,0.0,2,0,0,0,0
46,2011,2011-11-13,9,28.060,CIN,,PIT,L 17-24,*,,0,0,1.0,3,2,0,0,0
47,2011,2011-11-20,10,28.067,CIN,@,BAL,L 24-31,*,,0,0,0.0,4,0,0,0,0
48,2011,2011-11-27,11,28.074,CIN,,CLE,W 23-20,*,,0,0,0.0,3,1,0,0,0
49,2011,2011-12-04,12,28.081,CIN,@,PIT,L 7-35,*,,0,0,0.0,4,1,0,0,0
50,2011,2011-12-11,13,28.088,CIN,,HOU,L 19-20,*,,0,0,0.0,2,2,0,0,0
51,2011,2011-12-18,14,28.095,CIN,@,STL,W 20-13,*,,0,0,0.0,1,0,0,0,0
52,2011,2011-12-24,15,28.101,CIN,,ARI,W 23-16,*,,0,0,0.0,0,1,0,0,0
53,2011,2012-01-01,16,28.109,CIN,,BAL,L 16-24,*,,0,0,0.0,3,2,0,0,0
54,2012,2012-09-09,1,28.361,CLE,,PHI,L 16-17,*,,0,0,0.0,1,2,0,0,0
55,2012,2012-09-16,2,29.002,CLE,@,CIN,L 27-34,*,,0,0,1.0,2,2,0,0,0
56,2012,2012-09-23,3,29.009,CLE,,BUF,L 14-24,*,,0,0,0.0,2,2,0,0,0
57,2012,2012-09-27,4,29.013,CLE,@,BAL,L 16-23,*,,0,0,0.0,1,2,0,0,0
58,2012,2012-10-07,5,29.023,CLE,@,NYG,L 27-41,*,,0,0,0.0,1,0,0,0,0
59,2012,2012-10-14,6,29.030,CLE,,CIN,W 34-24,*,,0,0,0.0,1,1,0,0,0
60,2012,2012-10-21,7,29.037,CLE,@,IND,L 13-17,*,,0,0,1.0,2,1,0,0,0
61,2012,2012-10-28,8,29.044,CLE,,SDG,W 7-6,*,,,,,,,,,
62,2012,2012-11-04,9,29.051,CLE,,BAL,L 15-25,*,,0,0,0.0,4,2,0,0,0
63,2012,2012-11-18,10,29.065,CLE,@,DAL,L 20-23,*,,0,0,1.0,3,0,0,0,0
64,2012,2012-11-25,11,29.072,CLE,,PIT,W 20-14,*,,0,0,0.0,2,1,0,0,0
65,2012,2012-12-02,12,29.079,CLE,@,OAK,W 20-17,*,,0,0,0.0,2,0,0,0,0
66,2012,2012-12-09,13,29.086,CLE,,KAN,W 30-7,*,,0,0,1.0,4,3,0,0,0
67,2012,2012-12-16,14,29.093,CLE,,WAS,L 21-38,*,,0,0,0.0,0,1,0,0,0
68,2012,2012-12-23,15,29.100,CLE,@,DEN,L 12-34,*,,0,0,0.0,2,2,0,0,0
69,2012,2012-12-30,16,29.107,CLE,@,PIT,L 10-24,*,,0,0,0.0,2,0,0,0,0
70,2013,2013-09-08,1,29.359,ARI,@,STL,L 24-27,,,0,0,0.0,1,0,0,0,0
71,2013,2013-09-15,2,30.001,ARI,,DET,W 25-21,,,,,,,,,,
72,2013,2013-09-22,3,30.008,ARI,@,NOR,L 7-31,,,,,,,,,,
73,2013,2013-09-29,4,30.015,ARI,@,TAM,W 13-10,,,0,0,0.0,1,1,0,0,0
74,2013,2013-10-06,5,30.022,ARI,,CAR,W 22-6,,,,,,,,,,
75,2013,2013-10-13,6,30.029,ARI,@,SFO,L 20-32,,,0,0,0.0,1,0,0,0,0
76,2013,2013-10-17,7,30.033,ARI,,SEA,L 22-34,,,0,0,0.0,1,0,0,0,0
77,2013,2013-10-27,8,30.043,ARI,,ATL,W 27-13,,,0,0,1.0,1,0,0,0,0
78,2013,2013-11-10,9,30.057,ARI,,HOU,W 27-24,,,0,0,0.0,1,0,0,0,0
79,2013,2013-11-17,10,30.064,ARI,@,JAX,W 27-14,,,,,,,,,,
80,2013,2013-11-24,11,30.071,ARI,,IND,W 40-11,*,,0,0,0.0,1,1,0,0,0
81,2013,2013-12-01,12,30.078,ARI,@,PHI,L 21-24,,,,,,,,,,
82,2013,2013-12-08,13,30.085,ARI,,STL,W 30-10,,,0,0,0.0,0,0,0,0,0
83,2013,2013-12-15,14,30.092,ARI,@,TEN,W 37-34,,,0,0,0.0,1,0,0,0,0
84,2013,2013-12-22,15,30.099,ARI,@,SEA,W 17-10,,,0,0,0.0,1,0,0,0,0
85,2013,2013-12-29,16,30.106,ARI,,SFO,L 20-23,,,,,,,,,,
86,2014,2014-09-08,1,30.359,ARI,,SDG,W 18-17,*,,,,,,,,,
87,2014,2014-09-21,3,31.007,ARI,,SFO,W 23-14,,,0,0,0.0,0,0,0,0,0
88,2014,2014-10-05,4,31.021,ARI,@,DEN,L 20-41,,,0,0,1.0,1,0,0,0,0
89,2014,2014-10-12,5,31.028,ARI,,WAS,W 30-20,,,0,0,0.0,1,0,0,0,0
90,2014,2014-10-19,6,31.035,ARI,@,OAK,W 24-13,*,,,,,,,,,
91,2014,2014-10-26,7,31.042,ARI,,PHI,W 24-20,,,0,0,0.0,1,0,0,0,0
92,2014,2014-11-02,8,31.049,ARI,@,DAL,W 28-17,*,,0,0,0.0,1,0,0,0,0
93,2014,2014-11-09,9,31.056,ARI,,STL,W 31-14,,,0,0,0.0,3,0,0,0,0
94,2014,2014-11-16,10,31.063,ARI,,DET,W 14-6,*,,0,0,1.0,1,2,0,0,0
95,2014,2014-11-23,11,31.070,ARI,@,SEA,L 3-19,,,0,0,0.0,2,2,0,0,0
96,2014,2014-11-30,12,31.077,ARI,@,ATL,L 18-29,,,0,0,0.0,2,0,0,0,0
97,2014,2014-12-07,13,31.084,ARI,,KAN,W 17-14,*,,0,0,2.0,3,0,0,0,0
98,2014,2014-12-11,14,31.088,ARI,@,STL,W 12-6,*,,0,0,1.0,4,0,0,0,0
99,2014,2014-12-21,15,31.098,ARI,,SEA,L 6-35,*,,0,0,0.0,1,0,0,0,0
100,2014,2014-12-28,16,31.105,ARI,@,SFO,L 17-20,,,,,,,,,,
101,2015,2015-09-13,1,31.364,ARI,,NOR,W 31-19,*,,0,0,0.0,1,0,0,0,0
102,2015,2015-09-20,2,32.006,ARI,@,CHI,W 48-23,*,,0,0,0.0,1,1,0,0,0
103,2015,2015-09-27,3,32.013,ARI,,SFO,W 47-7,*,,0,0,1.0,3,0,0,0,0
104,2015,2015-10-04,4,32.020,ARI,,STL,L 22-24,*,,0,0,0.0,2,1,0,0,0
105,2015,2015-10-11,5,32.027,ARI,@,DET,W 42-17,*,,0,0,0.0,0,0,0,0,0
106,2015,2015-10-18,6,32.034,ARI,@,PIT,L 13-25,*,,0,0,0.0,2,1,0,0,0
107,2015,2015-10-26,7,32.042,ARI,,BAL,W 26-18,*,,0,0,1.0,1,1,0,0,0
108,2015,2015-11-01,8,32.048,ARI,@,CLE,W 34-20,*,,0,0,0.0,2,0,0,0,0
109,2015,2015-11-15,9,32.062,ARI,@,SEA,W 39-32,*,1,0,2,0.0,1,1,0,0,0
110,2015,2015-11-22,10,32.069,ARI,,CIN,W 34-31,*,,0,0,0.0,4,2,0,0,0
111,2015,2015-12-20,14,32.097,ARI,@,PHI,W 40-17,*,,0,0,0.0,1,0,0,0,0
112,2015,2015-12-27,15,32.104,ARI,,GNB,W 38-8,*,,0,0,1.0,1,1,0,0,0
113,2015,2016-01-03,16,32.111,ARI,,SEA,L 6-36,*,,0,0,0.0,1,0,0,0,0
114,2016,2016-09-11,1,32.363,ARI,,NWE,L 21-23,*,,0,0,0.0,1,2,0,0,0
115,2016,2016-10-06,5,33.022,ARI,@,SFO,W 33-21,,,0,0,0.0,0,0,0,0,0
116,2016,2016-10-17,6,33.033,ARI,,NYJ,W 28-3,,,0,0,0.0,0,0,0,0,0
117,2016,2016-10-23,7,33.039,ARI,,SEA,T 6-6,,,0,0,0.0,0,0,0,0,0
118,2016,2016-10-30,8,33.046,ARI,@,CAR,L 20-30,,,0,0,0.0,0,2,0,0,0
119,2016,2016-11-13,9,33.060,ARI,,SFO,W 23-20,,,0,0,0.0,0,0,0,0,0
120,2016,2016-11-20,10,33.067,ARI,@,MIN,L 24-30,,,0,0,0.0,3,1,0,0,0
121,2016,2016-11-27,11,33.074,ARI,@,ATL,L 19-38,,,0,0,0.0,2,1,0,0,0
122,2016,2016-12-04,12,33.081,ARI,,WAS,W 31-23,,,0,0,0.0,1,0,0,0,0
123,2016,2016-12-11,13,33.088,ARI,@,MIA,L 23-26,,,0,0,0.0,0,0,0,0,0
124,2016,2016-12-18,14,33.095,ARI,,NOR,L 41-48,,,0,0,0.0,0,0,0,0,0
125,2016,2016-12-24,15,33.101,ARI,@,SEA,W 34-31,,,0,0,0.0,0,0,0,0,0
126,2016,2017-01-01,16,33.109,ARI,@,LAR,W 44-6,,,0,0,0.0,0,0,0,0,0
127,2017,2017-09-10,1,33.361,ARI,@,DET,L 23-35,*,,0,0,0.0,2,1,0,0,0
128,2017,2017-09-17,2,34.003,ARI,@,IND,W 16-13,*,,0,0,0.0,3,0,0,0,0
129,2017,2017-09-25,3,34.011,ARI,,DAL,L 17-28,*,,0,0,0.0,0,0,0,0,0
130,2017,2017-10-01,4,34.017,ARI,,SFO,W 18-15,*,,0,0,0.5,1,2,0,0,0
131,2017,2017-10-08,5,34.024,ARI,@,PHI,L 7-34,*,,0,0,0.0,1,1,0,0,0
132,2017,2017-10-15,6,34.031,ARI,,TAM,W 38-33,*,,0,0,0.0,1,0,0,0,0
133,2017,2017-10-22,7,34.038,ARI,@,LAR,L 0-33,*,,0,0,0.0,2,0,0,0,0
134,2017,2017-11-05,8,34.052,ARI,@,SFO,W 20-10,*,,0,0,0.0,0,0,0,0,0
135,2017,2017-11-09,9,34.056,ARI,,SEA,L 16-22,*,,0,0,1.0,4,0,0,0,0
136,2017,2017-11-19,10,34.066,ARI,@,HOU,L 21-31,*,,0,0,0.0,1,0,0,0,0
137,2017,2017-11-26,11,34.073,ARI,,JAX,W 27-24,*,,0,0,0.0,5,0,0,0,0
138,2017,2017-12-03,12,34.080,ARI,,LAR,L 16-32,*,,0,0,0.0,0,0,0,0,0
139,2017,2017-12-10,13,34.087,ARI,,TEN,W 12-7,*,,0,0,0.0,0,0,0,0,0
140,2017,2017-12-17,14,34.094,ARI,@,WAS,L 15-20,*,,0,0,0.0,0,2,0,0,0
141,2017,2017-12-24,15,34.101,ARI,,NYG,W 23-0,*,,0,0,0.0,1,0,0,0,0
142,2017,2017-12-31,16,34.108,ARI,@,SEA,W 26-24,*,,0,0,0.0,3,0,0,0,0
143,2018,2018-09-10,1,34.361,OAK,,LAR,L 13-33,*,,0,0,0.0,2,0,0,0,0
144,2018,2018-09-16,2,35.002,OAK,@,DEN,L 19-20,*,,0,0,0.0,1,0,0,0,0
145,2018,2018-09-23,3,35.009,OAK,@,MIA,L 20-28,*,,0,0,0.0,1,2,0,0,0
