ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2001,2001-11-11,8,23.101,BUF,@,NWE,L 11-21,,2.0
2,2001,2001-11-18,9,23.108,BUF,,SEA,L 20-23,*,
3,2001,2001-11-25,10,23.115,BUF,,MIA,L 27-34,,
4,2001,2001-12-09,12,23.129,BUF,,CAR,W 25-24,,
5,2001,2001-12-16,13,23.136,BUF,,NWE,L 9-12,,
6,2001,2001-12-23,14,23.143,BUF,@,ATL,L 30-33,,
7,2001,2001-12-30,15,23.150,BUF,@,NYJ,W 14-9,,
8,2001,2002-01-06,16,23.157,BUF,@,MIA,L 7-34,,1.0
9,2002,2002-09-08,1,24.037,BUF,,NYJ,L 31-37,,
10,2002,2002-09-15,2,24.044,BUF,@,MIN,W 45-39,,
11,2002,2002-10-06,5,24.065,BUF,,OAK,L 31-49,,
12,2002,2002-10-13,6,24.072,BUF,@,HOU,W 31-24,,
13,2002,2002-10-20,7,24.079,BUF,@,MIA,W 23-10,,
14,2002,2002-10-27,8,24.086,BUF,,DET,W 24-17,,
15,2002,2002-11-03,9,24.093,BUF,,NWE,L 7-38,,
16,2002,2002-11-17,10,24.107,BUF,@,KAN,L 16-17,,
17,2002,2002-11-24,11,24.114,BUF,@,NYJ,L 13-31,,
18,2002,2002-12-01,12,24.121,BUF,,MIA,W 38-21,*,
