ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1999,1999-09-12,1,23.289,TAM,,NYG,L 13-17,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
2,1999,1999-09-19,2,23.296,TAM,@,PHI,W 19-5,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
3,1999,1999-09-26,3,23.303,TAM,,DEN,W 13-10,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
4,1999,1999-10-03,4,23.310,TAM,@,MIN,L 14-21,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
5,1999,1999-10-10,5,23.317,TAM,@,GNB,L 23-26,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
6,1999,1999-10-24,6,23.331,TAM,,CHI,W 6-3,,0,0,,0,0,0,,,,,,,,,2,4,50.0,0,6,0,0,,0
7,1999,1999-10-31,7,23.338,TAM,@,DET,L 3-20,,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0,0,,0
8,1999,1999-11-07,8,23.345,TAM,@,NOR,W 31-16,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
9,1999,1999-11-14,9,23.352,TAM,,KAN,W 17-10,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
10,1999,1999-11-21,10,23.359,TAM,,ATL,W 19-10,,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0,0,,0
11,1999,1999-11-28,11,24.001,TAM,@,SEA,W 16-3,,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
12,1999,1999-12-06,12,24.009,TAM,,MIN,W 24-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
13,1999,1999-12-12,13,24.015,TAM,,DET,W 23-16,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
14,1999,1999-12-19,14,24.022,TAM,@,OAK,L 0-45,,,,,,,,,,,,,,,,,,,,,,,,
15,1999,1999-12-26,15,24.029,TAM,,GNB,W 29-10,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
16,1999,2000-01-02,16,24.036,TAM,@,CHI,W 20-6,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
17,2000,2000-09-03,1,24.281,TAM,@,NWE,W 21-16,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
18,2000,2000-09-10,2,24.288,TAM,,CHI,W 41-0,,0,0,,0,0,0,,,,,,5,5,100.0,2,3,66.7,0,11,0,0,,0
19,2000,2000-09-17,3,24.295,TAM,@,DET,W 31-10,,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
20,2000,2000-09-24,4,24.302,TAM,,NYJ,L 17-21,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
21,2000,2000-10-01,5,24.309,TAM,@,WAS,L 17-20,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
22,2000,2000-10-09,6,24.317,TAM,@,MIN,L 23-30,,0,0,,0,0,0,,,,,,2,2,100.0,3,4,75.0,0,11,0,0,,0
23,2000,2000-10-19,7,24.327,TAM,,DET,L 14-28,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0,0,,0
24,2000,2000-10-29,8,24.337,TAM,,MIN,W 41-13,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
25,2000,2000-11-05,9,24.344,TAM,@,ATL,W 27-14,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
26,2000,2000-11-12,10,24.351,TAM,,GNB,W 20-15,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
27,2000,2000-11-19,11,24.358,TAM,@,CHI,L 10-13,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
28,2000,2000-11-26,12,24.365,TAM,,BUF,W 31-17,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
29,2000,2000-12-03,13,25.006,TAM,,DAL,W 27-7,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
30,2000,2000-12-10,14,25.013,TAM,@,MIA,W 16-13,,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
31,2000,2000-12-18,15,25.021,TAM,,STL,W 38-35,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
32,2000,2000-12-24,16,25.027,TAM,@,GNB,L 14-17,,0,0,,0,0,0,,,,,,,,,2,3,66.7,0,6,0,0,,0
33,2001,2001-09-09,1,25.286,TAM,@,DAL,W 10-6,,0,0,,0,0,0,,0,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
34,2001,2001-09-30,2,25.307,TAM,@,MIN,L 16-20,,0,0,,0,0,0,,0,,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
35,2001,2001-10-07,3,25.314,TAM,,GNB,W 14-10,,0,0,,0,0,0,,0,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
36,2001,2001-10-14,4,25.321,TAM,@,TEN,L 28-31,,0,0,,0,0,,,0,,,,4,4,100.0,,,,0,4,,,,
37,2001,2001-10-21,5,25.328,TAM,,PIT,L 10-17,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
38,2001,2001-10-28,6,25.335,TAM,,MIN,W 41-14,,0,0,,0,0,0,,0,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
39,2001,2001-11-04,7,25.342,TAM,@,GNB,L 20-21,,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
40,2001,2001-11-11,8,25.349,TAM,@,DET,W 20-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,2,100.0,2,2,100.0,0,8,0,0,,0
41,2001,2001-11-18,9,25.356,TAM,,CHI,L 24-27,,0,0,,0,0,0,,0,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
42,2001,2001-11-26,10,25.364,TAM,@,STL,W 24-17,,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
43,2001,2001-12-02,11,26.005,TAM,@,CIN,W 16-13,,0,0,,0,0,0,,0,,,,1,1,100.0,3,5,60.0,0,10,0,0,,0
44,2001,2001-12-09,12,26.012,TAM,,DET,W 15-12,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
45,2001,2001-12-16,13,26.019,TAM,@,CHI,L 3-27,,0,0,,0,0,0,,0,,,,,,,1,1,100.0,0,3,0,0,,0
46,2001,2001-12-23,14,26.026,TAM,,NOR,W 48-21,,0,0,,0,0,0,,0,,,,4,4,100.0,4,4,100.0,0,16,0,0,,0
47,2002,2002-09-08,1,26.285,TAM,,NOR,L 20-26,,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0,0,,0
48,2002,2002-09-15,2,26.292,TAM,@,BAL,W 25-0,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
49,2002,2002-09-23,3,26.300,TAM,,STL,W 26-14,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
50,2002,2002-09-29,4,26.306,TAM,@,CIN,W 35-7,,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,
51,2002,2002-10-06,5,26.313,TAM,@,ATL,W 20-6,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
52,2002,2002-10-13,6,26.320,TAM,,CLE,W 17-3,,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0,0,,0
53,2002,2002-10-20,7,26.327,TAM,@,PHI,L 10-20,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
54,2002,2002-10-27,8,26.334,TAM,@,CAR,W 12-9,,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0,0,,0
55,2002,2002-11-03,9,26.341,TAM,,MIN,W 38-24,,0,0,,0,0,0,,,,,,5,5,100.0,1,2,50.0,0,8,1,23,23.00,0
56,2002,2002-11-17,10,26.355,TAM,,CAR,W 23-10,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
57,2002,2002-11-24,11,26.362,TAM,,GNB,W 21-7,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
58,2002,2002-12-01,12,27.004,TAM,@,NOR,L 20-23,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
59,2002,2002-12-08,13,27.011,TAM,,ATL,W 34-10,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
60,2002,2002-12-15,14,27.018,TAM,@,DET,W 23-20,,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
61,2002,2002-12-23,15,27.026,TAM,,PIT,L 7-17,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
