ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-10-02,4,23.259,BUF,@,CIN,L 20-23,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
2,2011,2011-10-09,5,23.266,BUF,,PHI,W 31-24,,,,,,,,,,,,,,,
3,2011,2011-10-16,6,23.273,BUF,@,NYG,L 24-27,,,,,,,,,,,,,,,
4,2011,2011-10-30,7,23.287,BUF,,WAS,W 23-0,,,,,,,,,,,,,,,
5,2011,2011-11-06,8,23.294,BUF,,NYJ,L 11-27,,,,,,,,,,,,,,,
6,2011,2011-11-13,9,23.301,BUF,@,DAL,L 7-44,,,,,,,,,,,,,,,
7,2011,2011-11-20,10,23.308,BUF,@,MIA,L 8-35,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
8,2011,2011-11-27,11,23.315,BUF,@,NYJ,L 24-28,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
9,2011,2011-12-04,12,23.322,BUF,,TEN,L 17-23,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
10,2011,2011-12-11,13,23.329,BUF,@,SDG,L 10-37,,4,96,24.00,0,0,0,,0,0.0,1,0,0,0,0
11,2011,2011-12-18,14,23.336,BUF,,MIA,L 23-30,,4,134,33.50,0,0,0,,0,0.0,1,0,0,0,0
12,2011,2011-12-24,15,23.342,BUF,,DEN,W 40-14,,3,101,33.67,0,0,0,,0,0.0,2,0,1,15,0
13,2011,2012-01-01,16,23.350,BUF,@,NWE,L 21-49,*,2,42,21.00,0,0,0,,0,0.0,3,1,0,0,0
14,2012,2012-09-09,1,24.237,BUF,@,NYJ,L 28-48,,,,,,,,,,,,,,,
15,2012,2012-09-16,2,24.244,BUF,,KAN,W 35-17,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
16,2012,2012-09-23,3,24.251,BUF,@,CLE,W 24-14,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
17,2012,2012-09-30,4,24.258,BUF,,NWE,L 28-52,,0,0,,0,0,0,,0,0.0,4,1,0,0,0
18,2012,2012-10-07,5,24.265,BUF,@,SFO,L 3-45,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
19,2012,2012-10-14,6,24.272,BUF,@,ARI,W 19-16,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
20,2012,2012-10-21,7,24.279,BUF,,TEN,L 34-35,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
21,2012,2012-11-04,8,24.293,BUF,@,HOU,L 9-21,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
22,2012,2012-11-11,9,24.300,BUF,@,NWE,L 31-37,,0,0,,0,0,0,,0,0.0,4,2,0,0,0
23,2012,2012-11-15,10,24.304,BUF,,MIA,W 19-14,,0,0,,0,0,0,,0,0.0,4,0,0,0,0
24,2012,2012-11-25,11,24.314,BUF,@,IND,L 13-20,,0,0,,0,0,0,,0,0.0,2,1,1,-1,0
25,2012,2012-12-02,12,24.321,BUF,,JAX,W 34-18,,0,0,,0,2,0,0.00,0,0.0,1,0,0,0,0
26,2012,2012-12-09,13,24.328,BUF,,STL,L 12-15,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
27,2012,2012-12-16,14,24.335,BUF,,SEA,L 17-50,,1,28,28.00,0,0,0,,0,0.0,1,0,0,0,0
28,2012,2012-12-23,15,24.342,BUF,@,MIA,L 10-24,,0,0,,0,1,14,14.00,0,0.0,3,0,0,0,0
29,2012,2012-12-30,16,24.349,BUF,,NYJ,W 28-9,,1,27,27.00,0,0,0,,0,0.0,0,0,0,0,0
30,2013,2013-09-08,1,25.235,BUF,,NWE,L 21-23,*,0,0,,0,0,0,,0,0.0,5,0,1,0,0
31,2013,2013-09-15,2,25.242,BUF,,CAR,W 24-23,*,0,0,,0,0,0,,0,0.0,3,1,0,0,0
32,2013,2013-09-22,3,25.249,BUF,@,NYJ,L 20-27,*,0,0,,0,0,0,,0,0.0,4,2,0,0,0
33,2013,2013-09-29,4,25.256,BUF,,BAL,W 23-20,*,0,0,,0,0,0,,0,0.0,6,2,0,0,0
34,2013,2013-10-03,5,25.260,BUF,@,CLE,L 24-37,*,,,,,,,,,,,,,,
35,2013,2013-11-24,11,25.312,HOU,,JAX,L 6-13,,,,,,,,,,,,,,,
36,2014,2014-12-14,14,26.332,WAS,@,NYG,L 13-24,,,,,,,,,,,,,,,
37,2014,2014-12-20,15,26.338,WAS,,PHI,W 27-24,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
38,2014,2014-12-28,16,26.346,WAS,,DAL,L 17-44,,,,,,,,,,,,,,,
39,2015,2015-09-13,1,27.240,WAS,,MIA,L 10-17,*,0,0,,0,0,0,,0,0.0,1,3,0,0,0
