ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2004,2004-09-12,1,24.168,PHI,,NYG,W 31-17,,0,0,0,,0,0.0%,,3,3,1.00,0,0,0
2,2004,2004-10-31,7,24.217,PHI,,BAL,W 15-10,,,,,,,0.0%,,,,,,,
3,2004,2004-11-21,10,24.238,PHI,,WAS,W 28-6,,0,0,0,,0,0.0%,,4,14,3.50,0,0,0
4,2004,2004-11-28,11,24.245,PHI,@,NYG,W 27-6,,0,0,0,,0,0.0%,,3,12,4.00,0,0,0
5,2004,2004-12-12,13,24.259,PHI,@,WAS,W 17-14,,,,,,,0.0%,,,,,,,
6,2004,2004-12-19,14,24.266,PHI,,DAL,W 12-7,,,,,,,0.0%,,,,,,,
7,2004,2004-12-27,15,24.274,PHI,@,STL,L 7-20,,2,2,15,7.50,0,100.0%,7.50,2,13,6.50,0,0,0
8,2006,2006-09-10,1,26.166,PHI,@,HOU,W 24-10,*,2,2,13,6.50,0,100.0%,6.50,1,2,2.00,0,0,0
9,2006,2006-09-17,2,26.173,PHI,,NYG,L 24-30,,1,2,9,4.50,0,200.0%,9.00,1,2,2.00,0,0,0
10,2006,2006-09-24,3,26.180,PHI,@,SFO,W 38-24,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
11,2006,2006-10-02,4,26.188,PHI,,GNB,W 31-9,,0,1,1,1.00,0,,,1,4,4.00,0,0,0
12,2006,2006-10-08,5,26.194,PHI,,DAL,W 38-24,,1,1,-1,-1.00,0,100.0%,-1.00,1,0,0.00,0,0,0
13,2006,2006-10-15,6,26.201,PHI,@,NOR,L 24-27,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
14,2006,2006-10-22,7,26.208,PHI,@,TAM,L 21-23,*,2,2,15,7.50,1,100.0%,7.50,0,0,,0,1,6
15,2006,2006-10-29,8,26.215,PHI,,JAX,L 6-13,,,0,0,,0,0.0%,,0,0,,0,0,0
16,2006,2006-11-12,9,26.229,PHI,,WAS,W 27-3,*,,0,0,,0,0.0%,,0,0,,0,0,0
17,2006,2006-11-19,10,26.236,PHI,,TEN,L 13-31,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,2006,2006-11-26,11,26.243,PHI,@,IND,L 21-45,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
19,2006,2006-12-04,12,26.251,PHI,,CAR,W 27-24,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
20,2006,2006-12-10,13,26.257,PHI,@,WAS,W 21-19,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
21,2006,2006-12-17,14,26.264,PHI,@,NYG,W 36-22,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
22,2006,2006-12-25,15,26.272,PHI,@,DAL,W 23-7,*,1,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0
23,2006,2006-12-31,16,26.278,PHI,,ATL,W 24-17,,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0
24,2007,2007-09-09,1,27.165,PHI,@,GNB,L 13-16,*,0,0,0,,0,0.0%,,1,4,4.00,0,0,0
25,2007,2007-09-17,2,27.173,PHI,,WAS,L 12-20,*,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0
26,2007,2007-09-23,3,27.179,PHI,,DET,W 56-21,,0,0,0,,0,0.0%,,3,14,4.67,0,0,0
27,2007,2007-09-30,4,27.186,PHI,@,NYG,L 3-16,,,0,0,,0,0.0%,,0,0,,0,0,0
28,2007,2007-10-14,5,27.200,PHI,@,NYJ,W 16-9,*,,0,0,,0,0.0%,,0,0,,0,0,0
29,2007,2007-10-21,6,27.207,PHI,,CHI,L 16-19,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
30,2007,2007-10-28,7,27.214,PHI,@,MIN,W 23-16,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
31,2007,2007-11-04,8,27.221,PHI,,DAL,L 17-38,,,0,0,,0,0.0%,,0,0,,0,0,0
32,2007,2007-11-11,9,27.228,PHI,@,WAS,W 33-25,,,0,0,,0,0.0%,,0,0,,0,0,0
33,2007,2007-11-18,10,27.235,PHI,,MIA,W 17-7,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
34,2007,2007-11-25,11,27.242,PHI,@,NWE,L 28-31,,,0,0,,0,0.0%,,0,0,,0,0,0
35,2007,2007-12-02,12,27.249,PHI,,SEA,L 24-28,,,0,0,,0,0.0%,,0,0,,0,0,0
36,2007,2007-12-09,13,27.256,PHI,,NYG,L 13-16,*,1,1,4,4.00,0,100.0%,4.00,1,0,0.00,0,0,0
37,2007,2007-12-16,14,27.263,PHI,@,DAL,W 10-6,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
38,2007,2007-12-23,15,27.270,PHI,@,NOR,W 38-23,*,,0,0,,0,0.0%,,0,0,,0,0,0
39,2007,2007-12-30,16,27.277,PHI,,BUF,W 17-9,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
40,2008,2008-09-08,1,28.164,MIN,@,GNB,L 19-24,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0
41,2008,2008-09-14,2,28.170,MIN,,IND,L 15-18,,,,,,,0.0%,,,,,,,
